id;Attitude Roll;Attitude Pitch;Attitude Azimuth;Gravity X;Gravity Y;Gravity Z;Rotation Rate X;Rotation Rate Y;Rotation Rate Z;User Acceleration X;User Acceleration Y;User Acceleration Z
30;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016636885702610016;0.37550321221351624;9,79944E+15;0.002030229428783059;-0.002907475922256708;-0.004071104805916548;0.02632104977965355;0.38703906536102295;9,66641E+14
31;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01663721725344658;0.3760223984718323;9,79942E+15;-0.004972837399691343;-9,98E+11;-0.0033280004281550646;0.023330021649599075;0.3720839321613312;9,66042E+15
32;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01663721725344658;0.3760223984718323;9,79942E+15;-0.004972837399691343;-9,98E+11;-0.0033280004281550646;0.012562318705022335;0.3720839321613312;9,66401E+15
33;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016636962071061134;0.3764205574989319;9,79941E+15;-0.0046364180743694305;-0.003400394693017006;-0.001215795404277742;0.012562318705022335;0.3720839321613312;9,66401E+15
34;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016636962071061134;0.3764205574989319;9,79941E+15;-0.0046364180743694305;-0.003400394693017006;-0.001215795404277742;0.018544375896453857;0.3732803463935852;9,66999E+15
35;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01679915562272072;0.37683841586112976;9,79939E+15;-0.0030192609410732985;0.00360267236828804;-0.001491531846113503;0.018544375896453857;0.3732803463935852;9,66999E+15
36;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01712350733578205;0.37729552388191223;9,79937E+13;-0.004368133842945099;-6,79E+11;0.0032449602149426937;0.03888336941599846;0.3966103494167328;9,6682E+14
37;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01712350733578205;0.37729552388191223;9,79937E+13;-0.004368133842945099;-6,79E+11;0.0032449602149426937;-0.005982056725770235;0.37447673082351685;9,66282E+15
38;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.017447201535105705;0.3774682283401489;9,79937E+14;-0.001327580539509654;0.003541989019140601;-0.0028712786734104156;-0.005982056725770235;0.37447673082351685;9,66282E+15
39;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01736738160252571;0.3778665065765381;9,79935E+15;0.0021696945186704397;0.004605543799698353;0.003715521888807416;0.028115665540099144;0.381655216217041;9,66581E+15
40;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01736738160252571;0.3778665065765381;9,79935E+15;0.0021696945186704397;0.004605543799698353;0.003715521888807416;0.028115665540099144;0.381655216217041;9,66581E+15
41;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.017529306933283806;0.37808898091316223;9,79934E+15;0.003777269972488284;-0.0030235194135457277;-0.0017055204370990396;0.005982056725770235;0.3924229145050049;9,6676E+15
42;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01763986609876156;0.37866121530532837;9,79932E+15;-7,89E+11;-0.003034165594726801;-8,21E+11;0.040677983313798904;0.37806597352027893;9,6694E+14
43;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01763986609876156;0.37866121530532837;9,79932E+15;-7,89E+11;-0.003034165594726801;-8,21E+11;0.040677983313798904;0.37806597352027893;9,6694E+14
44;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01723627746105194;0.37899544835090637;9,79931E+15;0.00326625257730484;0.001316934241913259;0.004953674506396055;-0.006580262444913387;0.3936193287372589;9,66521E+14
45;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01723627746105194;0.37899544835090637;9,79931E+15;0.00326625257730484;0.001316934241913259;0.004953674506396055;-0.006580262444913387;0.3936193287372589;9,66521E+14
46;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016617408022284508;0.379524290561676;9,79929E+14;-0.001935478183440864;0.004159468226134777;0.001831145491451025;0.019740786403417587;0.373878538608551;9,66461E+15
47;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016617408022284508;0.379524290561676;9,79929E+14;0.0012040846049785614;-0.003874150337651372;-0.004435204900801182;0.019740786403417587;0.373878538608551;9,66461E+15
48;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016240840777754784;0.3798348605632782;9,79928E+15;0.0012040846049785614;-0.003874150337651372;-0.004435204900801182;0.024526432156562805;0.3732803463935852;9,67837E+15
49;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01613287441432476;0.38018038868904114;9,79926E+15;-0.003495145821943879;1,53E+12;0.002648773370310664;0.023330021649599075;0.4175475537776947;9,65085E+14
50;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.01613287441432476;0.38018038868904114;9,79926E+15;-0.003495145821943879;1,53E+12;0.002648773370310664;0.023330021649599075;0.4175475537776947;9,65085E+14
51;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016132796183228493;0.3807174265384674;9,79924E+15;-0.0038986364379525185;0.0031874708365648985;0.002919186605140567;0.009571290574967861;0.3643072545528412;9,67299E+15
52;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.015970299020409584;0.3808857798576355;9,79924E+15;-0.004183954559266567;0.002752041444182396;-0.0031363689340651035;0.02751746028661728;0.39062830805778503;9,66042E+15
53;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.015970299020409584;0.3808857798576355;9,79924E+15;-0.004183954559266567;0.002752041444182396;-0.0031363689340651035;0.02751746028661728;0.39062830805778503;9,66042E+15
54;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016482198610901833;0.38096752762794495;9,79923E+15;-0.0026434501633048058;0.004038101527839899;-0.004149886779487133;0.02512463741004467;0.388235479593277;9,65863E+15
55;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016482198610901833;0.38096752762794495;9,79923E+15;-0.0026434501633048058;0.004038101527839899;-0.004149886779487133;0.02512463741004467;0.388235479593277;9,65863E+15
56;0.017921900376677513;-0.009002633392810822;-0.40511074662208557;0.016993440687656403;0.3811422288417816;9,79923E+15;9,17E+11;6,55E+11;-0.004617254715412855;0.024526432156562805;0.3936193287372589;9,65983E+15
