,Gravity X,Gravity Y,Gravity Z,User Acceleration X,User Acceleration Y,User Acceleration Z
0,4.189007,-8.680822,1.8071885,-0.1040619,0.031386577,0.13119692
1,4.189007,-8.680822,1.8071885,-0.1040619,0.031386577,0.13119692
2,4.20885,-8.65867,1.8663836,-0.09813425,-0.0034519897,0.13625483
3,4.20885,-8.65867,1.8663836,-0.09813425,-0.0034519897,0.13625483
4,4.20885,-8.65867,1.8663836,-0.09813425,-0.0034519897,0.13625483
5,4.20885,-8.65867,1.8663836,-0.09813425,-0.0034519897,0.13625483
6,4.233232,-8.635857,1.916276,-0.07905289,-0.07580792,0.21162914
7,4.233232,-8.635857,1.916276,-0.07905289,-0.07580792,0.21162914
8,4.233232,-8.635857,1.916276,-0.07905289,-0.07580792,0.21162914
9,4.233232,-8.635857,1.916276,-0.07905289,-0.07580792,0.21162914
10,4.263109,-8.611177,1.9605922,-0.07600731,-0.13918759,-0.007897791
11,4.263109,-8.611177,1.9605922,-0.07600731,-0.13918759,-0.007897791
12,4.263109,-8.611177,1.9605922,-0.07600731,-0.13918759,-0.007897791
13,4.263109,-8.611177,1.9605922,-0.07600731,-0.13918759,-0.007897791
14,4.2895274,-8.585009,2.016922,0.0492023,-0.37569594,-0.55811775
15,4.2895274,-8.585009,2.016922,0.0492023,-0.37569594,-0.55811775
16,4.2895274,-8.585009,2.016922,0.0492023,-0.37569594,-0.55811775
17,4.2895274,-8.585009,2.016922,0.0492023,-0.37569594,-0.55811775
18,4.2895274,-8.585009,2.016922,0.0492023,-0.37569594,-0.55811775
19,4.2959895,-8.564811,2.087791,0.044003658,0.89741224,-0.8706084
20,4.2959895,-8.564811,2.087791,0.044003658,0.89741224,-0.8706084
21,4.2959895,-8.564811,2.087791,0.044003658,0.89741224,-0.8706084
22,4.2959895,-8.564811,2.087791,0.044003658,0.89741224,-0.8706084
23,4.2959895,-8.564811,2.087791,0.044003658,0.89741224,-0.8706084
24,4.3032804,-8.538402,2.1789575,-0.06703125,-0.44611457,-0.27606624
25,4.3032804,-8.538402,2.1789575,-0.06703125,-0.44611457,-0.27606624
26,4.3032804,-8.538402,2.1789575,-0.06703125,-0.44611457,-0.27606624
27,4.3032804,-8.538402,2.1789575,-0.06703125,-0.44611457,-0.27606624
28,4.3032804,-8.538402,2.1789575,-0.06703125,-0.44611457,-0.27606624
29,4.3252397,-8.507691,2.254302,0.06699803,0.06026162,-0.33818617
30,4.3252397,-8.507691,2.254302,0.06699803,0.06026162,-0.33818617
31,4.3252397,-8.507691,2.254302,0.06699803,0.06026162,-0.33818617
32,4.3252397,-8.507691,2.254302,0.06699803,0.06026162,-0.33818617
33,4.3252397,-8.507691,2.254302,0.06699803,0.06026162,-0.33818617
34,4.3473845,-8.469762,2.3523984,-0.28218684,0.11977303,-0.080224566
35,4.3473845,-8.469762,2.3523984,-0.28218684,0.11977303,-0.080224566
36,4.3473845,-8.469762,2.3523984,-0.28218684,0.11977303,-0.080224566
37,4.3473845,-8.469762,2.3523984,-0.28218684,0.11977303,-0.080224566
38,4.3817415,-8.426491,2.4423285,-0.11272576,-0.35709658,-0.1159639
39,4.3817415,-8.426491,2.4423285,-0.11272576,-0.35709658,-0.1159639
40,4.3817415,-8.426491,2.4423285,-0.11272576,-0.35709658,-0.1159639
41,4.3817415,-8.426491,2.4423285,-0.11272576,-0.35709658,-0.1159639
42,4.3817415,-8.426491,2.4423285,-0.11272576,-0.35709658,-0.1159639
43,4.431197,-8.376823,2.5226405,-0.5655355,0.35573187,-0.23615116
44,4.431197,-8.376823,2.5226405,-0.5655355,0.35573187,-0.23615116
45,4.431197,-8.376823,2.5226405,-0.5655355,0.35573187,-0.23615116
46,4.431197,-8.376823,2.5226405,-0.5655355,0.35573187,-0.23615116
47,4.431197,-8.376823,2.5226405,-0.5655355,0.35573187,-0.23615116
48,4.516223,-8.316579,2.5707266,0.3471192,-0.12233624,-0.031122616
49,4.516223,-8.316579,2.5707266,0.3471192,-0.12233624,-0.031122616
50,4.516223,-8.316579,2.5707266,0.3471192,-0.12233624,-0.031122616
51,4.516223,-8.316579,2.5707266,0.3471192,-0.12233624,-0.031122616
52,4.516223,-8.316579,2.5707266,0.3471192,-0.12233624,-0.031122616
53,4.6017785,-8.271777,2.563538,0.2504078,-0.69032717,0.12141244
54,4.6017785,-8.271777,2.563538,0.2504078,-0.69032717,0.12141244
55,4.6017785,-8.271777,2.563538,0.2504078,-0.69032717,0.12141244
56,4.6017785,-8.271777,2.563538,0.2504078,-0.69032717,0.12141244
57,4.6017785,-8.271777,2.563538,0.2504078,-0.69032717,0.12141244
58,4.6613803,-8.2398405,2.5586984,-0.09593502,-0.102310926,0.5470427
59,4.6613803,-8.2398405,2.5586984,-0.09593502,-0.102310926,0.5470427
60,4.6613803,-8.2398405,2.5586984,-0.09593502,-0.102310926,0.5470427
61,4.6613803,-8.2398405,2.5586984,-0.09593502,-0.102310926,0.5470427
62,4.6613803,-8.2398405,2.5586984,-0.09593502,-0.102310926,0.5470427
63,4.726021,-8.2153,2.518725,-0.061035153,0.08616219,0.020197747
64,4.726021,-8.2153,2.518725,-0.061035153,0.08616219,0.020197747
65,4.726021,-8.2153,2.518725,-0.061035153,0.08616219,0.020197747
66,4.726021,-8.2153,2.518725,-0.061035153,0.08616219,0.020197747
67,4.726021,-8.2153,2.518725,-0.061035153,0.08616219,0.020197747
68,4.774052,-8.205115,2.4606695,-0.06346071,-0.1285461,-0.039900914
69,4.774052,-8.205115,2.4606695,-0.06346071,-0.1285461,-0.039900914
70,4.774052,-8.205115,2.4606695,-0.06346071,-0.1285461,-0.039900914
71,4.774052,-8.205115,2.4606695,-0.06346071,-0.1285461,-0.039900914
72,4.774052,-8.205115,2.4606695,-0.06346071,-0.1285461,-0.039900914
73,4.8123403,-8.20117,2.3984535,-0.22795711,0.44831887,-0.07845855
74,4.8123403,-8.20117,2.3984535,-0.22795711,0.44831887,-0.07845855
75,4.8123403,-8.20117,2.3984535,-0.22795711,0.44831887,-0.07845855
76,4.8123403,-8.20117,2.3984535,-0.22795711,0.44831887,-0.07845855
77,4.8123403,-8.20117,2.3984535,-0.22795711,0.44831887,-0.07845855
78,4.849109,-8.194567,2.346405,0.54310644,-0.32955006,-0.06375152
79,4.849109,-8.194567,2.346405,0.54310644,-0.32955006,-0.06375152
80,4.849109,-8.194567,2.346405,0.54310644,-0.32955006,-0.06375152
81,4.849109,-8.194567,2.346405,0.54310644,-0.32955006,-0.06375152
82,4.849109,-8.194567,2.346405,0.54310644,-0.32955006,-0.06375152
83,4.88829,-8.181683,2.3097763,-0.35981572,0.046634965,-0.23978963
84,4.88829,-8.181683,2.3097763,-0.35981572,0.046634965,-0.23978963
85,4.88829,-8.181683,2.3097763,-0.35981572,0.046634965,-0.23978963
86,4.88829,-8.181683,2.3097763,-0.35981572,0.046634965,-0.23978963
87,4.88829,-8.181683,2.3097763,-0.35981572,0.046634965,-0.23978963
88,4.88829,-8.181683,2.3097763,-0.35981572,0.046634965,-0.23978963
89,4.9420495,-8.157808,2.2796276,0.28607017,-0.25356215,-0.03150948
90,4.9420495,-8.157808,2.2796276,0.28607017,-0.25356215,-0.03150948
91,4.9420495,-8.157808,2.2796276,0.28607017,-0.25356215,-0.03150948
92,4.9420495,-8.157808,2.2796276,0.28607017,-0.25356215,-0.03150948
93,4.9420495,-8.157808,2.2796276,0.28607017,-0.25356215,-0.03150948
94,4.9420495,-8.157808,2.2796276,0.28607017,-0.25356215,-0.03150948
95,4.9927874,-8.130406,2.2669268,0.02424379,-0.31617618,-0.29443333
