id;Attitude Roll;Attitude Pitch;Attitude Azimuth;Gravity X;Gravity Y;Gravity Z;Rotation Rate X;Rotation Rate Y;Rotation Rate Z;User Acceleration X;User Acceleration Z;User Acceleration Y
1;1.0798982;0.50696313;0.27419895;3.0800061;-9.255244;1.0121276;-0.004524633;-0.0023655845;0.0041818256;0.30077925;-0.8723848;-0.78228074
2;1.0798982;0.50696313;0.27419895;3.0800061;-9.255244;1.0121276;-0.004524633;-0.0023655845;0.0041818256;0.30077925;-0.8723848;-0.78228074
3;1.0936149;0.50795096;0.27577186;3.1000087;-9.238744;1.0981554;-0.004569347;-0.0043553584;-0.0014670456;0.3037945;-0.8592224;-0.7781581
4;1.0936149;0.50795096;0.27577186;3.1000087;-9.238744;1.0981554;-0.004569347;-0.0043553584;-0.0014670456;0.3037945;-0.8592224;-0.7781581
5;1.0936149;0.50795096;0.27577186;3.1000087;-9.238744;1.0981554;-0.004569347;-0.0043553584;-0.0014670456;0.3037945;-0.8592224;-0.7781581
6;1.0936149;0.50795096;0.27577186;3.1000087;-9.238744;1.0981554;-0.004569347;-0.0043553584;-0.0014670456;0.3037945;-0.8592224;-0.7781581
7;1.0936149;0.50795096;0.27577186;3.1000087;-9.238744;1.0981554;-0.004569347;-0.0043553584;-0.0014670456;0.3037945;-0.8592224;-0.7781581
8;1.094339;0.50445527;0.2710475;3.1078553;-9.217827;1.2423016;0.002117528;0.0021675653;-0.0024401078;0.29922506;-0.85429084;-0.7779784
9;1.094339;0.50445527;0.2710475;3.1078553;-9.217827;1.2423016;0.002117528;0.0021675653;-0.0024401078;0.29922506;-0.85429084;-0.7779784
10;1.094339;0.50445527;0.2710475;3.1078553;-9.217827;1.2423016;0.002117528;0.0021675653;-0.0024401078;0.29922506;-0.85429084;-0.7779784
11;1.094339;0.50445527;0.2710475;3.1078553;-9.217827;1.2423016;0.002117528;0.0021675653;-0.0024401078;0.29922506;-0.85429084;-0.7779784
12;1.0901053;0.49777028;0.2622397;3.1005044;-9.190785;1.4445461;-0.0014500117;0.017949484;-0.105445236;0.30189258;-0.8292817;-0.77815056
13;1.0901053;0.49777028;0.2622397;3.1005044;-9.190785;1.4445461;-0.0014500117;0.017949484;-0.105445236;0.30189258;-0.8292817;-0.77815056
14;1.0901053;0.49777028;0.2622397;3.1005044;-9.190785;1.4445461;-0.0014500117;0.017949484;-0.105445236;0.30189258;-0.8292817;-0.77815056
15;1.0901053;0.49777028;0.2622397;3.1005044;-9.190785;1.4445461;-0.0014500117;0.017949484;-0.105445236;0.30189258;-0.8292817;-0.77815056
16;1.0901053;0.49777028;0.2622397;3.1005044;-9.190785;1.4445461;-0.0014500117;0.017949484;-0.105445236;0.30189258;-0.8292817;-0.77815056
17;1.0811251;0.4884423;0.24960905;3.0810869;-9.152142;1.7075148;-0.0023623907;0.030597163;-0.17946929;0.29844886;-0.80833286;-0.768354
18;1.0811251;0.4884423;0.24960905;3.0810869;-9.152142;1.7075148;-0.0023623907;0.030597163;-0.17946929;0.29844886;-0.80833286;-0.768354
19;1.0811251;0.4884423;0.24960905;3.0810869;-9.152142;1.7075148;-0.0023623907;0.030597163;-0.17946929;0.29844886;-0.80833286;-0.768354
20;1.0811251;0.4884423;0.24960905;3.0810869;-9.152142;1.7075148;-0.0023623907;0.030597163;-0.17946929;0.29844886;-0.80833286;-0.768354
21;1.0811251;0.4884423;0.24960905;3.0810869;-9.152142;1.7075148;-0.0023623907;0.030597163;-0.17946929;0.29844886;-0.80833286;-0.768354
22;1.0678306;0.47702867;0.23334554;3.0545437;-9.092287;2.0421731;-0.0027499122;0.038606297;-0.22573659;0.29671937;-0.7703139;-0.76420504
23;1.0678306;0.47702867;0.23334554;3.0545437;-9.092287;2.0421731;-0.0027499122;0.038606297;-0.22573659;0.29671937;-0.7703139;-0.76420504
24;1.0678306;0.47702867;0.23334554;3.0545437;-9.092287;2.0421731;-0.0027499122;0.038606297;-0.22573659;0.29671937;-0.7703139;-0.76420504
25;1.0678306;0.47702867;0.23334554;3.0545437;-9.092287;2.0421731;-0.0027499122;0.038606297;-0.22573659;0.29671937;-0.7703139;-0.76420504
26;1.0678306;0.47702867;0.23334554;3.0545437;-9.092287;2.0421731;-0.0027499122;0.038606297;-0.22573659;0.29671937;-0.7703139;-0.76420504
27;1.0521629;0.4648173;0.21621023;3.0233064;-9.017638;2.3900216;-0.0025497638;0.040251132;-0.23460487;0.29402325;-0.73241484;-0.7605005
28;1.0521629;0.4648173;0.21621023;3.0233064;-9.017638;2.3900216;-0.0025497638;0.040251132;-0.23460487;0.29402325;-0.73241484;-0.7605005
29;1.0521629;0.4648173;0.21621023;3.0233064;-9.017638;2.3900216;-0.0025497638;0.040251132;-0.23460487;0.29402325;-0.73241484;-0.7605005
30;1.0521629;0.4648173;0.21621023;3.0233064;-9.017638;2.3900216;-0.0025497638;0.040251132;-0.23460487;0.29402325;-0.73241484;-0.7605005
31;1.0521629;0.4648173;0.21621023;3.0233064;-9.017638;2.3900216;-0.0025497638;0.040251132;-0.23460487;0.29402325;-0.73241484;-0.7605005
32;1.0335984;0.4516261;0.19818017;2.9863822;-8.926613;2.7509067;-0.0021122051;0.037708823;-0.21997167;0.29172367;-0.70392525;-0.7468286
33;1.0335984;0.4516261;0.19818017;2.9863822;-8.926613;2.7509067;-0.0021122051;0.037708823;-0.21997167;0.29172367;-0.70392525;-0.7468286
34;1.0335984;0.4516261;0.19818017;2.9863822;-8.926613;2.7509067;-0.0021122051;0.037708823;-0.21997167;0.29172367;-0.70392525;-0.7468286
35;1.0335984;0.4516261;0.19818017;2.9863822;-8.926613;2.7509067;-0.0021122051;0.037708823;-0.21997167;0.29172367;-0.70392525;-0.7468286
36;1.0335984;0.4516261;0.19818017;2.9863822;-8.926613;2.7509067;-0.0021122051;0.037708823;-0.21997167;0.29172367;-0.70392525;-0.7468286
37;1.0335984;0.4516261;0.19818017;2.9863822;-8.926613;2.7509067;-0.0021122051;0.037708823;-0.21997167;0.29172367;-0.70392525;-0.7468286
38;1.0115598;0.4374598;0.17934483;2.9433358;-8.817595;3.1236491;-0.0017449113;0.033388596;-0.19611356;0.29075244;-0.6590955;-0.73962057
39;1.0115598;0.4374598;0.17934483;2.9433358;-8.817595;3.1236491;-0.0017449113;0.033388596;-0.19611356;0.29075244;-0.6590955;-0.73962057
40;1.0115598;0.4374598;0.17934483;2.9433358;-8.817595;3.1236491;-0.0017449113;0.033388596;-0.19611356;0.29075244;-0.6590955;-0.73962057
41;1.0115598;0.4374598;0.17934483;2.9433358;-8.817595;3.1236491;-0.0017449113;0.033388596;-0.19611356;0.29075244;-0.6590955;-0.73962057
42;1.0115598;0.4374598;0.17934483;2.9433358;-8.817595;3.1236491;-0.0017449113;0.033388596;-0.19611356;0.29075244;-0.6590955;-0.73962057
43;0.9854266;0.42234597;0.15988529;2.8937736;-8.689517;3.5055332;-0.0015021781;0.028619101;-0.16960666;0.2813072;-0.6201675;-0.7246123
44;0.9854266;0.42234597;0.15988529;2.8937736;-8.689517;3.5055332;-0.0015021781;0.028619101;-0.16960666;0.2813072;-0.6201675;-0.7246123
45;0.9854266;0.42234597;0.15988529;2.8937736;-8.689517;3.5055332;-0.0015021781;0.028619101;-0.16960666;0.2813072;-0.6201675;-0.7246123
46;0.9854266;0.42234597;0.15988529;2.8937736;-8.689517;3.5055332;-0.0015021781;0.028619101;-0.16960666;0.2813072;-0.6201675;-0.7246123
47;0.9854266;0.42234597;0.15988529;2.8937736;-8.689517;3.5055332;-0.0015021781;0.028619101;-0.16960666;0.2813072;-0.6201675;-0.7246123
48;0.95417583;0.40632856;0.13990821;2.837193;-8.5409775;3.8951795;-0.0013052234;0.024110438;-0.14362036;0.27212274;-0.58728176;-0.7070301
49;0.95417583;0.40632856;0.13990821;2.837193;-8.5409775;3.8951795;-0.0013052234;0.024110438;-0.14362036;0.27212274;-0.58728176;-0.7070301
50;0.95417583;0.40632856;0.13990821;2.837193;-8.5409775;3.8951795;-0.0013052234;0.024110438;-0.14362036;0.27212274;-0.58728176;-0.7070301
