id;Attitude Roll;Attitude Pitch;Attitude Azimuth;Gravity X;Gravity Y;Gravity Z;Rotation Rate X;Rotation Rate Y;Rotation Rate Z;User Acceleration X;User Acceleration Z;User Acceleration Y
1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0.0;0.0;0.0;0.0;0.0;0.0;1.3216878;-0.591737;0.19440503;0.0;0.0;0.0
3;0.0;0.0;0.0;-1.9296515;-9.227338;2.7024217;1.3216878;-0.591737;0.19440503;0.0;0.0;0.0
4;0.0;0.0;0.0;-1.9296515;-9.227338;2.7024217;-0.08641703;-0.34473604;0.28401774;0.0;0.0;0.0
5;0.0;0.0;0.0;-1.9296515;-9.227338;2.7024217;-0.08641703;-0.34473604;0.28401774;0.0;0.0;0.0
6;0.0;0.0;0.0;-1.9296515;-9.227338;2.7024217;-0.08641703;-0.34473604;0.28401774;0.0;0.0;0.0
7;-0.3441283;-2.9398215;-1.8139544;-1.9835706;-9.108812;3.0439055;-0.08641703;-0.34473604;0.28401774;-0.04423125;-0.016774558;-0.07470876
8;-0.3441283;-2.9398215;-1.8139544;-1.9835706;-9.108812;3.0439055;-0.7491251;-0.15126309;0.15246147;-0.04423125;-0.016774558;-0.07470876
9;-0.3441283;-2.9398215;-1.8139544;-1.9835706;-9.108812;3.0439055;-0.7491251;-0.15126309;0.15246147;-0.04423125;-0.016774558;-0.07470876
10;-0.3441283;-2.9398215;-1.8139544;-1.9835706;-9.108812;3.0439055;-0.7491251;-0.15126309;0.15246147;-0.04423125;-0.016774558;-0.07470876
11;-0.32120967;-2.9205651;-2.078385;-2.0924678;-9.0687895;3.0901484;-0.7491251;-0.15126309;0.15246147;-0.02942807;-0.2681761;-0.11492529
12;-0.32120967;-2.9205651;-2.078385;-2.0924678;-9.0687895;3.0901484;-0.7613753;0.70691526;-0.07909355;-0.02942807;-0.2681761;-0.11492529
13;-0.32120967;-2.9205651;-2.078385;-2.0924678;-9.0687895;3.0901484;-0.7613753;0.70691526;-0.07909355;-0.02942807;-0.2681761;-0.11492529
14;-0.32120967;-2.9205651;-2.078385;-2.0924678;-9.0687895;3.0901484;-0.7613753;0.70691526;-0.07909355;-0.02942807;-0.2681761;-0.11492529
15;-0.39794692;-2.902489;-2.675428;-2.232133;-9.46034;1.2999783;-0.7613753;0.70691526;-0.07909355;0.01684866;0.012274449;0.08590865
16;-0.39794692;-2.902489;-2.675428;-2.232133;-9.46034;1.2999783;-0.16417904;0.72755414;0.145138;0.01684866;0.012274449;0.08590865
17;-0.39794692;-2.902489;-2.675428;-2.232133;-9.46034;1.2999783;-0.16417904;0.72755414;0.145138;0.01684866;0.012274449;0.08590865
18;-0.39794692;-2.902489;-2.675428;-2.232133;-9.46034;1.2999783;-0.16417904;0.72755414;0.145138;0.01684866;0.012274449;0.08590865
19;-0.49697003;-2.8714247;-2.5791023;-2.6900492;-9.411617;0.5962284;-0.16417904;0.72755414;0.145138;0.015811525;0.021392845;-0.034221645
20;-0.49697003;-2.8714247;-2.5791023;-2.6900492;-9.411617;0.5962284;-0.16417904;0.72755414;0.145138;0.015811525;0.021392845;-0.034221645
21;-0.49697003;-2.8714247;-2.5791023;-2.6900492;-9.411617;0.5962284;-0.074300006;0.8877386;-0.19626918;0.015811525;0.021392845;-0.034221645
22;-0.49697003;-2.8714247;-2.5791023;-2.6900492;-9.411617;0.5962284;-0.074300006;0.8877386;-0.19626918;0.015811525;0.021392845;-0.034221645
23;-0.49697003;-2.8714247;-2.5791023;-2.6900492;-9.411617;0.5962284;-0.074300006;0.8877386;-0.19626918;0.015811525;0.021392845;-0.034221645
24;-0.4800906;-2.8866477;-0.42417875;-2.531168;-9.473584;0.12155493;-0.074300006;0.8877386;-0.19626918;0.07608289;-0.06237202;-0.05015199
25;-0.4800906;-2.8866477;-0.42417875;-2.531168;-9.473584;0.12155493;1.700245;-0.16511112;0.30412403;0.07608289;-0.06237202;-0.05015199
26;-0.4800906;-2.8866477;-0.42417875;-2.531168;-9.473584;0.12155493;1.700245;-0.16511112;0.30412403;0.07608289;-0.06237202;-0.05015199
