,"id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z"
325,"326,-2.5418913,2.7758446,-3.1167958,3.3662364,-9.181508,0.73399115,-0.0483976,0.54669917,-0.054410573,-0.10641739,-0.059188955,0.10477802"
326,"327,-2.5418913,2.7758446,-3.1167958,3.3662364,-9.181508,0.73399115,-0.0483976,0.54669917,-0.054410573,-0.10641739,-0.059188955,0.10477802"
327,"328,-2.5418913,2.7758446,-3.1167958,3.3662364,-9.181508,0.73399115,-0.0483976,0.54669917,-0.054410573,-0.10641739,-0.059188955,0.10477802"
328,"329,-2.5527236,2.7440171,-3.0626426,3.355803,-9.176222,0.8401899,-0.06786204,0.48971963,-0.07517598,0.39625284,-0.38568658,-0.15432353"
329,"330,-2.5527236,2.7440171,-3.0626426,3.355803,-9.176222,0.8401899,-0.06786204,0.48971963,-0.07517598,0.39625284,-0.38568658,-0.15432353"
330,"331,-2.5527236,2.7440171,-3.0626426,3.355803,-9.176222,0.8401899,-0.06786204,0.48971963,-0.07517598,0.39625284,-0.38568658,-0.15432353"
331,"332,-2.5527236,2.7440171,-3.0626426,3.355803,-9.176222,0.8401899,-0.06786204,0.48971963,-0.07517598,0.39625284,-0.38568658,-0.15432353"
332,"333,-2.5527236,2.7440171,-3.0626426,3.355803,-9.176222,0.8401899,-0.06786204,0.48971963,-0.07517598,0.39625284,-0.38568658,-0.15432353"
333,"334,-2.5527236,2.7440171,-3.0626426,3.355803,-9.176222,0.8401899,-0.06786204,0.48971963,-0.07517598,0.39625284,-0.38568658,-0.15432353"
334,"335,-2.5780406,2.7012882,-3.016454,3.3024442,-9.192174,0.8764707,-0.09347679,0.4194026,-0.08745956,0.14285165,0.31069055,0.14810066"
335,"336,-2.5780406,2.7012882,-3.016454,3.3024442,-9.192174,0.8764707,-0.09347679,0.4194026,-0.08745956,0.14285165,0.31069055,0.14810066"
336,"337,-2.5780406,2.7012882,-3.016454,3.3024442,-9.192174,0.8764707,-0.09347679,0.4194026,-0.08745956,0.14285165,0.31069055,0.14810066"
337,"338,-2.5780406,2.7012882,-3.016454,3.3024442,-9.192174,0.8764707,-0.09347679,0.4194026,-0.08745956,0.14285165,0.31069055,0.14810066"
338,"339,-2.5780406,2.7012882,-3.016454,3.3024442,-9.192174,0.8764707,-0.09347679,0.4194026,-0.08745956,0.14285165,0.31069055,0.14810066"
339,"340,-2.5780406,2.7012882,-3.016454,3.3024442,-9.192174,0.8764707,-0.09347679,0.4194026,-0.08745956,0.14285165,0.31069055,0.14810066"
340,"341,-2.6104548,2.629927,-2.9844875,3.2627404,-9.20249,0.9160199,-0.108945705,0.35328546,-0.087979086,0.20372355,-0.08768593,-0.23494232"
341,"342,-2.6104548,2.629927,-2.9844875,3.2627404,-9.20249,0.9160199,-0.108945705,0.35328546,-0.087979086,0.20372355,-0.08768593,-0.23494232"
342,"343,-2.6104548,2.629927,-2.9844875,3.2627404,-9.20249,0.9160199,-0.108945705,0.35328546,-0.087979086,0.20372355,-0.08768593,-0.23494232"
343,"344,-2.6104548,2.629927,-2.9844875,3.2627404,-9.20249,0.9160199,-0.108945705,0.35328546,-0.087979086,0.20372355,-0.08768593,-0.23494232"
344,"345,-2.6104548,2.629927,-2.9844875,3.2627404,-9.20249,0.9160199,-0.108945705,0.35328546,-0.087979086,0.20372355,-0.08768593,-0.23494232"
345,"346,-2.6104548,2.629927,-2.9844875,3.2627404,-9.20249,0.9160199,-0.108945705,0.35328546,-0.087979086,0.20372355,-0.08768593,-0.23494232"
346,"347,-2.6548407,2.5179949,-2.9517975,3.2413304,-9.211452,0.9018439,-0.12307427,0.30182174,-0.075486846,0.10294202,0.024643002,0.29224023"
347,"348,-2.6548407,2.5179949,-2.9517975,3.2413304,-9.211452,0.9018439,-0.12307427,0.30182174,-0.075486846,0.10294202,0.024643002,0.29224023"
348,"349,-2.6548407,2.5179949,-2.9517975,3.2413304,-9.211452,0.9018439,-0.12307427,0.30182174,-0.075486846,0.10294202,0.024643002,0.29224023"
349,"350,-2.6548407,2.5179949,-2.9517975,3.2413304,-9.211452,0.9018439,-0.12307427,0.30182174,-0.075486846,0.10294202,0.024643002,0.29224023"
350,"351,-2.6548407,2.5179949,-2.9517975,3.2413304,-9.211452,0.9018439,-0.12307427,0.30182174,-0.075486846,0.10294202,0.024643002,0.29224023"
351,"352,-2.6548407,2.5179949,-2.9517975,3.2413304,-9.211452,0.9018439,-0.12307427,0.30182174,-0.075486846,0.10294202,0.024643002,0.29224023"
352,"353,-2.7153,2.3323905,-2.9285355,3.211536,-9.222888,0.8914983,-0.14365868,0.27120435,-0.054699086,0.121869996,0.021036636,0.10179735"
353,"354,-2.7153,2.3323905,-2.9285355,3.211536,-9.222888,0.8914983,-0.14365868,0.27120435,-0.054699086,0.121869996,0.021036636,0.10179735"
354,"355,-2.7153,2.3323905,-2.9285355,3.211536,-9.222888,0.8914983,-0.14365868,0.27120435,-0.054699086,0.121869996,0.021036636,0.10179735"
355,"356,-2.7153,2.3323905,-2.9285355,3.211536,-9.222888,0.8914983,-0.14365868,0.27120435,-0.054699086,0.121869996,0.021036636,0.10179735"
356,"357,-2.7153,2.3323905,-2.9285355,3.211536,-9.222888,0.8914983,-0.14365868,0.27120435,-0.054699086,0.121869996,0.021036636,0.10179735"
357,"358,-2.7153,2.3323905,-2.9285355,3.211536,-9.222888,0.8914983,-0.14365868,0.27120435,-0.054699086,0.121869996,0.021036636,0.10179735"
358,"359,-2.7967596,2.010909,-2.9094443,3.1918283,-9.230501,0.8834283,-0.1582642,0.25860673,-0.033512093,-0.04560962,-0.3228837,0.09951037"
359,"360,-2.7967596,2.010909,-2.9094443,3.1918283,-9.230501,0.8834283,-0.1582642,0.25860673,-0.033512093,-0.04560962,-0.3228837,0.09951037"
360,"361,-2.7967596,2.010909,-2.9094443,3.1918283,-9.230501,0.8834283,-0.1582642,0.25860673,-0.033512093,-0.04560962,-0.3228837,0.09951037"
361,"362,-2.7967596,2.010909,-2.9094443,3.1918283,-9.230501,0.8834283,-0.1582642,0.25860673,-0.033512093,-0.04560962,-0.3228837,0.09951037"
362,"363,-2.7967596,2.010909,-2.9094443,3.1918283,-9.230501,0.8834283,-0.1582642,0.25860673,-0.033512093,-0.04560962,-0.3228837,0.09951037"
363,"364,-2.7967596,2.010909,-2.9094443,3.1918283,-9.230501,0.8834283,-0.1582642,0.25860673,-0.033512093,-0.04560962,-0.3228837,0.09951037"
364,"365,-2.909696,1.5239208,-2.893304,3.1872666,-9.231456,0.8899127,-0.15350641,0.25366688,-0.01574998,-0.16126955,-0.08917428,-0.46164802"
365,"366,-2.909696,1.5239208,-2.893304,3.1872666,-9.231456,0.8899127,-0.15350641,0.25366688,-0.01574998,-0.16126955,-0.08917428,-0.46164802"
366,"367,-2.909696,1.5239208,-2.893304,3.1872666,-9.231456,0.8899127,-0.15350641,0.25366688,-0.01574998,-0.16126955,-0.08917428,-0.46164802"
367,"368,-2.909696,1.5239208,-2.893304,3.1872666,-9.231456,0.8899127,-0.15350641,0.25366688,-0.01574998,-0.16126955,-0.08917428,-0.46164802"
368,"369,-2.909696,1.5239208,-2.893304,3.1872666,-9.231456,0.8899127,-0.15350641,0.25366688,-0.01574998,-0.16126955,-0.08917428,-0.46164802"
369,"370,-2.909696,1.5239208,-2.893304,3.1872666,-9.231456,0.8899127,-0.15350641,0.25366688,-0.01574998,-0.16126955,-0.08917428,-0.46164802"
370,"371,-3.0685346,1.086546,-2.8731334,3.2184641,-9.2236395,0.8581117,-0.13182224,0.24533305,-0.005913961,0.5316159,-0.033220626,0.5069456"
371,"372,-3.0685346,1.086546,-2.8731334,3.2184641,-9.2236395,0.8581117,-0.13182224,0.24533305,-0.005913961,0.5316159,-0.033220626,0.5069456"
372,"373,-3.0685346,1.086546,-2.8731334,3.2184641,-9.2236395,0.8581117,-0.13182224,0.24533305,-0.005913961,0.5316159,-0.033220626,0.5069456"
373,"374,-3.0685346,1.086546,-2.8731334,3.2184641,-9.2236395,0.8581117,-0.13182224,0.24533305,-0.005913961,0.5316159,-0.033220626,0.5069456"
374,"375,-3.0685346,1.086546,-2.8731334,3.2184641,-9.2236395,0.8581117,-0.13182224,0.24533305,-0.005913961,0.5316159,-0.033220626,0.5069456"
375,"376,-3.0685346,1.086546,-2.8731334,3.2184641,-9.2236395,0.8581117,-0.13182224,0.24533305,-0.005913961,0.5316159,-0.033220626,0.5069456"
376,"377,2.9950504,0.80596673,-2.854701,3.2752886,-9.203782,0.856309,-0.105733745,0.22725686,-0.011929061,-0.05174536,-0.05364967,0.24269204"
377,"378,2.9950504,0.80596673,-2.854701,3.2752886,-9.203782,0.856309,-0.105733745,0.22725686,-0.011929061,-0.05174536,-0.05364967,0.24269204"
378,"379,2.9950504,0.80596673,-2.854701,3.2752886,-9.203782,0.856309,-0.105733745,0.22725686,-0.011929061,-0.05174536,-0.05364967,0.24269204"
379,"380,2.9950504,0.80596673,-2.854701,3.2752886,-9.203782,0.856309,-0.105733745,0.22725686,-0.011929061,-0.05174536,-0.05364967,0.24269204"
380,"381,2.9950504,0.80596673,-2.854701,3.2752886,-9.203782,0.856309,-0.105733745,0.22725686,-0.011929061,-0.05174536,-0.05364967,0.24269204"
381,"382,2.9950504,0.80596673,-2.854701,3.2752886,-9.203782,0.856309,-0.105733745,0.22725686,-0.011929061,-0.05174536,-0.05364967,0.24269204"
382,"383,2.7066293,0.6444092,-2.8378792,3.334252,-9.1817875,0.8648316,-0.084821425,0.20081705,-0.034469184,-0.35715163,0.18825637,0.1703437"
383,"384,2.7066293,0.6444092,-2.8378792,3.334252,-9.1817875,0.8648316,-0.084821425,0.20081705,-0.034469184,-0.35715163,0.18825637,0.1703437"
384,"385,2.7066293,0.6444092,-2.8378792,3.334252,-9.1817875,0.8648316,-0.084821425,0.20081705,-0.034469184,-0.35715163,0.18825637,0.1703437"
385,"386,2.7066293,0.6444092,-2.8378792,3.334252,-9.1817875,0.8648316,-0.084821425,0.20081705,-0.034469184,-0.35715163,0.18825637,0.1703437"
386,"387,2.7066293,0.6444092,-2.8378792,3.334252,-9.1817875,0.8648316,-0.084821425,0.20081705,-0.034469184,-0.35715163,0.18825637,0.1703437"
387,"388,2.7066293,0.6444092,-2.8378792,3.334252,-9.1817875,0.8648316,-0.084821425,0.20081705,-0.034469184,-0.35715163,0.18825637,0.1703437"
388,"389,2.383323,0.5495241,-2.8227575,3.383073,-9.163647,0.86764157,-0.07262196,0.17282288,-0.062159937,0.27017054,0.7865812,-0.1583588"
389,"390,2.383323,0.5495241,-2.8227575,3.383073,-9.163647,0.86764157,-0.07262196,0.17282288,-0.062159937,0.27017054,0.7865812,-0.1583588"
390,"391,2.383323,0.5495241,-2.8227575,3.383073,-9.163647,0.86764157,-0.07262196,0.17282288,-0.062159937,0.27017054,0.7865812,-0.1583588"
391,"392,2.383323,0.5495241,-2.8227575,3.383073,-9.163647,0.86764157,-0.07262196,0.17282288,-0.062159937,0.27017054,0.7865812,-0.1583588"
392,"393,2.383323,0.5495241,-2.8227575,3.383073,-9.163647,0.86764157,-0.07262196,0.17282288,-0.062159937,0.27017054,0.7865812,-0.1583588"
393,"394,2.383323,0.5495241,-2.8227575,3.383073,-9.163647,0.86764157,-0.07262196,0.17282288,-0.062159937,0.27017054,0.7865812,-0.1583588"
394,"395,2.0861733,0.49600363,-2.8082407,3.4358788,-9.142778,0.88018924,-0.06758417,0.15473074,-0.07527179,0.3438894,-0.29588127,0.09332282"
395,"396,2.0861733,0.49600363,-2.8082407,3.4358788,-9.142778,0.88018924,-0.06758417,0.15473074,-0.07527179,0.3438894,-0.29588127,0.09332282"
396,"397,2.0861733,0.49600363,-2.8082407,3.4358788,-9.142778,0.88018924,-0.06758417,0.15473074,-0.07527179,0.3438894,-0.29588127,0.09332282"
397,"398,2.0861733,0.49600363,-2.8082407,3.4358788,-9.142778,0.88018924,-0.06758417,0.15473074,-0.07527179,0.3438894,-0.29588127,0.09332282"
398,"399,2.0861733,0.49600363,-2.8082407,3.4358788,-9.142778,0.88018924,-0.06758417,0.15473074,-0.07527179,0.3438894,-0.29588127,0.09332282"
399,"400,2.0861733,0.49600363,-2.8082407,3.4358788,-9.142778,0.88018924,-0.06758417,0.15473074,-0.07527179,0.3438894,-0.29588127,0.09332282"
400,"401,1.8568482,0.46974188,-2.793471,3.4916189,-9.123222,0.8635975,-0.064123094,0.15609558,-0.06361527,-0.43238756,0.3299221,-0.7596395"
401,"402,1.8568482,0.46974188,-2.793471,3.4916189,-9.123222,0.8635975,-0.064123094,0.15609558,-0.06361527,-0.43238756,0.3299221,-0.7596395"
402,"403,1.8568482,0.46974188,-2.793471,3.4916189,-9.123222,0.8635975,-0.064123094,0.15609558,-0.06361527,-0.43238756,0.3299221,-0.7596395"
403,"404,1.8568482,0.46974188,-2.793471,3.4916189,-9.123222,0.8635975,-0.064123094,0.15609558,-0.06361527,-0.43238756,0.3299221,-0.7596395"
404,"405,1.8568482,0.46974188,-2.793471,3.4916189,-9.123222,0.8635975,-0.064123094,0.15609558,-0.06361527,-0.43238756,0.3299221,-0.7596395"
405,"406,1.8568482,0.46974188,-2.793471,3.4916189,-9.123222,0.8635975,-0.064123094,0.15609558,-0.06361527,-0.43238756,0.3299221,-0.7596395"
406,"407,1.6835821,0.4498306,-2.78603,3.4914136,-9.118384,0.91404414,-0.05795469,0.17606996,-0.03625136,-0.055584338,0.15225357,0.078225546"
407,"408,1.6835821,0.4498306,-2.78603,3.4914136,-9.118384,0.91404414,-0.05795469,0.17606996,-0.03625136,-0.055584338,0.15225357,0.078225546"
408,"409,1.6835821,0.4498306,-2.78603,3.4914136,-9.118384,0.91404414,-0.05795469,0.17606996,-0.03625136,-0.055584338,0.15225357,0.078225546"
409,"410,1.6835821,0.4498306,-2.78603,3.4914136,-9.118384,0.91404414,-0.05795469,0.17606996,-0.03625136,-0.055584338,0.15225357,0.078225546"
410,"411,1.6835821,0.4498306,-2.78603,3.4914136,-9.118384,0.91404414,-0.05795469,0.17606996,-0.03625136,-0.055584338,0.15225357,0.078225546"
411,"412,1.6835821,0.4498306,-2.78603,3.4914136,-9.118384,0.91404414,-0.05795469,0.17606996,-0.03625136,-0.055584338,0.15225357,0.078225546"
412,"413,1.5579436,0.4411087,-2.7808135,3.4699905,-9.122828,0.9505571,-0.049221616,0.2023682,-0.010691973,0.11111936,-0.050766677,0.014099694"
413,"414,1.5579436,0.4411087,-2.7808135,3.4699905,-9.122828,0.9505571,-0.049221616,0.2023682,-0.010691973,0.11111936,-0.050766677,0.014099694"
414,"415,1.5579436,0.4411087,-2.7808135,3.4699905,-9.122828,0.9505571,-0.049221616,0.2023682,-0.010691973,0.11111936,-0.050766677,0.014099694"
415,"416,1.5579436,0.4411087,-2.7808135,3.4699905,-9.122828,0.9505571,-0.049221616,0.2023682,-0.010691973,0.11111936,-0.050766677,0.014099694"
416,"417,1.5579436,0.4411087,-2.7808135,3.4699905,-9.122828,0.9505571,-0.049221616,0.2023682,-0.010691973,0.11111936,-0.050766677,0.014099694"
417,"418,1.5579436,0.4411087,-2.7808135,3.4699905,-9.122828,0.9505571,-0.049221616,0.2023682,-0.010691973,0.11111936,-0.050766677,0.014099694"
418,"419,1.4634498,0.43903717,-2.7782547,3.4260752,-9.134875,0.99320483,-0.041897036,0.21603152,0.0022484763,-0.67043495,0.26918432,0.10337892"
419,"420,1.4634498,0.43903717,-2.7782547,3.4260752,-9.134875,0.99320483,-0.041897036,0.21603152,0.0022484763,-0.67043495,0.26918432,0.10337892"
420,"421,1.4634498,0.43903717,-2.7782547,3.4260752,-9.134875,0.99320483,-0.041897036,0.21603152,0.0022484763,-0.67043495,0.26918432,0.10337892"
421,"422,1.4634498,0.43903717,-2.7782547,3.4260752,-9.134875,0.99320483,-0.041897036,0.21603152,0.0022484763,-0.67043495,0.26918432,0.10337892"
422,"423,1.4634498,0.43903717,-2.7782547,3.4260752,-9.134875,0.99320483,-0.041897036,0.21603152,0.0022484763,-0.67043495,0.26918432,0.10337892"
423,"424,1.4634498,0.43903717,-2.7782547,3.4260752,-9.134875,0.99320483,-0.041897036,0.21603152,0.0022484763,-0.67043495,0.26918432,0.10337892"
424,"425,1.392399,0.4472188,-2.7742755,3.3983862,-9.140187,1.0384396,-0.040104214,0.2049286,0.0052932883,0.025721986,0.09145736,0.22757798"
425,"426,1.392399,0.4472188,-2.7742755,3.3983862,-9.140187,1.0384396,-0.040104214,0.2049286,0.0052932883,0.025721986,0.09145736,0.22757798"
426,"427,1.392399,0.4472188,-2.7742755,3.3983862,-9.140187,1.0384396,-0.040104214,0.2049286,0.0052932883,0.025721986,0.09145736,0.22757798"
427,"428,1.392399,0.4472188,-2.7742755,3.3983862,-9.140187,1.0384396,-0.040104214,0.2049286,0.0052932883,0.025721986,0.09145736,0.22757798"
428,"429,1.392399,0.4472188,-2.7742755,3.3983862,-9.140187,1.0384396,-0.040104214,0.2049286,0.0052932883,0.025721986,0.09145736,0.22757798"
429,"430,1.392399,0.4472188,-2.7742755,3.3983862,-9.140187,1.0384396,-0.040104214,0.2049286,0.0052932883,0.025721986,0.09145736,0.22757798"
430,"431,1.3388628,0.46193463,-2.7696064,3.3819807,-9.141673,1.078151,-0.04302234,0.17494147,0.004110496,0.39404017,-0.3963201,-0.10517272"
431,"432,1.3388628,0.46193463,-2.7696064,3.3819807,-9.141673,1.078151,-0.04302234,0.17494147,0.004110496,0.39404017,-0.3963201,-0.10517272"
432,"433,1.3388628,0.46193463,-2.7696064,3.3819807,-9.141673,1.078151,-0.04302234,0.17494147,0.004110496,0.39404017,-0.3963201,-0.10517272"
433,"434,1.3388628,0.46193463,-2.7696064,3.3819807,-9.141673,1.078151,-0.04302234,0.17494147,0.004110496,0.39404017,-0.3963201,-0.10517272"
434,"435,1.3388628,0.46193463,-2.7696064,3.3819807,-9.141673,1.078151,-0.04302234,0.17494147,0.004110496,0.39404017,-0.3963201,-0.10517272"
435,"436,1.3388628,0.46193463,-2.7696064,3.3819807,-9.141673,1.078151,-0.04302234,0.17494147,0.004110496,0.39404017,-0.3963201,-0.10517272"
436,"437,1.2966932,0.47423786,-2.768757,3.345518,-9.156027,1.0700784,-0.045736052,0.14156671,-0.0005961869,0.26438987,0.44177303,0.36308208"
437,"438,1.2966932,0.47423786,-2.768757,3.345518,-9.156027,1.0700784,-0.045736052,0.14156671,-0.0005961869,0.26438987,0.44177303,0.36308208"
438,"439,1.2966932,0.47423786,-2.768757,3.345518,-9.156027,1.0700784,-0.045736052,0.14156671,-0.0005961869,0.26438987,0.44177303,0.36308208"
439,"440,1.2966932,0.47423786,-2.768757,3.345518,-9.156027,1.0700784,-0.045736052,0.14156671,-0.0005961869,0.26438987,0.44177303,0.36308208"
440,"441,1.2966932,0.47423786,-2.768757,3.345518,-9.156027,1.0700784,-0.045736052,0.14156671,-0.0005961869,0.26438987,0.44177303,0.36308208"
441,"442,1.2966932,0.47423786,-2.768757,3.345518,-9.156027,1.0700784,-0.045736052,0.14156671,-0.0005961869,0.26438987,0.44177303,0.36308208"
442,"443,1.2661769,0.4897572,-2.767685,3.3314106,-9.166822,1.0205191,-0.048981015,0.1165226,-0.008546765,0.1599597,-0.040607955,-0.11055942"
443,"444,1.2661769,0.4897572,-2.767685,3.3314106,-9.166822,1.0205191,-0.048981015,0.1165226,-0.008546765,0.1599597,-0.040607955,-0.11055942"
444,"445,1.2661769,0.4897572,-2.767685,3.3314106,-9.166822,1.0205191,-0.048981015,0.1165226,-0.008546765,0.1599597,-0.040607955,-0.11055942"
445,"446,1.2661769,0.4897572,-2.767685,3.3314106,-9.166822,1.0205191,-0.048981015,0.1165226,-0.008546765,0.1599597,-0.040607955,-0.11055942"
446,"447,1.2661769,0.4897572,-2.767685,3.3314106,-9.166822,1.0205191,-0.048981015,0.1165226,-0.008546765,0.1599597,-0.040607955,-0.11055942"
447,"448,1.2661769,0.4897572,-2.767685,3.3314106,-9.166822,1.0205191,-0.048981015,0.1165226,-0.008546765,0.1599597,-0.040607955,-0.11055942"
448,"449,1.2444153,0.5071561,-2.7656734,3.3352532,-9.170314,0.9756097,-0.060104158,0.100167915,-0.01811876,-0.08614624,-0.04633311,0.18749343"
449,"450,1.2444153,0.5071561,-2.7656734,3.3352532,-9.170314,0.9756097,-0.060104158,0.100167915,-0.01811876,-0.08614624,-0.04633311,0.18749343"
450,"451,1.2444153,0.5071561,-2.7656734,3.3352532,-9.170314,0.9756097,-0.060104158,0.100167915,-0.01811876,-0.08614624,-0.04633311,0.18749343"
451,"452,1.2444153,0.5071561,-2.7656734,3.3352532,-9.170314,0.9756097,-0.060104158,0.100167915,-0.01811876,-0.08614624,-0.04633311,0.18749343"
452,"453,1.2444153,0.5071561,-2.7656734,3.3352532,-9.170314,0.9756097,-0.060104158,0.100167915,-0.01811876,-0.08614624,-0.04633311,0.18749343"
453,"454,1.2444153,0.5071561,-2.7656734,3.3352532,-9.170314,0.9756097,-0.060104158,0.100167915,-0.01811876,-0.08614624,-0.04633311,0.18749343"
454,"455,1.2247599,0.5176448,-2.7669716,3.3133442,-9.182336,0.9364013,-0.074452035,0.08302542,-0.027646039,0.18838115,0.089113325,0.22401011"
455,"456,1.2247599,0.5176448,-2.7669716,3.3133442,-9.182336,0.9364013,-0.074452035,0.08302542,-0.027646039,0.18838115,0.089113325,0.22401011"
456,"457,1.2247599,0.5176448,-2.7669716,3.3133442,-9.182336,0.9364013,-0.074452035,0.08302542,-0.027646039,0.18838115,0.089113325,0.22401011"
457,"458,1.2247599,0.5176448,-2.7669716,3.3133442,-9.182336,0.9364013,-0.074452035,0.08302542,-0.027646039,0.18838115,0.089113325,0.22401011"
458,"459,1.2247599,0.5176448,-2.7669716,3.3133442,-9.182336,0.9364013,-0.074452035,0.08302542,-0.027646039,0.18838115,0.089113325,0.22401011"
459,"460,1.2247599,0.5176448,-2.7669716,3.3133442,-9.182336,0.9364013,-0.074452035,0.08302542,-0.027646039,0.18838115,0.089113325,0.22401011"
460,"461,1.2053354,0.52133495,-2.7713366,3.2658825,-9.202762,0.90198624,-0.07620759,0.06297544,-0.022951066,0.0034289258,-0.23756468,0.019887049"
461,"462,1.2053354,0.52133495,-2.7713366,3.2658825,-9.202762,0.90198624,-0.07620759,0.06297544,-0.022951066,0.0034289258,-0.23756468,0.019887049"
462,"463,1.2053354,0.52133495,-2.7713366,3.2658825,-9.202762,0.90198624,-0.07620759,0.06297544,-0.022951066,0.0034289258,-0.23756468,0.019887049"
463,"464,1.2053354,0.52133495,-2.7713366,3.2658825,-9.202762,0.90198624,-0.07620759,0.06297544,-0.022951066,0.0034289258,-0.23756468,0.019887049"
464,"465,1.2053354,0.52133495,-2.7713366,3.2658825,-9.202762,0.90198624,-0.07620759,0.06297544,-0.022951066,0.0034289258,-0.23756468,0.019887049"
465,"466,1.2053354,0.52133495,-2.7713366,3.2658825,-9.202762,0.90198624,-0.07620759,0.06297544,-0.022951066,0.0034289258,-0.23756468,0.019887049"
466,"467,1.1934599,0.53047675,-2.7705812,3.2527921,-9.205208,0.92405516,-0.055717926,0.052309014,0.014313809,-0.28784525,0.13559324,-0.62217396"
467,"468,1.1934599,0.53047675,-2.7705812,3.2527921,-9.205208,0.92405516,-0.055717926,0.052309014,0.014313809,-0.28784525,0.13559324,-0.62217396"
468,"469,1.1934599,0.53047675,-2.7705812,3.2527921,-9.205208,0.92405516,-0.055717926,0.052309014,0.014313809,-0.28784525,0.13559324,-0.62217396"
469,"470,1.1934599,0.53047675,-2.7705812,3.2527921,-9.205208,0.92405516,-0.055717926,0.052309014,0.014313809,-0.28784525,0.13559324,-0.62217396"
470,"471,1.1934599,0.53047675,-2.7705812,3.2527921,-9.205208,0.92405516,-0.055717926,0.052309014,0.014313809,-0.28784525,0.13559324,-0.62217396"
471,"472,1.1934599,0.53047675,-2.7705812,3.2527921,-9.205208,0.92405516,-0.055717926,0.052309014,0.014313809,-0.28784525,0.13559324,-0.62217396"
472,"473,1.1934599,0.53047675,-2.7705812,3.2527921,-9.205208,0.92405516,-0.055717926,0.052309014,0.014313809,-0.28784525,0.13559324,-0.62217396"
473,"474,1.1934599,0.53047675,-2.7705812,3.2615037,-9.193866,1.0029098,-0.01569462,0.05462456,0.06706677,0.41592714,-0.2547181,1.0693698"
474,"475,1.1934599,0.53047675,-2.7705812,3.2615037,-9.193866,1.0029098,-0.01569462,0.05462456,0.06706677,0.41592714,-0.2547181,1.0693698"
475,"476,1.1934599,0.53047675,-2.7705812,3.2615037,-9.193866,1.0029098,-0.01569462,0.05462456,0.06706677,0.41592714,-0.2547181,1.0693698"
476,"477,1.1934599,0.53047675,-2.7705812,3.2615037,-9.193866,1.0029098,-0.01569462,0.05462456,0.06706677,0.41592714,-0.2547181,1.0693698"
477,"478,1.1934599,0.53047675,-2.7705812,3.2615037,-9.193866,1.0029098,-0.01569462,0.05462456,0.06706677,0.41592714,-0.2547181,1.0693698"
478,"479,1.1850053,0.5467488,-2.763182,3.257162,-9.187483,1.0730509,0.034121055,0.048386954,0.08939184,-0.23419538,-0.03295173,0.12713782"
479,"480,1.1850053,0.5467488,-2.763182,3.257162,-9.187483,1.0730509,0.034121055,0.048386954,0.08939184,-0.23419538,-0.03295173,0.12713782"
480,"481,1.1850053,0.5467488,-2.763182,3.257162,-9.187483,1.0730509,0.034121055,0.048386954,0.08939184,-0.23419538,-0.03295173,0.12713782"
481,"482,1.1850053,0.5467488,-2.763182,3.257162,-9.187483,1.0730509,0.034121055,0.048386954,0.08939184,-0.23419538,-0.03295173,0.12713782"
482,"483,1.1850053,0.5467488,-2.763182,3.257162,-9.187483,1.0730509,0.034121055,0.048386954,0.08939184,-0.23419538,-0.03295173,0.12713782"
483,"484,1.1850053,0.5467488,-2.763182,3.257162,-9.187483,1.0730509,0.034121055,0.048386954,0.08939184,-0.23419538,-0.03295173,0.12713782"
484,"485,1.1850053,0.5467488,-2.763182,3.2344198,-9.189531,1.123132,0.083870724,0.009322872,0.065773256,-0.09154374,0.13377444,-0.055681005"
485,"486,1.1850053,0.5467488,-2.763182,3.2344198,-9.189531,1.123132,0.083870724,0.009322872,0.065773256,-0.09154374,0.13377444,-0.055681005"
486,"487,1.1850053,0.5467488,-2.763182,3.2344198,-9.189531,1.123132,0.083870724,0.009322872,0.065773256,-0.09154374,0.13377444,-0.055681005"
487,"488,1.1850053,0.5467488,-2.763182,3.2344198,-9.189531,1.123132,0.083870724,0.009322872,0.065773256,-0.09154374,0.13377444,-0.055681005"
488,"489,1.1850053,0.5467488,-2.763182,3.2344198,-9.189531,1.123132,0.083870724,0.009322872,0.065773256,-0.09154374,0.13377444,-0.055681005"
489,"490,1.1850053,0.5467488,-2.763182,3.2344198,-9.189531,1.123132,0.083870724,0.009322872,0.065773256,-0.09154374,0.13377444,-0.055681005"
490,"491,1.1884923,0.54567885,-2.7598765,3.2576916,-9.175168,1.1722296,0.11824942,-0.05651,0.029381368,0.13243234,0.09179645,0.08697204"
491,"492,1.1884923,0.54567885,-2.7598765,3.2576916,-9.175168,1.1722296,0.11824942,-0.05651,0.029381368,0.13243234,0.09179645,0.08697204"
492,"493,1.1884923,0.54567885,-2.7598765,3.2576916,-9.175168,1.1722296,0.11824942,-0.05651,0.029381368,0.13243234,0.09179645,0.08697204"
493,"494,1.1884923,0.54567885,-2.7598765,3.2576916,-9.175168,1.1722296,0.11824942,-0.05651,0.029381368,0.13243234,0.09179645,0.08697204"
494,"495,1.1884923,0.54567885,-2.7598765,3.2576916,-9.175168,1.1722296,0.11824942,-0.05651,0.029381368,0.13243234,0.09179645,0.08697204"
