,"id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z"
37,"38,0.87342066,1.4602723,-2.837905,3.313708,-9.224849,-0.30313197,-0.0025167605,0.0019706106,-0.004753526,-0.12251047,0.037920754,-0.59351355"
38,"39,0.87342066,1.4602723,-2.837905,3.313708,-9.224849,-0.30313197,-0.0025167605,0.0019706106,-0.004753526,-0.12251047,0.037920754,-0.59351355"
39,"40,0.89121073,1.5167049,-2.8166373,3.324768,-9.222832,-0.23597333,0.0043095797,-0.0032588001,-0.0023953938,0.08460112,-0.09415254,-0.27622703"
40,"41,0.89121073,1.5167049,-2.8166373,3.324768,-9.222832,-0.23597333,0.0043095797,-0.0032588001,-0.0023953938,0.08460112,-0.09415254,-0.27622703"
41,"42,0.89121073,1.5167049,-2.8166373,3.324768,-9.222832,-0.23597333,0.0043095797,-0.0032588001,-0.0023953938,0.08460112,-0.09415254,-0.27622703"
42,"43,0.89121073,1.5167049,-2.8166373,3.324768,-9.222832,-0.23597333,0.0043095797,-0.0032588001,-0.0023953938,0.08460112,-0.09415254,-0.27622703"
43,"44,0.89121073,1.5167049,-2.8166373,3.324768,-9.222832,-0.23597333,0.0043095797,-0.0032588001,-0.0023953938,0.08460112,-0.09415254,-0.27622703"
44,"45,0.89121073,1.5167049,-2.8166373,3.3181217,-9.226878,-0.15864317,0.053182002,0.03215151,-0.007829212,-0.25873253,0.24369809,0.15875565"
45,"46,0.89121073,1.5167049,-2.8166373,3.3181217,-9.226878,-0.15864317,0.053182002,0.03215151,-0.007829212,-0.25873253,0.24369809,0.15875565"
46,"47,0.89121073,1.5167049,-2.8166373,3.3181217,-9.226878,-0.15864317,0.053182002,0.03215151,-0.007829212,-0.25873253,0.24369809,0.15875565"
47,"48,0.89121073,1.5167049,-2.8166373,3.3181217,-9.226878,-0.15864317,0.053182002,0.03215151,-0.007829212,-0.25873253,0.24369809,0.15875565"
48,"49,0.89121073,1.5167049,-2.8166373,3.3181217,-9.226878,-0.15864317,0.053182002,0.03215151,-0.007829212,-0.25873253,0.24369809,0.15875565"
49,"50,0.89271927,1.551973,-2.80543,3.3028073,-9.233369,-0.08217088,0.06866157,0.040311817,0.0067720446,-0.19244578,-0.034212407,-0.03748073"
50,"51,0.89271927,1.551973,-2.80543,3.3028073,-9.233369,-0.08217088,0.06866157,0.040311817,0.0067720446,-0.19244578,-0.034212407,-0.03748073"
51,"52,0.89271927,1.551973,-2.80543,3.3028073,-9.233369,-0.08217088,0.06866157,0.040311817,0.0067720446,-0.19244578,-0.034212407,-0.03748073"
52,"53,0.89271927,1.551973,-2.80543,3.3028073,-9.233369,-0.08217088,0.06866157,0.040311817,0.0067720446,-0.19244578,-0.034212407,-0.03748073"
53,"54,0.89271927,1.551973,-2.80543,3.3028073,-9.233369,-0.08217088,0.06866157,0.040311817,0.0067720446,-0.19244578,-0.034212407,-0.03748073"
54,"55,0.89271927,1.551973,-2.80543,3.3029459,-9.233683,-0.0075431513,0.07165102,0.04058649,0.02170972,0.0028140196,0.054104246,-0.015718108"
55,"56,0.89271927,1.551973,-2.80543,3.3029459,-9.233683,-0.0075431513,0.07165102,0.04058649,0.02170972,0.0028140196,0.054104246,-0.015718108"
56,"57,0.89271927,1.551973,-2.80543,3.3029459,-9.233683,-0.0075431513,0.07165102,0.04058649,0.02170972,0.0028140196,0.054104246,-0.015718108"
57,"58,0.89271927,1.551973,-2.80543,3.3029459,-9.233683,-0.0075431513,0.07165102,0.04058649,0.02170972,0.0028140196,0.054104246,-0.015718108"
58,"59,0.89271927,1.551973,-2.80543,3.3029459,-9.233683,-0.0075431513,0.07165102,0.04058649,0.02170972,0.0028140196,0.054104246,-0.015718108"
59,"60,0.89743716,1.5941278,-2.7918801,3.306494,-9.232189,0.064399734,0.06015313,0.033133086,0.02866275,0.19061154,0.2607288,-0.07281555"
60,"61,0.89743716,1.5941278,-2.7918801,3.306494,-9.232189,0.064399734,0.06015313,0.033133086,0.02866275,0.19061154,0.2607288,-0.07281555"
61,"62,0.89743716,1.5941278,-2.7918801,3.306494,-9.232189,0.064399734,0.06015313,0.033133086,0.02866275,0.19061154,0.2607288,-0.07281555"
62,"63,0.89743716,1.5941278,-2.7918801,3.306494,-9.232189,0.064399734,0.06015313,0.033133086,0.02866275,0.19061154,0.2607288,-0.07281555"
63,"64,0.89743716,1.5941278,-2.7918801,3.306494,-9.232189,0.064399734,0.06015313,0.033133086,0.02866275,0.19061154,0.2607288,-0.07281555"
64,"65,0.89743716,1.5941278,-2.7918801,3.2820244,-9.240424,0.115163796,0.041956652,0.022925517,0.026657008,0.13491274,-0.18234208,-0.12767887"
65,"66,0.89743716,1.5941278,-2.7918801,3.2820244,-9.240424,0.115163796,0.041956652,0.022925517,0.026657008,0.13491274,-0.18234208,-0.12767887"
66,"67,0.89743716,1.5941278,-2.7918801,3.2820244,-9.240424,0.115163796,0.041956652,0.022925517,0.026657008,0.13491274,-0.18234208,-0.12767887"
67,"68,0.89743716,1.5941278,-2.7918801,3.2820244,-9.240424,0.115163796,0.041956652,0.022925517,0.026657008,0.13491274,-0.18234208,-0.12767887"
68,"69,0.89743716,1.5941278,-2.7918801,3.2820244,-9.240424,0.115163796,0.041956652,0.022925517,0.026657008,0.13491274,-0.18234208,-0.12767887"
69,"70,0.89808834,1.6248716,-2.7828753,3.288559,-9.236975,0.18456544,0.029777408,0.016934901,0.021580901,-0.24026905,0.059626028,-0.6043254"
70,"71,0.89808834,1.6248716,-2.7828753,3.288559,-9.236975,0.18456544,0.029777408,0.016934901,0.021580901,-0.24026905,0.059626028,-0.6043254"
71,"72,0.89808834,1.6248716,-2.7828753,3.288559,-9.236975,0.18456544,0.029777408,0.016934901,0.021580901,-0.24026905,0.059626028,-0.6043254"
72,"73,0.89808834,1.6248716,-2.7828753,3.288559,-9.236975,0.18456544,0.029777408,0.016934901,0.021580901,-0.24026905,0.059626028,-0.6043254"
73,"74,0.89808834,1.6248716,-2.7828753,3.288559,-9.236975,0.18456544,0.029777408,0.016934901,0.021580901,-0.24026905,0.059626028,-0.6043254"
74,"75,0.89808834,1.6248716,-2.7828753,3.3128018,-9.226444,0.2616332,0.032254778,0.01989561,0.014231834,0.5041357,-0.40300894,0.54083663"
75,"76,0.89808834,1.6248716,-2.7828753,3.3128018,-9.226444,0.2616332,0.032254778,0.01989561,0.014231834,0.5041357,-0.40300894,0.54083663"
76,"77,0.89808834,1.6248716,-2.7828753,3.3128018,-9.226444,0.2616332,0.032254778,0.01989561,0.014231834,0.5041357,-0.40300894,0.54083663"
77,"78,0.89808834,1.6248716,-2.7828753,3.3128018,-9.226444,0.2616332,0.032254778,0.01989561,0.014231834,0.5041357,-0.40300894,0.54083663"
78,"79,0.89808834,1.6248716,-2.7828753,3.3128018,-9.226444,0.2616332,0.032254778,0.01989561,0.014231834,0.5041357,-0.40300894,0.54083663"
79,"80,0.90881866,1.6850121,-2.7626019,3.3385618,-9.214425,0.34460732,0.047123253,0.03015854,-0.00046736797,-0.017961109,0.016041948,0.1519698"
80,"81,0.90881866,1.6850121,-2.7626019,3.3385618,-9.214425,0.34460732,0.047123253,0.03015854,-0.00046736797,-0.017961109,0.016041948,0.1519698"
81,"82,0.90881866,1.6850121,-2.7626019,3.3385618,-9.214425,0.34460732,0.047123253,0.03015854,-0.00046736797,-0.017961109,0.016041948,0.1519698"
82,"83,0.90881866,1.6850121,-2.7626019,3.3385618,-9.214425,0.34460732,0.047123253,0.03015854,-0.00046736797,-0.017961109,0.016041948,0.1519698"
83,"84,0.90881866,1.6850121,-2.7626019,3.3385618,-9.214425,0.34460732,0.047123253,0.03015854,-0.00046736797,-0.017961109,0.016041948,0.1519698"
84,"85,0.90881866,1.6850121,-2.7626019,3.3640993,-9.201588,0.42896003,0.059790093,0.038684014,-0.020912321,-0.23305683,0.1891667,0.05415956"
85,"86,0.90881866,1.6850121,-2.7626019,3.3640993,-9.201588,0.42896003,0.059790093,0.038684014,-0.020912321,-0.23305683,0.1891667,0.05415956"
86,"87,0.90881866,1.6850121,-2.7626019,3.3640993,-9.201588,0.42896003,0.059790093,0.038684014,-0.020912321,-0.23305683,0.1891667,0.05415956"
87,"88,0.90881866,1.6850121,-2.7626019,3.3640993,-9.201588,0.42896003,0.059790093,0.038684014,-0.020912321,-0.23305683,0.1891667,0.05415956"
88,"89,0.90881866,1.6850121,-2.7626019,3.3640993,-9.201588,0.42896003,0.059790093,0.038684014,-0.020912321,-0.23305683,0.1891667,0.05415956"
89,"90,0.9210021,1.747812,-2.7401679,3.40587,-9.182398,0.5039813,0.05579032,0.036946554,-0.03985829,0.32667506,0.5464699,-0.047042463"
90,"91,0.9210021,1.747812,-2.7401679,3.40587,-9.182398,0.5039813,0.05579032,0.036946554,-0.03985829,0.32667506,0.5464699,-0.047042463"
91,"92,0.9210021,1.747812,-2.7401679,3.40587,-9.182398,0.5039813,0.05579032,0.036946554,-0.03985829,0.32667506,0.5464699,-0.047042463"
92,"93,0.9210021,1.747812,-2.7401679,3.40587,-9.182398,0.5039813,0.05579032,0.036946554,-0.03985829,0.32667506,0.5464699,-0.047042463"
93,"94,0.9210021,1.747812,-2.7401679,3.40587,-9.182398,0.5039813,0.05579032,0.036946554,-0.03985829,0.32667506,0.5464699,-0.047042463"
94,"95,0.9210021,1.747812,-2.7401679,3.40587,-9.182398,0.5039813,0.05579032,0.036946554,-0.03985829,0.32667506,0.5464699,-0.047042463"
95,"96,0.9210021,1.747812,-2.7401679,3.4490232,-9.161704,0.5812074,0.035286814,0.025507217,-0.054939687,0.23637983,-0.13673283,-0.01427646"
96,"97,0.9210021,1.747812,-2.7401679,3.4490232,-9.161704,0.5812074,0.035286814,0.025507217,-0.054939687,0.23637983,-0.13673283,-0.01427646"
97,"98,0.9210021,1.747812,-2.7401679,3.4490232,-9.161704,0.5812074,0.035286814,0.025507217,-0.054939687,0.23637983,-0.13673283,-0.01427646"
98,"99,0.9210021,1.747812,-2.7401679,3.4490232,-9.161704,0.5812074,0.035286814,0.025507217,-0.054939687,0.23637983,-0.13673283,-0.01427646"
99,"100,0.9210021,1.747812,-2.7401679,3.4490232,-9.161704,0.5812074,0.035286814,0.025507217,-0.054939687,0.23637983,-0.13673283,-0.01427646"
100,"101,0.9210021,1.747812,-2.7401679,3.4490232,-9.161704,0.5812074,0.035286814,0.025507217,-0.054939687,0.23637983,-0.13673283,-0.01427646"
101,"102,0.93059325,1.7972944,-2.7218897,3.46618,-9.1523695,0.62458736,0.010083011,0.011729977,-0.06546984,-0.3334529,0.13512203,-0.63903356"
102,"103,0.93059325,1.7972944,-2.7218897,3.46618,-9.1523695,0.62458736,0.010083011,0.011729977,-0.06546984,-0.3334529,0.13512203,-0.63903356"
103,"104,0.93059325,1.7972944,-2.7218897,3.46618,-9.1523695,0.62458736,0.010083011,0.011729977,-0.06546984,-0.3334529,0.13512203,-0.63903356"
104,"105,0.93059325,1.7972944,-2.7218897,3.46618,-9.1523695,0.62458736,0.010083011,0.011729977,-0.06546984,-0.3334529,0.13512203,-0.63903356"
105,"106,0.93059325,1.7972944,-2.7218897,3.46618,-9.1523695,0.62458736,0.010083011,0.011729977,-0.06546984,-0.3334529,0.13512203,-0.63903356"
106,"107,0.93059325,1.7972944,-2.7218897,3.46618,-9.1523695,0.62458736,0.010083011,0.011729977,-0.06546984,-0.3334529,0.13512203,-0.63903356"
107,"108,0.93059325,1.7972944,-2.7218897,3.4691124,-9.148263,0.66702664,-0.0047854646,0.0041530808,-0.061675537,-0.0144154765,-0.010893566,0.9902245"
108,"109,0.93059325,1.7972944,-2.7218897,3.4691124,-9.148263,0.66702664,-0.0047854646,0.0041530808,-0.061675537,-0.0144154765,-0.010893566,0.9902245"
109,"110,0.93059325,1.7972944,-2.7218897,3.4691124,-9.148263,0.66702664,-0.0047854646,0.0041530808,-0.061675537,-0.0144154765,-0.010893566,0.9902245"
110,"111,0.93059325,1.7972944,-2.7218897,3.4691124,-9.148263,0.66702664,-0.0047854646,0.0041530808,-0.061675537,-0.0144154765,-0.010893566,0.9902245"
111,"112,0.93059325,1.7972944,-2.7218897,3.4691124,-9.148263,0.66702664,-0.0047854646,0.0041530808,-0.061675537,-0.0144154765,-0.010893566,0.9902245"
112,"113,0.93059325,1.7972944,-2.7218897,3.4691124,-9.148263,0.66702664,-0.0047854646,0.0041530808,-0.061675537,-0.0144154765,-0.010893566,0.9902245"
113,"114,0.93059325,1.7972944,-2.7218897,3.4725485,-9.144468,0.70033634,-0.00784731,0.003215151,-0.036526028,-0.12047409,-0.07249723,0.12331249"
114,"115,0.93059325,1.7972944,-2.7218897,3.4725485,-9.144468,0.70033634,-0.00784731,0.003215151,-0.036526028,-0.12047409,-0.07249723,0.12331249"
115,"116,0.93059325,1.7972944,-2.7218897,3.4725485,-9.144468,0.70033634,-0.00784731,0.003215151,-0.036526028,-0.12047409,-0.07249723,0.12331249"
116,"117,0.93059325,1.7972944,-2.7218897,3.4725485,-9.144468,0.70033634,-0.00784731,0.003215151,-0.036526028,-0.12047409,-0.07249723,0.12331249"
117,"118,0.93059325,1.7972944,-2.7218897,3.4725485,-9.144468,0.70033634,-0.00784731,0.003215151,-0.036526028,-0.12047409,-0.07249723,0.12331249"
118,"119,0.93059325,1.7972944,-2.7218897,3.4725485,-9.144468,0.70033634,-0.00784731,0.003215151,-0.036526028,-0.12047409,-0.07249723,0.12331249"
119,"120,0.9312157,1.835392,-2.7112534,3.4624553,-9.14555,0.73532504,-0.009136564,0.0029479314,-0.0037985623,-0.16348077,0.109947175,-0.119130395"
120,"121,0.9312157,1.835392,-2.7112534,3.4624553,-9.14555,0.73532504,-0.009136564,0.0029479314,-0.0037985623,-0.16348077,0.109947175,-0.119130395"
121,"122,0.9312157,1.835392,-2.7112534,3.4624553,-9.14555,0.73532504,-0.009136564,0.0029479314,-0.0037985623,-0.16348077,0.109947175,-0.119130395"
122,"123,0.9312157,1.835392,-2.7112534,3.4624553,-9.14555,0.73532504,-0.009136564,0.0029479314,-0.0037985623,-0.16348077,0.109947175,-0.119130395"
123,"124,0.9312157,1.835392,-2.7112534,3.4624553,-9.14555,0.73532504,-0.009136564,0.0029479314,-0.0037985623,-0.16348077,0.109947175,-0.119130395"
124,"125,0.9312157,1.835392,-2.7112534,3.4624553,-9.14555,0.73532504,-0.009136564,0.0029479314,-0.0037985623,-0.16348077,0.109947175,-0.119130395"
125,"126,0.9312157,1.835392,-2.7112534,3.4468575,-9.148035,0.7765354,-0.01259019,0.0010145823,0.015866024,0.458251,0.34398866,-0.29943672"
126,"127,0.9312157,1.835392,-2.7112534,3.4468575,-9.148035,0.7765354,-0.01259019,0.0010145823,0.015866024,0.458251,0.34398866,-0.29943672"
127,"128,0.9312157,1.835392,-2.7112534,3.4468575,-9.148035,0.7765354,-0.01259019,0.0010145823,0.015866024,0.458251,0.34398866,-0.29943672"
128,"129,0.9312157,1.835392,-2.7112534,3.4468575,-9.148035,0.7765354,-0.01259019,0.0010145823,0.015866024,0.458251,0.34398866,-0.29943672"
129,"130,0.9312157,1.835392,-2.7112534,3.4468575,-9.148035,0.7765354,-0.01259019,0.0010145823,0.015866024,0.458251,0.34398866,-0.29943672"
130,"131,0.9312157,1.835392,-2.7112534,3.4468575,-9.148035,0.7765354,-0.01259019,0.0010145823,0.015866024,0.458251,0.34398866,-0.29943672"
131,"132,0.9294844,1.8630886,-2.7045157,3.4416904,-9.145824,0.82404685,-0.016281227,-0.0009326067,0.016179021,0.39426944,-0.27032176,-0.05151269"
132,"133,0.9294844,1.8630886,-2.7045157,3.4416904,-9.145824,0.82404685,-0.016281227,-0.0009326067,0.016179021,0.39426944,-0.27032176,-0.05151269"
133,"134,0.9294844,1.8630886,-2.7045157,3.4416904,-9.145824,0.82404685,-0.016281227,-0.0009326067,0.016179021,0.39426944,-0.27032176,-0.05151269"
134,"135,0.9294844,1.8630886,-2.7045157,3.4416904,-9.145824,0.82404685,-0.016281227,-0.0009326067,0.016179021,0.39426944,-0.27032176,-0.05151269"
135,"136,0.9294844,1.8630886,-2.7045157,3.4416904,-9.145824,0.82404685,-0.016281227,-0.0009326067,0.016179021,0.39426944,-0.27032176,-0.05151269"
136,"137,0.9294844,1.8630886,-2.7045157,3.4416904,-9.145824,0.82404685,-0.016281227,-0.0009326067,0.016179021,0.39426944,-0.27032176,-0.05151269"
137,"138,0.9294844,1.8630886,-2.7045157,3.431328,-9.146686,0.8570385,-0.014667262,0.0008325324,0.006143919,-0.659161,0.31776807,-0.6065522"
138,"139,0.9294844,1.8630886,-2.7045157,3.431328,-9.146686,0.8570385,-0.014667262,0.0008325324,0.006143919,-0.659161,0.31776807,-0.6065522"
139,"140,0.9294844,1.8630886,-2.7045157,3.431328,-9.146686,0.8570385,-0.014667262,0.0008325324,0.006143919,-0.659161,0.31776807,-0.6065522"
140,"141,0.9294844,1.8630886,-2.7045157,3.431328,-9.146686,0.8570385,-0.014667262,0.0008325324,0.006143919,-0.659161,0.31776807,-0.6065522"
141,"142,0.9294844,1.8630886,-2.7045157,3.431328,-9.146686,0.8570385,-0.014667262,0.0008325324,0.006143919,-0.659161,0.31776807,-0.6065522"
142,"143,0.9294844,1.8630886,-2.7045157,3.431328,-9.146686,0.8570385,-0.014667262,0.0008325324,0.006143919,-0.659161,0.31776807,-0.6065522"
143,"144,0.9294844,1.8630886,-2.7045157,3.440027,-9.143523,0.85591215,-0.017085014,0.0013744237,-0.0057084896,-0.13013472,0.33907932,-0.42948157"
144,"145,0.9294844,1.8630886,-2.7045157,3.440027,-9.143523,0.85591215,-0.017085014,0.0013744237,-0.0057084896,-0.13013472,0.33907932,-0.42948157"
145,"146,0.9294844,1.8630886,-2.7045157,3.440027,-9.143523,0.85591215,-0.017085014,0.0013744237,-0.0057084896,-0.13013472,0.33907932,-0.42948157"
146,"147,0.9294844,1.8630886,-2.7045157,3.440027,-9.143523,0.85591215,-0.017085014,0.0013744237,-0.0057084896,-0.13013472,0.33907932,-0.42948157"
147,"148,0.9294844,1.8630886,-2.7045157,3.440027,-9.143523,0.85591215,-0.017085014,0.0013744237,-0.0057084896,-0.13013472,0.33907932,-0.42948157"
148,"149,0.9294844,1.8630886,-2.7045157,3.440027,-9.143523,0.85591215,-0.017085014,0.0013744237,-0.0057084896,-0.13013472,0.33907932,-0.42948157"
149,"150,0.9294844,1.8630886,-2.7045157,3.4599812,-9.135168,0.86465555,-0.03954529,-0.008401977,-0.017195733,0.18575674,0.034371547,-0.010764604"
150,"151,0.9294844,1.8630886,-2.7045157,3.4599812,-9.135168,0.86465555,-0.03954529,-0.008401977,-0.017195733,0.18575674,0.034371547,-0.010764604"
151,"152,0.9294844,1.8630886,-2.7045157,3.4599812,-9.135168,0.86465555,-0.03954529,-0.008401977,-0.017195733,0.18575674,0.034371547,-0.010764604"
152,"153,0.9294844,1.8630886,-2.7045157,3.4599812,-9.135168,0.86465555,-0.03954529,-0.008401977,-0.017195733,0.18575674,0.034371547,-0.010764604"
153,"154,0.9294844,1.8630886,-2.7045157,3.4599812,-9.135168,0.86465555,-0.03954529,-0.008401977,-0.017195733,0.18575674,0.034371547,-0.010764604"
154,"155,0.9294844,1.8630886,-2.7045157,3.4599812,-9.135168,0.86465555,-0.03954529,-0.008401977,-0.017195733,0.18575674,0.034371547,-0.010764604"
155,"156,0.9294844,1.8630886,-2.7045157,3.4358196,-9.142276,0.88562536,-0.070405416,-0.023416305,-0.025269808,-0.3067728,0.2659894,-0.054021627"
156,"157,0.9294844,1.8630886,-2.7045157,3.4358196,-9.142276,0.88562536,-0.070405416,-0.023416305,-0.025269808,-0.3067728,0.2659894,-0.054021627"
157,"158,0.9294844,1.8630886,-2.7045157,3.4358196,-9.142276,0.88562536,-0.070405416,-0.023416305,-0.025269808,-0.3067728,0.2659894,-0.054021627"
158,"159,0.9294844,1.8630886,-2.7045157,3.4358196,-9.142276,0.88562536,-0.070405416,-0.023416305,-0.025269808,-0.3067728,0.2659894,-0.054021627"
159,"160,0.9294844,1.8630886,-2.7045157,3.4358196,-9.142276,0.88562536,-0.070405416,-0.023416305,-0.025269808,-0.3067728,0.2659894,-0.054021627"
160,"161,0.9294844,1.8630886,-2.7045157,3.4358196,-9.142276,0.88562536,-0.070405416,-0.023416305,-0.025269808,-0.3067728,0.2659894,-0.054021627"
161,"162,0.9220726,1.9092351,-2.6991618,3.3955722,-9.154191,0.9172055,-0.077028416,-0.028137892,-0.017820666,-0.17908467,-0.1784329,-0.06495775"
162,"163,0.9220726,1.9092351,-2.6991618,3.3955722,-9.154191,0.9172055,-0.077028416,-0.028137892,-0.017820666,-0.17908467,-0.1784329,-0.06495775"
163,"164,0.9220726,1.9092351,-2.6991618,3.3852112,-9.151237,0.9826422,-0.042286687,-0.014693878,0.016297195,0.30699706,-0.3909495,-0.05731112"
164,"165,0.9220726,1.9092351,-2.6991618,3.3852112,-9.151237,0.9826422,-0.042286687,-0.014693878,0.016297195,0.30699706,-0.3909495,-0.05731112"
165,"166,0.9220726,1.9092351,-2.6991618,3.3852112,-9.151237,0.9826422,-0.042286687,-0.014693878,0.016297195,0.30699706,-0.3909495,-0.05731112"
