id;Attitude Roll;Attitude Pitch;Attitude Azimuth;Gravity X;Gravity Y;Gravity Z;Rotation Rate X;Rotation Rate Y;Rotation Rate Z;User Acceleration X;User Acceleration Y;User Acceleration Z
1;2.01173;0.029160317;0.06505005;0.2835687;-2.4975133;9.479052;-0.0048642466;-0.0045033405;0.0045959624;-0.47385907;0.69146824;0.9947571
2;2.01173;0.029160317;0.06505005;0.2835687;-2.4975133;9.479052;-0.0048642466;-0.0045033405;0.0045959624;-0.47385907;0.69146824;0.9947571
3;2.024849;0.017763669;0.060766555;0.17291676;-2.443529;9.49577;-0.002137756;0.0039220583;-0.0016469663;-0.5549389;0.6110631;1.0252601
4;2.024849;0.017763669;0.060766555;0.17291676;-2.443529;9.49577;-0.002137756;0.0039220583;-0.0016469663;-0.5549389;0.6110631;1.0252601
5;2.024849;0.017763669;0.060766555;0.17291676;-2.443529;9.49577;-0.002137756;0.0039220583;-0.0016469663;-0.5549389;0.6110631;1.0252601
6;2.024849;0.017763669;0.060766555;0.17291676;-2.443529;9.49577;-0.002137756;0.0039220583;-0.0016469663;-0.5549389;0.6110631;1.0252601
7;2.0419917;0.008824597;0.08338641;0.085445814;-2.4825983;9.486822;0.004821662;0.004403266;0.0035164382;-0.44426745;0.6505227;0.9755365
8;2.0419917;0.008824597;0.08338641;0.085445814;-2.4825983;9.486822;0.004821662;0.004403266;0.0035164382;-0.44426745;0.6505227;0.9755365
9;2.0419917;0.008824597;0.08338641;0.085445814;-2.4825983;9.486822;0.004821662;0.004403266;0.0035164382;-0.44426745;0.6505227;0.9755365
10;2.0419917;0.008824597;0.08338641;0.085445814;-2.4825983;9.486822;0.004821662;0.004403266;0.0035164382;-0.44426745;0.6505227;0.9755365
11;2.0492563;0.008990008;0.13116416;0.084972404;-2.593664;9.457065;0.0015713783;-0.0047577843;0.00469923;-0.5116755;0.6431059;0.95785975
12;2.0492563;0.008990008;0.13116416;0.084972404;-2.593664;9.457065;0.0015713783;-0.0047577843;0.00469923;-0.5116755;0.6431059;0.95785975
13;2.0492563;0.008990008;0.13116416;0.084972404;-2.593664;9.457065;0.0015713783;-0.0047577843;0.00469923;-0.5116755;0.6431059;0.95785975
14;2.0492563;0.008990008;0.13116416;0.084972404;-2.593664;9.457065;0.0015713783;-0.0047577843;0.00469923;-0.5116755;0.6431059;0.95785975
15;2.0567787;0.01911017;0.19402917;0.17283367;-2.8150573;9.392336;-0.0036878418;-0.0014031684;0.0033301297;-0.56324536;0.90510845;0.91465294
16;2.0567787;0.01911017;0.19402917;0.17283367;-2.8150573;9.392336;-0.0036878418;-0.0014031684;0.0033301297;-0.56324536;0.90510845;0.91465294
17;2.0567787;0.01911017;0.19402917;0.17283367;-2.8150573;9.392336;-0.0036878418;-0.0014031684;0.0033301297;-0.56324536;0.90510845;0.91465294
18;2.0567787;0.01911017;0.19402917;0.17283367;-2.8150573;9.392336;-0.0036878418;-0.0014031684;0.0033301297;-0.56324536;0.90510845;0.91465294
19;2.0567787;0.01911017;0.19402917;0.17283367;-2.8150573;9.392336;-0.0036878418;-0.0014031684;0.0033301297;-0.56324536;0.90510845;0.91465294
20;2.0731921;0.035733465;0.28189507;0.2936286;-3.1252503;9.290693;0.0038198547;-0.004823791;0.00256041;-0.24732487;0.6904454;0.3898195
21;2.0731921;0.035733465;0.28189507;0.2936286;-3.1252503;9.290693;0.0038198547;-0.004823791;0.00256041;-0.24732487;0.6904454;0.3898195
22;2.0731921;0.035733465;0.28189507;0.2936286;-3.1252503;9.290693;0.0038198547;-0.004823791;0.00256041;-0.24732487;0.6904454;0.3898195
23;2.0731921;0.035733465;0.28189507;0.2936286;-3.1252503;9.290693;0.0038198547;-0.004823791;0.00256041;-0.24732487;0.6904454;0.3898195
24;2.0731921;0.035733465;0.28189507;0.2936286;-3.1252503;9.290693;0.0038198547;-0.004823791;0.00256041;-0.24732487;0.6904454;0.3898195
25;2.11441;0.06509459;0.4423026;0.3899907;-3.4136217;9.185068;0.050118025;-0.0032843512;0.025239998;-0.3321962;0.3916108;0.27850088
26;2.11441;0.06509459;0.4423026;0.3899907;-3.4136217;9.185068;0.050118025;-0.0032843512;0.025239998;-0.3321962;0.3916108;0.27850088
27;2.11441;0.06509459;0.4423026;0.3899907;-3.4136217;9.185068;0.050118025;-0.0032843512;0.025239998;-0.3321962;0.3916108;0.27850088
28;2.11441;0.06509459;0.4423026;0.3899907;-3.4136217;9.185068;0.050118025;-0.0032843512;0.025239998;-0.3321962;0.3916108;0.27850088
29;2.11441;0.06509459;0.4423026;0.3899907;-3.4136217;9.185068;0.050118025;-0.0032843512;0.025239998;-0.3321962;0.3916108;0.27850088
30;2.319731;2.949231;0.8730999;0.44465673;-3.6572325;9.088306;0.09390157;0.013471695;0.052546423;-0.036195796;0.18666378;0.48682433
31;2.319731;2.949231;0.8730999;0.44465673;-3.6572325;9.088306;0.09390157;0.013471695;0.052546423;-0.036195796;0.18666378;0.48682433
32;2.319731;2.949231;0.8730999;0.44465673;-3.6572325;9.088306;0.09390157;0.013471695;0.052546423;-0.036195796;0.18666378;0.48682433
33;2.319731;2.949231;0.8730999;0.44465673;-3.6572325;9.088306;0.09390157;0.013471695;0.052546423;-0.036195796;0.18666378;0.48682433
34;-2.4817758;3.0726333;1.984253;0.49304274;-3.8842614;8.991096;0.13561548;0.028435986;0.079158716;-0.9821098;1.9578288;1.6625441
35;-2.4817758;3.0726333;1.984253;0.49304274;-3.8842614;8.991096;0.13561548;0.028435986;0.079158716;-0.9821098;1.9578288;1.6625441
36;-2.4817758;3.0726333;1.984253;0.49304274;-3.8842614;8.991096;0.13561548;0.028435986;0.079158716;-0.9821098;1.9578288;1.6625441
37;-2.4817758;3.0726333;1.984253;0.49304274;-3.8842614;8.991096;0.13561548;0.028435986;0.079158716;-0.9821098;1.9578288;1.6625441
38;-2.4817758;3.0726333;1.984253;0.49304274;-3.8842614;8.991096;0.13561548;0.028435986;0.079158716;-0.9821098;1.9578288;1.6625441
39;-2.138559;0.14069608;2.6185932;0.54091305;-4.102489;8.89086;0.15301031;0.03441276;0.091573246;-0.284108;0.14664501;0.60141677
40;-2.138559;0.14069608;2.6185932;0.54091305;-4.102489;8.89086;0.15301031;0.03441276;0.091573246;-0.284108;0.14664501;0.60141677
41;-2.138559;0.14069608;2.6185932;0.54091305;-4.102489;8.89086;0.15301031;0.03441276;0.091573246;-0.284108;0.14664501;0.60141677
42;-2.138559;0.14069608;2.6185932;0.54091305;-4.102489;8.89086;0.15301031;0.03441276;0.091573246;-0.284108;0.14664501;0.60141677
43;-2.1117861;0.08156146;2.870263;0.6278308;-4.3593736;8.761968;0.13689516;0.031926874;0.07978045;-0.51540005;0.54414207;0.80256003
44;-2.1117861;0.08156146;2.870263;0.6278308;-4.3593736;8.761968;0.13689516;0.031926874;0.07978045;-0.51540005;0.54414207;0.80256003
45;-2.1117861;0.08156146;2.870263;0.6278308;-4.3593736;8.761968;0.13689516;0.031926874;0.07978045;-0.51540005;0.54414207;0.80256003
46;-2.1117861;0.08156146;2.870263;0.6278308;-4.3593736;8.761968;0.13689516;0.031926874;0.07978045;-0.51540005;0.54414207;0.80256003
47;-2.1117861;0.08156146;2.870263;0.6278308;-4.3593736;8.761968;0.13689516;0.031926874;0.07978045;-0.51540005;0.54414207;0.80256003
48;-2.1533837;0.08278688;3.0061524;0.74496305;-4.638526;8.608106;0.09328728;0.025186768;0.043858062;-0.6098688;0.85931855;1.069982
49;-2.1533837;0.08278688;3.0061524;0.74496305;-4.638526;8.608106;0.09328728;0.025186768;0.043858062;-0.6098688;0.85931855;1.069982
50;-2.1533837;0.08278688;3.0061524;0.74496305;-4.638526;8.608106;0.09328728;0.025186768;0.043858062;-0.6098688;0.85931855;1.069982
51;-2.1533837;0.08278688;3.0061524;0.74496305;-4.638526;8.608106;0.09328728;0.025186768;0.043858062;-0.6098688;0.85931855;1.069982
52;-2.1533837;0.08278688;3.0061524;0.74496305;-4.638526;8.608106;0.09328728;0.025186768;0.043858062;-0.6098688;0.85931855;1.069982
53;-2.317853;0.09261891;3.0917847;0.87505674;-4.920968;8.437342;0.03659097;0.016434532;-0.0026679365;-0.5536535;0.4888474;0.6181533
