,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z
247,2.0098778786435014,-0.4478668810838782,0.6108538456539012,-0.35255337892388366,0.7083404046021395,0.25308130483482916,-0.18918939096675766,-0.02758432063929395,-0.1531732865237937,0.47193266485756064,-0.2996703951807701,-0.12293829659477093
248,2.0098778786435014,-0.4478668810838782,0.6108538456539012,-0.35255337892388366,0.7083404046021395,0.25308130483482916,-0.18918939096675766,-0.02758432063929395,-0.1531732865237937,0.47193266485756064,-0.2996703951807701,-0.12293829659477093
249,2.0098778786435014,-0.4478668810838782,0.6108538456539012,-0.35255337892388366,0.7083404046021395,0.25308130483482916,-0.18918939096675766,-0.02758432063929395,-0.1531732865237937,0.47193266485756064,-0.2996703951807701,-0.12293829659477093
250,2.0098778786435014,-0.4478668810838782,0.6108538456539012,-0.35255337892388366,0.7083404046021395,0.25308130483482916,-0.18918939096675766,-0.02758432063929395,-0.1531732865237937,0.47193266485756064,-0.2996703951807701,-0.12293829659477093
251,2.0098778786435014,-0.4478668810838782,0.6108538456539012,-0.35255337892388366,0.7083404046021395,0.25308130483482916,-0.18918939096675766,-0.02758432063929395,-0.1531732865237937,0.47193266485756064,-0.2996703951807701,-0.12293829659477093
252,2.0098778786435014,-0.4478668810838782,0.6108538456539012,-0.35255337892388366,0.7083404046021395,0.25308130483482916,-0.18918939096675766,-0.02758432063929395,-0.1531732865237937,0.47193266485756064,-0.2996703951807701,-0.12293829659477093
433,0.7107657058700615,-0.6645583817333333,-3.273553209264549,-0.4002349879552524,0.6849251982556966,0.31920982972838635,0.07244289960443262,-0.05809531425628788,1.2496542989780897,0.9767598700328695,0.6072195859050948,-5.904625385619315
434,0.7107657058700615,-0.6645583817333333,-3.273553209264549,-0.4002349879552524,0.6849251982556966,0.31920982972838635,0.07244289960443262,-0.05809531425628788,1.2496542989780897,0.9767598700328695,0.6072195859050948,-5.904625385619315
435,0.7107657058700615,-0.6645583817333333,-3.273553209264549,-0.4002349879552524,0.6849251982556966,0.31920982972838635,0.07244289960443262,-0.05809531425628788,1.2496542989780897,0.9767598700328695,0.6072195859050948,-5.904625385619315
436,0.7107657058700615,-0.6645583817333333,-3.273553209264549,-0.4002349879552524,0.6849251982556966,0.31920982972838635,0.07244289960443262,-0.05809531425628788,1.2496542989780897,0.9767598700328695,0.6072195859050948,-5.904625385619315
437,0.7107657058700615,-0.6645583817333333,-3.273553209264549,-0.4002349879552524,0.6849251982556966,0.31920982972838635,0.07244289960443262,-0.05809531425628788,1.2496542989780897,0.9767598700328695,0.6072195859050948,-5.904625385619315
438,0.7107657058700615,-0.6645583817333333,-3.273553209264549,-0.4002349879552524,0.6849251982556966,0.31920982972838635,0.07244289960443262,-0.05809531425628788,1.2496542989780897,0.9767598700328695,0.6072195859050948,-5.904625385619315
457,0.7598846522142261,-0.5373906044753964,-3.3047664710277287,-0.4018498073321748,0.6848205389497749,0.2793508119049998,0.11952893926970094,-0.07340133268237696,-0.029238518882911145,-0.15624907827477189,1.0539281743734827,-1.8174586686651342
458,0.7598846522142261,-0.5373906044753964,-3.3047664710277287,-0.4018498073321748,0.6848205389497749,0.2793508119049998,0.11952893926970094,-0.07340133268237696,-0.029238518882911145,-0.15624907827477189,1.0539281743734827,-1.8174586686651342
459,0.7598846522142261,-0.5373906044753964,-3.3047664710277287,-0.4018498073321748,0.6848205389497749,0.2793508119049998,0.11952893926970094,-0.07340133268237696,-0.029238518882911145,-0.15624907827477189,1.0539281743734827,-1.8174586686651342
460,0.7598846522142261,-0.5373906044753964,-3.3047664710277287,-0.4018498073321748,0.6848205389497749,0.2793508119049998,0.11952893926970094,-0.07340133268237696,-0.029238518882911145,-0.15624907827477189,1.0539281743734827,-1.8174586686651342
461,0.7598846522142261,-0.5373906044753964,-3.3047664710277287,-0.4018498073321748,0.6848205389497749,0.2793508119049998,0.11952893926970094,-0.07340133268237696,-0.029238518882911145,-0.15624907827477189,1.0539281743734827,-1.8174586686651342
462,0.7598846522142261,-0.5373906044753964,-3.3047664710277287,-0.4018498073321748,0.6848205389497749,0.2793508119049998,0.11952893926970094,-0.07340133268237696,-0.029238518882911145,-0.15624907827477189,1.0539281743734827,-1.8174586686651342
536,0.8430274407533852,-0.3497530265942582,-3.3097515307892684,-0.3954544723712508,0.6827932435224146,0.5033719752070668,-0.30320163742401646,0.16962747951468402,1.31467352089667,0.4202519968760307,-0.30024842258307194,-1.9677232452759794
537,0.8430274407533852,-0.3497530265942582,-3.3097515307892684,-0.3954544723712508,0.6827932435224146,0.5033719752070668,-0.30320163742401646,0.16962747951468402,1.31467352089667,0.4202519968760307,-0.30024842258307194,-1.9677232452759794
538,0.8430274407533852,-0.3497530265942582,-3.3097515307892684,-0.3954544723712508,0.6827932435224146,0.5033719752070668,-0.30320163742401646,0.16962747951468402,1.31467352089667,0.4202519968760307,-0.30024842258307194,-1.9677232452759794
539,0.8430274407533852,-0.3497530265942582,-3.3097515307892684,-0.3954544723712508,0.6827932435224146,0.5033719752070668,-0.30320163742401646,0.16962747951468402,1.31467352089667,0.4202519968760307,-0.30024842258307194,-1.9677232452759794
540,0.8430274407533852,-0.3497530265942582,-3.3097515307892684,-0.3954544723712508,0.6827932435224146,0.5033719752070668,-0.30320163742401646,0.16962747951468402,1.31467352089667,0.4202519968760307,-0.30024842258307194,-1.9677232452759794
541,0.8430274407533852,-0.3497530265942582,-3.3097515307892684,-0.3954544723712508,0.6827932435224146,0.5033719752070668,-0.30320163742401646,0.16962747951468402,1.31467352089667,0.4202519968760307,-0.30024842258307194,-1.9677232452759794
572,0.8779042105069866,-0.29250447304385796,-3.3263840958276867,-0.3902163191741224,0.6823597689276134,0.595605669326406,-0.47985442735666173,0.22028268673815726,0.9484609822874935,0.4959020304990854,-0.4610956944220825,-6.9869036346855
573,0.8779042105069866,-0.29250447304385796,-3.3263840958276867,-0.3902163191741224,0.6823597689276134,0.595605669326406,-0.47985442735666173,0.22028268673815726,0.9484609822874935,0.4959020304990854,-0.4610956944220825,-6.9869036346855
574,0.8779042105069866,-0.29250447304385796,-3.3263840958276867,-0.3902163191741224,0.6823597689276134,0.595605669326406,-0.47985442735666173,0.22028268673815726,0.9484609822874935,0.4959020304990854,-0.4610956944220825,-6.9869036346855
575,0.8779042105069866,-0.29250447304385796,-3.3263840958276867,-0.3902163191741224,0.6823597689276134,0.595605669326406,-0.47985442735666173,0.22028268673815726,0.9484609822874935,0.4959020304990854,-0.4610956944220825,-6.9869036346855
576,0.8779042105069866,-0.29250447304385796,-3.3263840958276867,-0.3902163191741224,0.6823597689276134,0.595605669326406,-0.47985442735666173,0.22028268673815726,0.9484609822874935,0.4959020304990854,-0.4610956944220825,-6.9869036346855
