id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z
1,0.89080566,1.789288,-2.804011,3.607699,-9.111155,-0.3764901,-0.0034365917,-0.0020973005,0.0016884865,0.028510315,0.01143748,-0.22856036
2,0.89080566,1.789288,-2.804011,3.607699,-9.111155,-0.3764901,-0.0034365917,-0.0020973005,0.0016884865,0.028510315,0.01143748,-0.22856036
3,0.89080566,1.789288,-2.804011,3.607699,-9.111155,-0.3764901,-0.0034365917,-0.0020973005,0.0016884865,0.028510315,0.01143748,-0.22856036
4,0.89080566,1.789288,-2.804011,3.604189,-9.112979,-0.36583915,-0.0006078977,-0.0017193605,0.0036963588,0.02473572,0.019549448,-0.14498334
5,0.89080566,1.789288,-2.804011,3.604189,-9.112979,-0.36583915,-0.0006078977,-0.0017193605,0.0036963588,0.02473572,0.019549448,-0.14498334
6,0.89080566,1.789288,-2.804011,3.604189,-9.112979,-0.36583915,-0.0006078977,-0.0017193605,0.0036963588,0.02473572,0.019549448,-0.14498334
7,0.89080566,1.789288,-2.804011,3.6080987,-9.111853,-0.35515606,-0.004641741,-0.0014957903,-0.004173308,0.047099408,0.05529658,-0.031628087
8,0.89080566,1.789288,-2.804011,3.6080987,-9.111853,-0.35515606,-0.004641741,-0.0014957903,-0.004173308,0.047099408,0.05529658,-0.031628087
9,0.89080566,1.789288,-2.804011,3.6080987,-9.111853,-0.35515606,-0.004641741,-0.0014957903,-0.004173308,0.047099408,0.05529658,-0.031628087
10,0.89080566,1.789288,-2.804011,3.6080987,-9.111853,-0.35515606,-0.004641741,-0.0014957903,-0.004173308,0.047099408,0.05529658,-0.031628087
11,0.89080566,1.789288,-2.804011,3.6080987,-9.111853,-0.35515606,-0.004641741,-0.0014957903,-0.004173308,0.047099408,0.05529658,-0.031628087
12,0.89080566,1.789288,-2.804011,3.617648,-9.108694,-0.33864626,0.0026828412,-0.001955706,-0.0026402564,-0.18475765,0.043415707,-0.068018034
13,0.89080566,1.789288,-2.804011,3.617648,-9.108694,-0.33864626,0.0026828412,-0.001955706,-0.0026402564,-0.18475765,0.043415707,-0.068018034
14,0.89080566,1.789288,-2.804011,3.617648,-9.108694,-0.33864626,0.0026828412,-0.001955706,-0.0026402564,-0.18475765,0.043415707,-0.068018034
15,0.89080566,1.789288,-2.804011,3.617648,-9.108694,-0.33864626,0.0026828412,-0.001955706,-0.0026402564,-0.18475765,0.043415707,-0.068018034
16,0.89080566,1.789288,-2.804011,3.6255455,-9.105681,-0.33520463,0.0027435245,-7.7717224e-05,0.003267317,0.019591032,-0.17299987,-0.054488122
17,0.89080566,1.789288,-2.804011,3.6255455,-9.105681,-0.33520463,0.0027435245,-7.7717224e-05,0.003267317,0.019591032,-0.17299987,-0.054488122
18,0.89080566,1.789288,-2.804011,3.6255455,-9.105681,-0.33520463,0.0027435245,-7.7717224e-05,0.003267317,0.019591032,-0.17299987,-0.054488122
19,0.89080566,1.789288,-2.804011,3.6255455,-9.105681,-0.33520463,0.0027435245,-7.7717224e-05,0.003267317,0.019591032,-0.17299987,-0.054488122
20,0.89080566,1.789288,-2.804011,3.635132,-9.102506,-0.31718367,-0.051636174,-0.027982458,-0.043207582,-0.26644287,-0.206356,-0.4904895
21,0.89080566,1.789288,-2.804011,3.635132,-9.102506,-0.31718367,-0.051636174,-0.027982458,-0.043207582,-0.26644287,-0.206356,-0.4904895
22,0.89080566,1.789288,-2.804011,3.635132,-9.102506,-0.31718367,-0.051636174,-0.027982458,-0.043207582,-0.26644287,-0.206356,-0.4904895
23,0.89080566,1.789288,-2.804011,3.635132,-9.102506,-0.31718367,-0.051636174,-0.027982458,-0.043207582,-0.26644287,-0.206356,-0.4904895
24,0.89080566,1.789288,-2.804011,3.6535308,-9.095738,-0.2994072,-0.046594135,-0.021562804,-0.049641076,0.022931881,-0.6742558,0.086321026
25,0.89080566,1.789288,-2.804011,3.6535308,-9.095738,-0.2994072,-0.046594135,-0.021562804,-0.049641076,0.022931881,-0.6742558,0.086321026
26,0.89080566,1.789288,-2.804011,3.6535308,-9.095738,-0.2994072,-0.046594135,-0.021562804,-0.049641076,0.022931881,-0.6742558,0.086321026
27,0.89080566,1.789288,-2.804011,3.6535308,-9.095738,-0.2994072,-0.046594135,-0.021562804,-0.049641076,0.022931881,-0.6742558,0.086321026
28,0.90212,1.8572228,-2.784757,3.680319,-9.0856,-0.27840135,-0.02968372,-0.00874159,-0.048299655,0.09887972,-0.5599798,0.118237264
29,0.90212,1.8572228,-2.784757,3.680319,-9.0856,-0.27840135,-0.02968372,-0.00874159,-0.048299655,0.09887972,-0.5599798,0.118237264
