,"id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z"
10,"11,2.0804472,-0.0014856722,0.24834928,-0.06146108,-3.6194808,9.114054,0.00010752657,-0.0041637267,-0.0018162408,0.0069063217,-0.011567189,-0.003058271"
11,"12,2.0804472,-0.0014856722,0.24834928,-0.06896849,-3.61212,9.11692,0.004418171,-0.0047471384,-0.0021313683,0.0046766982,-0.011793091,-0.0037422723"
12,"13,2.0804472,-0.0014856722,0.24834928,-0.06896849,-3.61212,9.11692,0.004418171,-0.0047471384,-0.0021313683,0.0046766982,-0.011793091,-0.0037422723"
13,"14,2.0804472,-0.0014856722,0.24834928,-0.06896849,-3.61212,9.11692,0.004418171,-0.0047471384,-0.0021313683,0.0046766982,-0.011793091,-0.0037422723"
14,"15,2.0804472,-0.0014856722,0.24834928,-0.06896849,-3.61212,9.11692,0.004418171,-0.0047471384,-0.0021313683,0.0046766982,-0.011793091,-0.0037422723"
15,"16,2.080586,-0.009082059,0.24835229,-0.07647279,-3.6043012,9.119954,-0.00044075245,0.00021505314,-0.002517825,0.007816647,-0.010996078,-0.0058736033"
16,"17,2.080586,-0.009082059,0.24835229,-0.07647279,-3.6043012,9.119954,-0.00044075245,0.00021505314,-0.002517825,0.007816647,-0.010996078,-0.0058736033"
17,"18,2.080586,-0.009082059,0.24835229,-0.07647279,-3.6043012,9.119954,-0.00044075245,0.00021505314,-0.002517825,0.007816647,-0.010996078,-0.0058736033"
18,"19,2.080586,-0.009082059,0.24835229,-0.07647279,-3.6043012,9.119954,-0.00044075245,0.00021505314,-0.002517825,0.007816647,-0.010996078,-0.0058736033"
19,"20,2.080586,-0.009082059,0.24835229,-0.07647279,-3.6043012,9.119954,-0.00044075245,0.00021505314,-0.002517825,0.007816647,-0.010996078,-0.0058736033"
20,"21,2.080586,-0.009082059,0.24835229,-0.08091802,-3.5987017,9.122126,-0.0008080462,-0.0033226775,0.0018737303,0.004434829,-0.0065203467,-0.0022354475"
21,"22,2.080586,-0.009082059,0.24835229,-0.08091802,-3.5987017,9.122126,-0.0008080462,-0.0033226775,0.0018737303,0.004434829,-0.0065203467,-0.0022354475"
22,"23,2.080586,-0.009082059,0.24835229,-0.08091802,-3.5987017,9.122126,-0.0008080462,-0.0033226775,0.0018737303,0.004434829,-0.0065203467,-0.0022354475"
23,"24,2.080586,-0.009082059,0.24835229,-0.08091802,-3.5987017,9.122126,-0.0008080462,-0.0033226775,0.0018737303,0.004434829,-0.0065203467,-0.0022354475"
24,"25,2.080586,-0.009082059,0.24835229,-0.08091802,-3.5987017,9.122126,-0.0008080462,-0.0033226775,0.0018737303,0.004434829,-0.0065203467,-0.0022354475"
25,"26,2.080586,-0.009082059,0.24835229,-0.08091802,-3.5987017,9.122126,-0.0008080462,-0.0033226775,0.0018737303,0.004434829,-0.0065203467,-0.0022354475"
26,"27,2.080586,-0.009082059,0.24835229,-0.082838,-3.5921776,9.12468,0.0045959624,-0.0037974976,-0.0039380277,0.0027747708,-0.009760239,-0.003439449"
27,"28,2.080586,-0.009082059,0.24835229,-0.082838,-3.5921776,9.12468,0.0045959624,-0.0037974976,-0.0039380277,0.0027747708,-0.009760239,-0.003439449"
28,"29,2.080586,-0.009082059,0.24835229,-0.082838,-3.5921776,9.12468,0.0045959624,-0.0037974976,-0.0039380277,0.0027747708,-0.009760239,-0.003439449"
29,"30,2.080586,-0.009082059,0.24835229,-0.082838,-3.5921776,9.12468,0.0045959624,-0.0037974976,-0.0039380277,0.0027747708,-0.009760239,-0.003439449"
30,"31,2.080586,-0.009082059,0.24835229,-0.082838,-3.5921776,9.12468,0.0045959624,-0.0037974976,-0.0039380277,0.0027747708,-0.009760239,-0.003439449"
31,"32,2.080586,-0.009082059,0.24835229,-0.085160024,-3.5871477,9.1266365,-0.00374959,-0.003897572,0.0040466185,0.005466755,-0.00973562,-0.005192421"
32,"33,2.080586,-0.009082059,0.24835229,-0.085160024,-3.5871477,9.1266365,-0.00374959,-0.003897572,0.0040466185,0.005466755,-0.00973562,-0.005192421"
33,"34,2.080586,-0.009082059,0.24835229,-0.085160024,-3.5871477,9.1266365,-0.00374959,-0.003897572,0.0040466185,0.005466755,-0.00973562,-0.005192421"
34,"35,2.080586,-0.009082059,0.24835229,-0.085160024,-3.5871477,9.1266365,-0.00374959,-0.003897572,0.0040466185,0.005466755,-0.00973562,-0.005192421"
35,"36,2.080586,-0.009082059,0.24835229,-0.085160024,-3.5871477,9.1266365,-0.00374959,-0.003897572,0.0040466185,0.005466755,-0.00973562,-0.005192421"
36,"37,2.080586,-0.009082059,0.24835229,-0.08647528,-3.5824888,9.128454,-0.0001969546,-0.0014989842,0.00023421629,0.0028921117,-0.01023693,-0.0025665602"
37,"38,2.080586,-0.009082059,0.24835229,-0.08647528,-3.5824888,9.128454,-0.0001969546,-0.0014989842,0.00023421629,0.0028921117,-0.01023693,-0.0025665602"
38,"39,2.080586,-0.009082059,0.24835229,-0.08647528,-3.5824888,9.128454,-0.0001969546,-0.0014989842,0.00023421629,0.0028921117,-0.01023693,-0.0025665602"
39,"40,2.080586,-0.009082059,0.24835229,-0.08647528,-3.5824888,9.128454,-0.0001969546,-0.0014989842,0.00023421629,0.0028921117,-0.01023693,-0.0025665602"
40,"41,2.080586,-0.009082059,0.24835229,-0.08647528,-3.5824888,9.128454,-0.0001969546,-0.0014989842,0.00023421629,0.0028921117,-0.01023693,-0.0025665602"
41,"42,2.0809212,-0.010540558,0.25484028,-0.08799897,-3.5789075,9.129845,-0.0013382267,0.00404236,-0.0038081438,0.0071298196,-0.010848094,0.0019682047"
42,"43,2.0809212,-0.010540558,0.25484028,-0.08799897,-3.5789075,9.129845,-0.0013382267,0.00404236,-0.0038081438,0.0071298196,-0.010848094,0.0019682047"
43,"44,2.0809212,-0.010540558,0.25484028,-0.08799897,-3.5789075,9.129845,-0.0013382267,0.00404236,-0.0038081438,0.0071298196,-0.010848094,0.0019682047"
44,"45,2.0809212,-0.010540558,0.25484028,-0.08799897,-3.5789075,9.129845,-0.0013382267,0.00404236,-0.0038081438,0.0071298196,-0.010848094,0.0019682047"
45,"46,2.0809212,-0.010540558,0.25484028,-0.08799897,-3.5789075,9.129845,-0.0013382267,0.00404236,-0.0038081438,0.0071298196,-0.010848094,0.0019682047"
46,"47,2.0809212,-0.010540558,0.25484028,-0.08907035,-3.575783,9.131059,0.001617157,-0.0040295846,0.0029788052,0.008973063,-0.011017708,-0.0018129533"
47,"48,2.0809212,-0.010540558,0.25484028,-0.08907035,-3.575783,9.131059,0.001617157,-0.0040295846,0.0029788052,0.008973063,-0.011017708,-0.0018129533"
48,"49,2.0809212,-0.010540558,0.25484028,-0.08907035,-3.575783,9.131059,0.001617157,-0.0040295846,0.0029788052,0.008973063,-0.011017708,-0.0018129533"
49,"50,2.0809212,-0.010540558,0.25484028,-0.08907035,-3.575783,9.131059,0.001617157,-0.0040295846,0.0029788052,0.008973063,-0.011017708,-0.0018129533"
50,"51,2.0809212,-0.010540558,0.25484028,-0.08907035,-3.575783,9.131059,0.001617157,-0.0040295846,0.0029788052,0.008973063,-0.011017708,-0.0018129533"
51,"52,2.0809212,-0.010540558,0.25484028,-0.08984267,-3.5725944,9.132298,-5.4295593e-05,-0.004977096,0.0015586029,0.0064537646,-0.009716444,0.0007539957"
52,"53,2.0809212,-0.010540558,0.25484028,-0.08984267,-3.5725944,9.132298,-5.4295593e-05,-0.004977096,0.0015586029,0.0064537646,-0.009716444,0.0007539957"
53,"54,2.0809212,-0.010540558,0.25484028,-0.08984267,-3.5725944,9.132298,-5.4295593e-05,-0.004977096,0.0015586029,0.0064537646,-0.009716444,0.0007539957"
54,"55,2.0809212,-0.010540558,0.25484028,-0.08984267,-3.5725944,9.132298,-5.4295593e-05,-0.004977096,0.0015586029,0.0064537646,-0.009716444,0.0007539957"
55,"56,2.0809212,-0.010540558,0.25484028,-0.08984267,-3.5725944,9.132298,-5.4295593e-05,-0.004977096,0.0015586029,0.0064537646,-0.009716444,0.0007539957"
56,"57,2.0809212,-0.010540558,0.25484028,-0.08984267,-3.5725944,9.132298,-5.4295593e-05,-0.004977096,0.0015586029,0.0064537646,-0.009716444,0.0007539957"
57,"58,2.0809212,-0.010540558,0.25484028,-0.09090644,-3.5695612,9.133474,-0.0014723687,-0.0020525863,0.0034110409,0.01025024,-0.0069666584,-0.000102366874"
58,"59,2.0809212,-0.010540558,0.25484028,-0.09090644,-3.5695612,9.133474,-0.0014723687,-0.0020525863,0.0034110409,0.01025024,-0.0069666584,-0.000102366874"
59,"60,2.0809212,-0.010540558,0.25484028,-0.09090644,-3.5695612,9.133474,-0.0014723687,-0.0020525863,0.0034110409,0.01025024,-0.0069666584,-0.000102366874"
60,"61,2.0809212,-0.010540558,0.25484028,-0.09090644,-3.5695612,9.133474,-0.0014723687,-0.0020525863,0.0034110409,0.01025024,-0.0069666584,-0.000102366874"
61,"62,2.0809212,-0.010540558,0.25484028,-0.09090644,-3.5695612,9.133474,-0.0014723687,-0.0020525863,0.0034110409,0.01025024,-0.0069666584,-0.000102366874"
62,"63,2.0809212,-0.010540558,0.25484028,-0.09220989,-3.5666378,9.1346035,-0.0028531803,-0.0017172312,0.0047556553,0.0052362285,-0.0066686478,0.0009889632"
63,"64,2.0809212,-0.010540558,0.25484028,-0.09220989,-3.5666378,9.1346035,-0.0028531803,-0.0017172312,0.0047556553,0.0052362285,-0.0066686478,0.0009889632"
64,"65,2.0809212,-0.010540558,0.25484028,-0.09220989,-3.5666378,9.1346035,-0.0028531803,-0.0017172312,0.0047556553,0.0052362285,-0.0066686478,0.0009889632"
65,"66,2.0809212,-0.010540558,0.25484028,-0.09220989,-3.5666378,9.1346035,-0.0028531803,-0.0017172312,0.0047556553,0.0052362285,-0.0066686478,0.0009889632"
66,"67,2.0809212,-0.010540558,0.25484028,-0.09220989,-3.5666378,9.1346035,-0.0028531803,-0.0017172312,0.0047556553,0.0052362285,-0.0066686478,0.0009889632"
67,"68,2.0809212,-0.010540558,0.25484028,-0.09412193,-3.563466,9.135821,0.0046193837,0.00323112,-0.003318419,0.0026007507,-0.0068334746,-0.004744262"
68,"69,2.0809212,-0.010540558,0.25484028,-0.09412193,-3.563466,9.135821,0.0046193837,0.00323112,-0.003318419,0.0026007507,-0.0068334746,-0.004744262"
69,"70,2.0809212,-0.010540558,0.25484028,-0.09412193,-3.563466,9.135821,0.0046193837,0.00323112,-0.003318419,0.0026007507,-0.0068334746,-0.004744262"
70,"71,2.0809212,-0.010540558,0.25484028,-0.09412193,-3.563466,9.135821,0.0046193837,0.00323112,-0.003318419,0.0026007507,-0.0068334746,-0.004744262"
71,"72,2.0809212,-0.010540558,0.25484028,-0.09412193,-3.563466,9.135821,0.0046193837,0.00323112,-0.003318419,0.0026007507,-0.0068334746,-0.004744262"
72,"73,2.0809212,-0.010540558,0.25484028,-0.09412193,-3.563466,9.135821,0.0046193837,0.00323112,-0.003318419,0.0026007507,-0.0068334746,-0.004744262"
73,"74,2.0809212,-0.010540558,0.25484028,-0.096667096,-3.5607533,9.136853,0.001706585,0.00024805634,0.002655161,0.003317533,-0.0046044677,-0.0007341639"
74,"75,2.0809212,-0.010540558,0.25484028,-0.096667096,-3.5607533,9.136853,0.001706585,0.00024805634,0.002655161,0.003317533,-0.0046044677,-0.0007341639"
75,"76,2.0809212,-0.010540558,0.25484028,-0.096667096,-3.5607533,9.136853,0.001706585,0.00024805634,0.002655161,0.003317533,-0.0046044677,-0.0007341639"
76,"77,2.0809212,-0.010540558,0.25484028,-0.096667096,-3.5607533,9.136853,0.001706585,0.00024805634,0.002655161,0.003317533,-0.0046044677,-0.0007341639"
77,"78,2.0809212,-0.010540558,0.25484028,-0.096667096,-3.5607533,9.136853,0.001706585,0.00024805634,0.002655161,0.003317533,-0.0046044677,-0.0007341639"
78,"79,2.0809212,-0.010540558,0.25484028,-0.09828133,-3.557821,9.137978,-0.0034802412,0.003656968,-0.0017225543,0.0051054405,-0.0028412153,-0.0015957761"
79,"80,2.0809212,-0.010540558,0.25484028,-0.09828133,-3.557821,9.137978,-0.0034802412,0.003656968,-0.0017225543,0.0051054405,-0.0028412153,-0.0015957761"
80,"81,2.0809212,-0.010540558,0.25484028,-0.09828133,-3.557821,9.137978,-0.0034802412,0.003656968,-0.0017225543,0.0051054405,-0.0028412153,-0.0015957761"
81,"82,2.0809212,-0.010540558,0.25484028,-0.09828133,-3.557821,9.137978,-0.0034802412,0.003656968,-0.0017225543,0.0051054405,-0.0028412153,-0.0015957761"
82,"83,2.0809212,-0.010540558,0.25484028,-0.09828133,-3.557821,9.137978,-0.0034802412,0.003656968,-0.0017225543,0.0051054405,-0.0028412153,-0.0015957761"
83,"84,2.0809212,-0.010540558,0.25484028,-0.09828133,-3.557821,9.137978,-0.0034802412,0.003656968,-0.0017225543,0.0051054405,-0.0028412153,-0.0015957761"
84,"85,2.0809212,-0.010540558,0.25484028,-0.100029185,-3.5545473,9.139234,-0.0026924226,0.0038794733,-0.0044596912,0.0029748124,-0.0039718444,-0.0014677446"
85,"86,2.0809212,-0.010540558,0.25484028,-0.100029185,-3.5545473,9.139234,-0.0026924226,0.0038794733,-0.0044596912,0.0029748124,-0.0039718444,-0.0014677446"
86,"87,2.0809212,-0.010540558,0.25484028,-0.100029185,-3.5545473,9.139234,-0.0026924226,0.0038794733,-0.0044596912,0.0029748124,-0.0039718444,-0.0014677446"
87,"88,2.0809212,-0.010540558,0.25484028,-0.100029185,-3.5545473,9.139234,-0.0026924226,0.0038794733,-0.0044596912,0.0029748124,-0.0039718444,-0.0014677446"
88,"89,2.0809212,-0.010540558,0.25484028,-0.100029185,-3.5545473,9.139234,-0.0026924226,0.0038794733,-0.0044596912,0.0029748124,-0.0039718444,-0.0014677446"
89,"90,2.0809212,-0.010540558,0.25484028,-0.100029185,-3.5545473,9.139234,-0.0026924226,0.0038794733,-0.0044596912,0.0029748124,-0.0039718444,-0.0014677446"
90,"91,2.0809212,-0.010540558,0.25484028,-0.10195963,-3.5508103,9.140664,-0.002859568,0.0040583294,-0.0036665495,0.0052186004,-0.00554339,-0.0008338088"
91,"92,2.0809212,-0.010540558,0.25484028,-0.10195963,-3.5508103,9.140664,-0.002859568,0.0040583294,-0.0036665495,0.0052186004,-0.00554339,-0.0008338088"
92,"93,2.0809212,-0.010540558,0.25484028,-0.10195963,-3.5508103,9.140664,-0.002859568,0.0040583294,-0.0036665495,0.0052186004,-0.00554339,-0.0008338088"
93,"94,2.0809212,-0.010540558,0.25484028,-0.10195963,-3.5508103,9.140664,-0.002859568,0.0040583294,-0.0036665495,0.0052186004,-0.00554339,-0.0008338088"
94,"95,2.0809212,-0.010540558,0.25484028,-0.10195963,-3.5508103,9.140664,-0.002859568,0.0040583294,-0.0036665495,0.0052186004,-0.00554339,-0.0008338088"
95,"96,2.0809212,-0.010540558,0.25484028,-0.10195963,-3.5508103,9.140664,-0.002859568,0.0040583294,-0.0036665495,0.0052186004,-0.00554339,-0.0008338088"
96,"97,2.0809212,-0.010540558,0.25484028,-0.10469344,-3.5467565,9.142206,0.0009570929,-0.002705198,-0.00014265902,0.002987467,-0.005130155,-0.003117183"
97,"98,2.0809212,-0.010540558,0.25484028,-0.10469344,-3.5467565,9.142206,0.0009570929,-0.002705198,-0.00014265902,0.002987467,-0.005130155,-0.003117183"
98,"99,2.0809212,-0.010540558,0.25484028,-0.10469344,-3.5467565,9.142206,0.0009570929,-0.002705198,-0.00014265902,0.002987467,-0.005130155,-0.003117183"
99,"100,2.0809212,-0.010540558,0.25484028,-0.10469344,-3.5467565,9.142206,0.0009570929,-0.002705198,-0.00014265902,0.002987467,-0.005130155,-0.003117183"
100,"101,2.0809212,-0.010540558,0.25484028,-0.10469344,-3.5467565,9.142206,0.0009570929,-0.002705198,-0.00014265902,0.002987467,-0.005130155,-0.003117183"
101,"102,2.0809212,-0.010540558,0.25484028,-0.10469344,-3.5467565,9.142206,0.0009570929,-0.002705198,-0.00014265902,0.002987467,-0.005130155,-0.003117183"
102,"103,2.0809212,-0.010540558,0.25484028,-0.10738307,-3.5428278,9.143699,0.0015106951,0.001974869,0.0019993554,0.009546894,-0.0042415415,-0.0015007003"
103,"104,2.0809212,-0.010540558,0.25484028,-0.10738307,-3.5428278,9.143699,0.0015106951,0.001974869,0.0019993554,0.009546894,-0.0042415415,-0.0015007003"
104,"105,2.0809212,-0.010540558,0.25484028,-0.10738307,-3.5428278,9.143699,0.0015106951,0.001974869,0.0019993554,0.009546894,-0.0042415415,-0.0015007003"
105,"106,2.0809212,-0.010540558,0.25484028,-0.10738307,-3.5428278,9.143699,0.0015106951,0.001974869,0.0019993554,0.009546894,-0.0042415415,-0.0015007003"
106,"107,2.0809212,-0.010540558,0.25484028,-0.10738307,-3.5428278,9.143699,0.0015106951,0.001974869,0.0019993554,0.009546894,-0.0042415415,-0.0015007003"
107,"108,2.0809212,-0.010540558,0.25484028,-0.10738307,-3.5428278,9.143699,0.0015106951,0.001974869,0.0019993554,0.009546894,-0.0042415415,-0.0015007003"
108,"109,2.081031,-0.013309711,0.26093036,-0.110163085,-3.5389147,9.145181,-0.0022069563,-0.0016746464,0.0026870996,0.004382367,-0.0028664183,0.0035315112"
109,"110,2.081031,-0.013309711,0.26093036,-0.110163085,-3.5389147,9.145181,-0.0022069563,-0.0016746464,0.0026870996,0.004382367,-0.0028664183,0.0035315112"
110,"111,2.081031,-0.013309711,0.26093036,-0.110163085,-3.5389147,9.145181,-0.0022069563,-0.0016746464,0.0026870996,0.004382367,-0.0028664183,0.0035315112"
111,"112,2.081031,-0.013309711,0.26093036,-0.110163085,-3.5389147,9.145181,-0.0022069563,-0.0016746464,0.0026870996,0.004382367,-0.0028664183,0.0035315112"
112,"113,2.081031,-0.013309711,0.26093036,-0.110163085,-3.5389147,9.145181,-0.0022069563,-0.0016746464,0.0026870996,0.004382367,-0.0028664183,0.0035315112"
113,"114,2.081031,-0.013309711,0.26093036,-0.110163085,-3.5389147,9.145181,-0.0022069563,-0.0016746464,0.0026870996,0.004382367,-0.0028664183,0.0035315112"
114,"115,2.081031,-0.013309711,0.26093036,-0.114006095,-3.5346892,9.146769,0.0019844507,-0.0034333977,0.0027690753,0.004966851,-0.0043881657,-0.005092679"
115,"116,2.081031,-0.013309711,0.26093036,-0.114006095,-3.5346892,9.146769,0.0019844507,-0.0034333977,0.0027690753,0.004966851,-0.0043881657,-0.005092679"
116,"117,2.081031,-0.013309711,0.26093036,-0.114006095,-3.5346892,9.146769,0.0019844507,-0.0034333977,0.0027690753,0.004966851,-0.0043881657,-0.005092679"
117,"118,2.081031,-0.013309711,0.26093036,-0.114006095,-3.5346892,9.146769,0.0019844507,-0.0034333977,0.0027690753,0.004966851,-0.0043881657,-0.005092679"
118,"119,2.081031,-0.013309711,0.26093036,-0.114006095,-3.5346892,9.146769,0.0019844507,-0.0034333977,0.0027690753,0.004966851,-0.0043881657,-0.005092679"
119,"120,2.081031,-0.013309711,0.26093036,-0.114006095,-3.5346892,9.146769,0.0019844507,-0.0034333977,0.0027690753,0.004966851,-0.0043881657,-0.005092679"
120,"121,2.081031,-0.013309711,0.26093036,-0.11791918,-3.5306282,9.148287,0.002045134,-0.0008037877,0.0024209446,0.002127392,-0.0039742016,-5.677327e-05"
121,"122,2.081031,-0.013309711,0.26093036,-0.11791918,-3.5306282,9.148287,0.002045134,-0.0008037877,0.0024209446,0.002127392,-0.0039742016,-5.677327e-05"
122,"123,2.081031,-0.013309711,0.26093036,-0.11791918,-3.5306282,9.148287,0.002045134,-0.0008037877,0.0024209446,0.002127392,-0.0039742016,-5.677327e-05"
123,"124,2.081031,-0.013309711,0.26093036,-0.11791918,-3.5306282,9.148287,0.002045134,-0.0008037877,0.0024209446,0.002127392,-0.0039742016,-5.677327e-05"
124,"125,2.081031,-0.013309711,0.26093036,-0.11791918,-3.5306282,9.148287,0.002045134,-0.0008037877,0.0024209446,0.002127392,-0.0039742016,-5.677327e-05"
125,"126,2.081031,-0.013309711,0.26093036,-0.11791918,-3.5306282,9.148287,0.002045134,-0.0008037877,0.0024209446,0.002127392,-0.0039742016,-5.677327e-05"
126,"127,2.081031,-0.013309711,0.26093036,-0.12246123,-3.5265973,9.149782,-0.004301063,0.003421687,0.00010646195,0.0036168473,-0.0108850105,0.002536229"
127,"128,2.081031,-0.013309711,0.26093036,-0.12246123,-3.5265973,9.149782,-0.004301063,0.003421687,0.00010646195,0.0036168473,-0.0108850105,0.002536229"
128,"129,2.081031,-0.013309711,0.26093036,-0.12246123,-3.5265973,9.149782,-0.004301063,0.003421687,0.00010646195,0.0036168473,-0.0108850105,0.002536229"
129,"130,2.081031,-0.013309711,0.26093036,-0.12246123,-3.5265973,9.149782,-0.004301063,0.003421687,0.00010646195,0.0036168473,-0.0108850105,0.002536229"
130,"131,2.081031,-0.013309711,0.26093036,-0.12246123,-3.5265973,9.149782,-0.004301063,0.003421687,0.00010646195,0.0036168473,-0.0108850105,0.002536229"
131,"132,2.081031,-0.013309711,0.26093036,-0.12246123,-3.5265973,9.149782,-0.004301063,0.003421687,0.00010646195,0.0036168473,-0.0108850105,0.002536229"
132,"133,2.081031,-0.013309711,0.26093036,-0.12659587,-3.522944,9.151133,-0.0036963588,0.0022058915,0.0043234196,0.0046597174,-0.0012384156,0.0026738849"
133,"134,2.081031,-0.013309711,0.26093036,-0.12659587,-3.522944,9.151133,-0.0036963588,0.0022058915,0.0043234196,0.0046597174,-0.0012384156,0.0026738849"
134,"135,2.081031,-0.013309711,0.26093036,-0.12659587,-3.522944,9.151133,-0.0036963588,0.0022058915,0.0043234196,0.0046597174,-0.0012384156,0.0026738849"
135,"136,2.081031,-0.013309711,0.26093036,-0.12659587,-3.522944,9.151133,-0.0036963588,0.0022058915,0.0043234196,0.0046597174,-0.0012384156,0.0026738849"
136,"137,2.081031,-0.013309711,0.26093036,-0.12659587,-3.522944,9.151133,-0.0036963588,0.0022058915,0.0043234196,0.0046597174,-0.0012384156,0.0026738849"
137,"138,2.081031,-0.013309711,0.26093036,-0.12659587,-3.522944,9.151133,-0.0036963588,0.0022058915,0.0043234196,0.0046597174,-0.0012384156,0.0026738849"
138,"139,2.081031,-0.013309711,0.26093036,-0.13003673,-3.51934,9.152471,0.00059299305,0.0024188154,0.0008069816,0.0033327395,-0.0096571185,0.005250847"
139,"140,2.081031,-0.013309711,0.26093036,-0.13003673,-3.51934,9.152471,0.00059299305,0.0024188154,0.0008069816,0.0033327395,-0.0096571185,0.005250847"
140,"141,2.081031,-0.013309711,0.26093036,-0.13003673,-3.51934,9.152471,0.00059299305,0.0024188154,0.0008069816,0.0033327395,-0.0096571185,0.005250847"
141,"142,2.081031,-0.013309711,0.26093036,-0.13003673,-3.51934,9.152471,0.00059299305,0.0024188154,0.0008069816,0.0033327395,-0.0096571185,0.005250847"
142,"143,2.081031,-0.013309711,0.26093036,-0.13003673,-3.51934,9.152471,0.00059299305,0.0024188154,0.0008069816,0.0033327395,-0.0096571185,0.005250847"
143,"144,2.081031,-0.013309711,0.26093036,-0.13003673,-3.51934,9.152471,0.00059299305,0.0024188154,0.0008069816,0.0033327395,-0.0096571185,0.005250847"
144,"145,2.081031,-0.013309711,0.26093036,-0.13250616,-3.5156515,9.153853,0.004600221,0.0042542196,-0.0042233453,-0.0061931564,0.0038979857,-0.0033942445"
145,"146,2.081031,-0.013309711,0.26093036,-0.13250616,-3.5156515,9.153853,0.004600221,0.0042542196,-0.0042233453,-0.0061931564,0.0038979857,-0.0033942445"
146,"147,2.081031,-0.013309711,0.26093036,-0.13250616,-3.5156515,9.153853,0.004600221,0.0042542196,-0.0042233453,-0.0061931564,0.0038979857,-0.0033942445"
147,"148,2.081031,-0.013309711,0.26093036,-0.13250616,-3.5156515,9.153853,0.004600221,0.0042542196,-0.0042233453,-0.0061931564,0.0038979857,-0.0033942445"
148,"149,2.081031,-0.013309711,0.26093036,-0.13250616,-3.5156515,9.153853,0.004600221,0.0042542196,-0.0042233453,-0.0061931564,0.0038979857,-0.0033942445"
149,"150,2.081031,-0.013309711,0.26093036,-0.13250616,-3.5156515,9.153853,0.004600221,0.0042542196,-0.0042233453,-0.0061931564,0.0038979857,-0.0033942445"
150,"151,2.081031,-0.013309711,0.26093036,-0.13423313,-3.5132964,9.154733,-0.004999453,-0.0016150278,-0.0031917293,-0.01954828,-0.00025496935,0.00011218554"
151,"152,2.081031,-0.013309711,0.26093036,-0.13423313,-3.5132964,9.154733,-0.004999453,-0.0016150278,-0.0031917293,-0.01954828,-0.00025496935,0.00011218554"
152,"153,2.081031,-0.013309711,0.26093036,-0.13423313,-3.5132964,9.154733,-0.004999453,-0.0016150278,-0.0031917293,-0.01954828,-0.00025496935,0.00011218554"
153,"154,2.081031,-0.013309711,0.26093036,-0.13423313,-3.5132964,9.154733,-0.004999453,-0.0016150278,-0.0031917293,-0.01954828,-0.00025496935,0.00011218554"
154,"155,2.081031,-0.013309711,0.26093036,-0.13423313,-3.5132964,9.154733,-0.004999453,-0.0016150278,-0.0031917293,-0.01954828,-0.00025496935,0.00011218554"
155,"156,2.081031,-0.013309711,0.26093036,-0.13423313,-3.5132964,9.154733,-0.004999453,-0.0016150278,-0.0031917293,-0.01954828,-0.00025496935,0.00011218554"
156,"157,2.081031,-0.013309711,0.26093036,-0.13634065,-3.5118918,9.15524,0.00015543445,0.004960062,-0.0016448371,0.009523735,0.019900879,0.0011401317"
157,"158,2.081031,-0.013309711,0.26093036,-0.13634065,-3.5118918,9.15524,0.00015543445,0.004960062,-0.0016448371,0.009523735,0.019900879,0.0011401317"
