,"id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z"
41,"42,-1.0097293,0.13769579,-0.29499394,1.0797135,-1.1871296,9.674468,-0.0036548388,0.015974615,-0.024473473,-0.06713051,0.24516496,0.07993861"
42,"43,-1.0097293,0.13769579,-0.29499394,1.0797135,-1.1871296,9.674468,-0.0036548388,0.015974615,-0.024473473,-0.06713051,0.24516496,0.07993861"
43,"44,-1.0043478,0.14167546,-0.29404137,1.1082168,-1.2993827,9.656803,-0.0020323587,0.014120048,-0.019862605,-0.059831955,0.20492348,0.0986387"
44,"45,-1.0043478,0.14167546,-0.29404137,1.1082168,-1.2993827,9.656803,-0.0020323587,0.014120048,-0.019862605,-0.059831955,0.20492348,0.0986387"
45,"46,-1.0043478,0.14167546,-0.29404137,1.1082168,-1.2993827,9.656803,-0.0020323587,0.014120048,-0.019862605,-0.059831955,0.20492348,0.0986387"
46,"47,-1.0043478,0.14167546,-0.29404137,1.1082168,-1.2993827,9.656803,-0.0020323587,0.014120048,-0.019862605,-0.059831955,0.20492348,0.0986387"
47,"48,-1.0043478,0.14167546,-0.29404137,1.1082168,-1.2993827,9.656803,-0.0020323587,0.014120048,-0.019862605,-0.059831955,0.20492348,0.0986387"
48,"49,-0.99864644,0.14572215,-0.29290962,1.1371442,-1.4122676,9.637571,5.4295593e-05,0.013808114,-0.015937354,-0.06615736,0.29738465,0.054700464"
49,"50,-0.99864644,0.14572215,-0.29290962,1.1371442,-1.4122676,9.637571,5.4295593e-05,0.013808114,-0.015937354,-0.06615736,0.29738465,0.054700464"
50,"51,-0.99864644,0.14572215,-0.29290962,1.1371442,-1.4122676,9.637571,5.4295593e-05,0.013808114,-0.015937354,-0.06615736,0.29738465,0.054700464"
51,"52,-0.99864644,0.14572215,-0.29290962,1.1371442,-1.4122676,9.637571,5.4295593e-05,0.013808114,-0.015937354,-0.06615736,0.29738465,0.054700464"
52,"53,-0.99864644,0.14572215,-0.29290962,1.1371442,-1.4122676,9.637571,5.4295593e-05,0.013808114,-0.015937354,-0.06615736,0.29738465,0.054700464"
53,"54,-0.99287593,0.14944935,-0.2915377,1.1637795,-1.525054,9.617184,0.0021122051,0.014930224,-0.012139856,-0.049286928,0.223409,0.07409923"
54,"55,-0.99287593,0.14944935,-0.2915377,1.1637795,-1.525054,9.617184,0.0021122051,0.014930224,-0.012139856,-0.049286928,0.223409,0.07409923"
55,"56,-0.99287593,0.14944935,-0.2915377,1.1637795,-1.525054,9.617184,0.0021122051,0.014930224,-0.012139856,-0.049286928,0.223409,0.07409923"
56,"57,-0.99287593,0.14944935,-0.2915377,1.1637795,-1.525054,9.617184,0.0021122051,0.014930224,-0.012139856,-0.049286928,0.223409,0.07409923"
57,"58,-0.98673254,0.15327762,-0.28980362,1.1914089,-1.6380043,9.595201,0.0028074016,0.015875606,-0.008322131,-0.00058774673,0.21287142,0.058679257"
58,"59,-0.98673254,0.15327762,-0.28980362,1.1914089,-1.6380043,9.595201,0.0028074016,0.015875606,-0.008322131,-0.00058774673,0.21287142,0.058679257"
59,"60,-0.98673254,0.15327762,-0.28980362,1.1914089,-1.6380043,9.595201,0.0028074016,0.015875606,-0.008322131,-0.00058774673,0.21287142,0.058679257"
60,"61,-0.98673254,0.15327762,-0.28980362,1.1914089,-1.6380043,9.595201,0.0028074016,0.015875606,-0.008322131,-0.00058774673,0.21287142,0.058679257"
61,"62,-0.98673254,0.15327762,-0.28980362,1.1914089,-1.6380043,9.595201,0.0028074016,0.015875606,-0.008322131,-0.00058774673,0.21287142,0.058679257"
62,"63,-0.9810447,0.15584682,-0.28762132,1.2103019,-1.7538031,9.572342,0.0017310713,0.015285807,-0.0050005177,-0.083105616,0.20106727,0.076849915"
63,"64,-0.9810447,0.15584682,-0.28762132,1.2103019,-1.7538031,9.572342,0.0017310713,0.015285807,-0.0050005177,-0.083105616,0.20106727,0.076849915"
64,"65,-0.9810447,0.15584682,-0.28762132,1.2103019,-1.7538031,9.572342,0.0017310713,0.015285807,-0.0050005177,-0.083105616,0.20106727,0.076849915"
65,"66,-0.9810447,0.15584682,-0.28762132,1.2103019,-1.7538031,9.572342,0.0017310713,0.015285807,-0.0050005177,-0.083105616,0.20106727,0.076849915"
66,"67,-0.9810447,0.15584682,-0.28762132,1.2103019,-1.7538031,9.572342,0.0017310713,0.015285807,-0.0050005177,-0.083105616,0.20106727,0.076849915"
67,"68,-0.97521126,0.15818882,-0.28502083,1.2280613,-1.8694197,9.548169,3.939092e-05,0.014109402,-0.0024315908,0.08271109,0.28251147,0.046563316"
68,"69,-0.97521126,0.15818882,-0.28502083,1.2280613,-1.8694197,9.548169,3.939092e-05,0.014109402,-0.0024315908,0.08271109,0.28251147,0.046563316"
69,"70,-0.97521126,0.15818882,-0.28502083,1.2280613,-1.8694197,9.548169,3.939092e-05,0.014109402,-0.0024315908,0.08271109,0.28251147,0.046563316"
70,"71,-0.97521126,0.15818882,-0.28502083,1.2280613,-1.8694197,9.548169,3.939092e-05,0.014109402,-0.0024315908,0.08271109,0.28251147,0.046563316"
71,"72,-0.97521126,0.15818882,-0.28502083,1.2280613,-1.8694197,9.548169,3.939092e-05,0.014109402,-0.0024315908,0.08271109,0.28251147,0.046563316"
72,"73,-0.9700914,0.15910736,-0.28182343,1.2364291,-1.9849596,9.523737,-0.00061428547,0.015871348,0.00046098023,0.013275637,0.139431,0.018690849"
73,"74,-0.9700914,0.15910736,-0.28182343,1.2364291,-1.9849596,9.523737,-0.00061428547,0.015871348,0.00046098023,0.013275637,0.139431,0.018690849"
74,"75,-0.9700914,0.15910736,-0.28182343,1.2364291,-1.9849596,9.523737,-0.00061428547,0.015871348,0.00046098023,0.013275637,0.139431,0.018690849"
75,"76,-0.9700914,0.15910736,-0.28182343,1.2364291,-1.9849596,9.523737,-0.00061428547,0.015871348,0.00046098023,0.013275637,0.139431,0.018690849"
76,"77,-0.9700914,0.15910736,-0.28182343,1.2364291,-1.9849596,9.523737,-0.00061428547,0.015871348,0.00046098023,0.013275637,0.139431,0.018690849"
77,"78,-0.9666753,0.15790544,-0.27787584,1.2310467,-2.0892053,9.502112,0.0010050008,0.0246502,0.0050707827,0.14598213,0.091219746,0.038939755"
78,"79,-0.9666753,0.15790544,-0.27787584,1.2310467,-2.0892053,9.502112,0.0010050008,0.0246502,0.0050707827,0.14598213,0.091219746,0.038939755"
79,"80,-0.9666753,0.15790544,-0.27787584,1.2310467,-2.0892053,9.502112,0.0010050008,0.0246502,0.0050707827,0.14598213,0.091219746,0.038939755"
80,"81,-0.9666753,0.15790544,-0.27787584,1.2310467,-2.0892053,9.502112,0.0010050008,0.0246502,0.0050707827,0.14598213,0.091219746,0.038939755"
81,"82,-0.9666753,0.15790544,-0.27787584,1.2310467,-2.0892053,9.502112,0.0010050008,0.0246502,0.0050707827,0.14598213,0.091219746,0.038939755"
82,"83,-0.9666753,0.15790544,-0.27787584,1.2310467,-2.0892053,9.502112,0.0010050008,0.0246502,0.0050707827,0.14598213,0.091219746,0.038939755"
83,"84,-0.96434295,0.15524058,-0.2732624,1.2161933,-2.1892488,9.48148,0.005669099,0.040103152,0.00983389,0.20987532,0.010733186,0.29407272"
84,"85,-0.96434295,0.15524058,-0.2732624,1.2161933,-2.1892488,9.48148,0.005669099,0.040103152,0.00983389,0.20987532,0.010733186,0.29407272"
85,"86,-0.96434295,0.15524058,-0.2732624,1.2161933,-2.1892488,9.48148,0.005669099,0.040103152,0.00983389,0.20987532,0.010733186,0.29407272"
86,"87,-0.96434295,0.15524058,-0.2732624,1.2161933,-2.1892488,9.48148,0.005669099,0.040103152,0.00983389,0.20987532,0.010733186,0.29407272"
87,"88,-0.96434295,0.15524058,-0.2732624,1.2161933,-2.1892488,9.48148,0.005669099,0.040103152,0.00983389,0.20987532,0.010733186,0.29407272"
88,"89,-0.96434295,0.15524058,-0.2732624,1.2161933,-2.1892488,9.48148,0.005669099,0.040103152,0.00983389,0.20987532,0.010733186,0.29407272"
89,"90,-0.9640399,0.15028161,-0.26819173,1.1853393,-2.2820535,9.463487,0.013725074,0.057579946,0.011804501,0.16768104,0.07546633,0.020847067"
90,"91,-0.9640399,0.15028161,-0.26819173,1.1853393,-2.2820535,9.463487,0.013725074,0.057579946,0.011804501,0.16768104,0.07546633,0.020847067"
91,"92,-0.9640399,0.15028161,-0.26819173,1.1853393,-2.2820535,9.463487,0.013725074,0.057579946,0.011804501,0.16768104,0.07546633,0.020847067"
92,"93,-0.9640399,0.15028161,-0.26819173,1.1853393,-2.2820535,9.463487,0.013725074,0.057579946,0.011804501,0.16768104,0.07546633,0.020847067"
93,"94,-0.9640399,0.15028161,-0.26819173,1.1853393,-2.2820535,9.463487,0.013725074,0.057579946,0.011804501,0.16768104,0.07546633,0.020847067"
94,"95,-0.9640399,0.15028161,-0.26819173,1.1853393,-2.2820535,9.463487,0.013725074,0.057579946,0.011804501,0.16768104,0.07546633,0.020847067"
95,"96,-0.96443206,0.14467163,-0.26247647,1.1502831,-2.3690903,9.446409,0.02289677,0.07101225,0.010060654,0.22024065,-0.00613494,0.046928745"
96,"97,-0.96443206,0.14467163,-0.26247647,1.1502831,-2.3690903,9.446409,0.02289677,0.07101225,0.010060654,0.22024065,-0.00613494,0.046928745"
97,"98,-0.96443206,0.14467163,-0.26247647,1.1502831,-2.3690903,9.446409,0.02289677,0.07101225,0.010060654,0.22024065,-0.00613494,0.046928745"
98,"99,-0.96443206,0.14467163,-0.26247647,1.1502831,-2.3690903,9.446409,0.02289677,0.07101225,0.010060654,0.22024065,-0.00613494,0.046928745"
99,"100,-0.96443206,0.14467163,-0.26247647,1.1502831,-2.3690903,9.446409,0.02289677,0.07101225,0.010060654,0.22024065,-0.00613494,0.046928745"
100,"101,-0.96443206,0.14467163,-0.26247647,1.1502831,-2.3690903,9.446409,0.02289677,0.07101225,0.010060654,0.22024065,-0.00613494,0.046928745"
101,"102,-0.96626294,0.13760492,-0.25639832,1.1042628,-2.4525838,9.430579,0.029400531,0.0775884,0.006122627,0.13745122,0.23722088,-0.3466406"
102,"103,-0.96626294,0.13760492,-0.25639832,1.1042628,-2.4525838,9.430579,0.029400531,0.0775884,0.006122627,0.13745122,0.23722088,-0.3466406"
103,"104,-0.96626294,0.13760492,-0.25639832,1.1042628,-2.4525838,9.430579,0.029400531,0.0775884,0.006122627,0.13745122,0.23722088,-0.3466406"
104,"105,-0.96626294,0.13760492,-0.25639832,1.1042628,-2.4525838,9.430579,0.029400531,0.0775884,0.006122627,0.13745122,0.23722088,-0.3466406"
105,"106,-0.96626294,0.13760492,-0.25639832,1.1042628,-2.4525838,9.430579,0.029400531,0.0775884,0.006122627,0.13745122,0.23722088,-0.3466406"
106,"107,-0.96626294,0.13760492,-0.25639832,1.1042628,-2.4525838,9.430579,0.029400531,0.0775884,0.006122627,0.13745122,0.23722088,-0.3466406"
107,"108,-0.96836454,0.1305424,-0.2501007,1.0576143,-2.5321023,9.414897,0.031685203,0.078664735,0.0017608806,0.17418572,0.04265544,0.02223947"
108,"109,-0.96836454,0.1305424,-0.2501007,1.0576143,-2.5321023,9.414897,0.031685203,0.078664735,0.0017608806,0.17418572,0.04265544,0.02223947"
109,"110,-0.96836454,0.1305424,-0.2501007,1.0576143,-2.5321023,9.414897,0.031685203,0.078664735,0.0017608806,0.17418572,0.04265544,0.02223947"
110,"111,-0.96836454,0.1305424,-0.2501007,1.0576143,-2.5321023,9.414897,0.031685203,0.078664735,0.0017608806,0.17418572,0.04265544,0.02223947"
111,"112,-0.96836454,0.1305424,-0.2501007,1.0576143,-2.5321023,9.414897,0.031685203,0.078664735,0.0017608806,0.17418572,0.04265544,0.02223947"
112,"113,-0.96836454,0.1305424,-0.2501007,1.0576143,-2.5321023,9.414897,0.031685203,0.078664735,0.0017608806,0.17418572,0.04265544,0.02223947"
113,"114,-0.9701517,0.12376546,-0.2437103,1.0120587,-2.6174688,9.396542,0.030655717,0.076053225,-0.0023517443,0.15001737,0.029072313,0.01158233"
114,"115,-0.9701517,0.12376546,-0.2437103,1.0120587,-2.6174688,9.396542,0.030655717,0.076053225,-0.0023517443,0.15001737,0.029072313,0.01158233"
115,"116,-0.9701517,0.12376546,-0.2437103,1.0120587,-2.6174688,9.396542,0.030655717,0.076053225,-0.0023517443,0.15001737,0.029072313,0.01158233"
116,"117,-0.9701517,0.12376546,-0.2437103,1.0120587,-2.6174688,9.396542,0.030655717,0.076053225,-0.0023517443,0.15001737,0.029072313,0.01158233"
117,"118,-0.9701517,0.12376546,-0.2437103,1.0120587,-2.6174688,9.396542,0.030655717,0.076053225,-0.0023517443,0.15001737,0.029072313,0.01158233"
118,"119,-0.9701517,0.12376546,-0.2437103,1.0120587,-2.6174688,9.396542,0.030655717,0.076053225,-0.0023517443,0.15001737,0.029072313,0.01158233"
119,"120,-0.97192323,0.11717758,-0.23723148,0.96703136,-2.7027574,9.377118,0.028163444,0.07128586,-0.0052730604,0.1205336,0.04868889,0.016435958"
120,"121,-0.97192323,0.11717758,-0.23723148,0.96703136,-2.7027574,9.377118,0.028163444,0.07128586,-0.0052730604,0.1205336,0.04868889,0.016435958"
121,"122,-0.97192323,0.11717758,-0.23723148,0.96703136,-2.7027574,9.377118,0.028163444,0.07128586,-0.0052730604,0.1205336,0.04868889,0.016435958"
122,"123,-0.97192323,0.11717758,-0.23723148,0.96703136,-2.7027574,9.377118,0.028163444,0.07128586,-0.0052730604,0.1205336,0.04868889,0.016435958"
123,"124,-0.97192323,0.11717758,-0.23723148,0.96703136,-2.7027574,9.377118,0.028163444,0.07128586,-0.0052730604,0.1205336,0.04868889,0.016435958"
124,"125,-0.97192323,0.11717758,-0.23723148,0.96703136,-2.7027574,9.377118,0.028163444,0.07128586,-0.0052730604,0.1205336,0.04868889,0.016435958"
125,"126,-0.9732468,0.11115799,-0.23054291,0.92567176,-2.7884345,9.356182,0.02488335,0.06488004,-0.006664518,0.119734325,-0.012761081,0.0055157566"
126,"127,-0.9732468,0.11115799,-0.23054291,0.92567176,-2.7884345,9.356182,0.02488335,0.06488004,-0.006664518,0.119734325,-0.012761081,0.0055157566"
127,"128,-0.9732468,0.11115799,-0.23054291,0.92567176,-2.7884345,9.356182,0.02488335,0.06488004,-0.006664518,0.119734325,-0.012761081,0.0055157566"
128,"129,-0.9732468,0.11115799,-0.23054291,0.92567176,-2.7884345,9.356182,0.02488335,0.06488004,-0.006664518,0.119734325,-0.012761081,0.0055157566"
129,"130,-0.9732468,0.11115799,-0.23054291,0.92567176,-2.7884345,9.356182,0.02488335,0.06488004,-0.006664518,0.119734325,-0.012761081,0.0055157566"
130,"131,-0.9732468,0.11115799,-0.23054291,0.92567176,-2.7884345,9.356182,0.02488335,0.06488004,-0.006664518,0.119734325,-0.012761081,0.0055157566"
131,"132,-0.9747869,0.10516752,-0.22399785,0.88349867,-2.872742,9.334729,0.021092242,0.057461772,-0.007312871,0.15253201,0.020622697,0.008210056"
132,"133,-0.9747869,0.10516752,-0.22399785,0.88349867,-2.872742,9.334729,0.021092242,0.057461772,-0.007312871,0.15253201,0.020622697,0.008210056"
133,"134,-0.9747869,0.10516752,-0.22399785,0.88349867,-2.872742,9.334729,0.021092242,0.057461772,-0.007312871,0.15253201,0.020622697,0.008210056"
134,"135,-0.9747869,0.10516752,-0.22399785,0.88349867,-2.872742,9.334729,0.021092242,0.057461772,-0.007312871,0.15253201,0.020622697,0.008210056"
135,"136,-0.9747869,0.10516752,-0.22399785,0.88349867,-2.872742,9.334729,0.021092242,0.057461772,-0.007312871,0.15253201,0.020622697,0.008210056"
136,"137,-0.9747869,0.10516752,-0.22399785,0.88349867,-2.872742,9.334729,0.021092242,0.057461772,-0.007312871,0.15253201,0.020622697,0.008210056"
137,"138,-0.9760809,0.09957699,-0.21758483,0.8434938,-2.957706,9.311868,0.0175428,0.050099928,-0.00787499,0.10940492,-0.0017054584,-0.002906422"
138,"139,-0.9760809,0.09957699,-0.21758483,0.8434938,-2.957706,9.311868,0.0175428,0.050099928,-0.00787499,0.10940492,-0.0017054584,-0.002906422"
139,"140,-0.9760809,0.09957699,-0.21758483,0.8434938,-2.957706,9.311868,0.0175428,0.050099928,-0.00787499,0.10940492,-0.0017054584,-0.002906422"
140,"141,-0.9760809,0.09957699,-0.21758483,0.8434938,-2.957706,9.311868,0.0175428,0.050099928,-0.00787499,0.10940492,-0.0017054584,-0.002906422"
141,"142,-0.9760809,0.09957699,-0.21758483,0.8434938,-2.957706,9.311868,0.0175428,0.050099928,-0.00787499,0.10940492,-0.0017054584,-0.002906422"
142,"143,-0.9760809,0.09957699,-0.21758483,0.8434938,-2.957706,9.311868,0.0175428,0.050099928,-0.00787499,0.10940492,-0.0017054584,-0.002906422"
143,"144,-0.9774445,0.09410805,-0.21125703,0.8035954,-3.042148,9.288162,0.01465981,0.0437186,-0.008152856,0.11705255,-0.0064083072,-0.003858541"
144,"145,-0.9774445,0.09410805,-0.21125703,0.8035954,-3.042148,9.288162,0.01465981,0.0437186,-0.008152856,0.11705255,-0.0064083072,-0.003858541"
145,"146,-0.9774445,0.09410805,-0.21125703,0.8035954,-3.042148,9.288162,0.01465981,0.0437186,-0.008152856,0.11705255,-0.0064083072,-0.003858541"
146,"147,-0.9774445,0.09410805,-0.21125703,0.8035954,-3.042148,9.288162,0.01465981,0.0437186,-0.008152856,0.11705255,-0.0064083072,-0.003858541"
147,"148,-0.9774445,0.09410805,-0.21125703,0.8035954,-3.042148,9.288162,0.01465981,0.0437186,-0.008152856,0.11705255,-0.0064083072,-0.003858541"
148,"149,-0.9774445,0.09410805,-0.21125703,0.8035954,-3.042148,9.288162,0.01465981,0.0437186,-0.008152856,0.11705255,-0.0064083072,-0.003858541"
149,"150,-0.9787666,0.08883507,-0.20497407,0.7644923,-3.126552,9.263402,0.012680682,0.038970396,-0.007766399,0.10525667,-0.020381434,0.00093918934"
150,"151,-0.9787666,0.08883507,-0.20497407,0.7644923,-3.126552,9.263402,0.012680682,0.038970396,-0.007766399,0.10525667,-0.020381434,0.00093918934"
151,"152,-0.9787666,0.08883507,-0.20497407,0.7644923,-3.126552,9.263402,0.012680682,0.038970396,-0.007766399,0.10525667,-0.020381434,0.00093918934"
152,"153,-0.9787666,0.08883507,-0.20497407,0.7644923,-3.126552,9.263402,0.012680682,0.038970396,-0.007766399,0.10525667,-0.020381434,0.00093918934"
153,"154,-0.9787666,0.08883507,-0.20497407,0.7644923,-3.126552,9.263402,0.012680682,0.038970396,-0.007766399,0.10525667,-0.020381434,0.00093918934"
154,"155,-0.9787666,0.08883507,-0.20497407,0.7644923,-3.126552,9.263402,0.012680682,0.038970396,-0.007766399,0.10525667,-0.020381434,0.00093918934"
155,"156,-0.98199093,0.08295946,-0.19984129,0.71900994,-3.1913218,9.244938,0.011465952,0.035526354,-0.006996679,0.10550148,-0.022102714,-0.0058241207"
156,"157,-0.98199093,0.08295946,-0.19984129,0.71900994,-3.1913218,9.244938,0.011465952,0.035526354,-0.006996679,0.10550148,-0.022102714,-0.0058241207"
157,"158,-0.98199093,0.08295946,-0.19984129,0.71900994,-3.1913218,9.244938,0.011465952,0.035526354,-0.006996679,0.10550148,-0.022102714,-0.0058241207"
158,"159,-0.98199093,0.08295946,-0.19984129,0.71900994,-3.1913218,9.244938,0.011465952,0.035526354,-0.006996679,0.10550148,-0.022102714,-0.0058241207"
159,"160,-0.98199093,0.08295946,-0.19984129,0.71900994,-3.1913218,9.244938,0.011465952,0.035526354,-0.006996679,0.10550148,-0.022102714,-0.0058241207"
160,"161,-0.98199093,0.08295946,-0.19984129,0.71900994,-3.1913218,9.244938,0.011465952,0.035526354,-0.006996679,0.10550148,-0.022102714,-0.0058241207"
161,"162,-0.98199093,0.08295946,-0.19984129,0.66741747,-3.2393835,9.232082,0.010420496,0.03254116,-0.006054491,0.09828986,-0.028466303,-0.0071345726"
162,"163,-0.98199093,0.08295946,-0.19984129,0.66741747,-3.2393835,9.232082,0.010420496,0.03254116,-0.006054491,0.09828986,-0.028466303,-0.0071345726"
163,"164,-0.98199093,0.08295946,-0.19984129,0.66741747,-3.2393835,9.232082,0.010420496,0.03254116,-0.006054491,0.09828986,-0.028466303,-0.0071345726"
164,"165,-0.98199093,0.08295946,-0.19984129,0.66741747,-3.2393835,9.232082,0.010420496,0.03254116,-0.006054491,0.09828986,-0.028466303,-0.0071345726"
165,"166,-0.98199093,0.08295946,-0.19984129,0.66741747,-3.2393835,9.232082,0.010420496,0.03254116,-0.006054491,0.09828986,-0.028466303,-0.0071345726"
