,Gravity X,Gravity Y,Gravity Z,User Acceleration X,User Acceleration Y,User Acceleration Z
0,3.161998,-2.924976,8.810032,3.1645079,-2.8869405,8.849854
1,3.161998,-2.924976,8.810032,3.1645079,-2.8869405,8.849854
2,3.161998,-2.924976,8.810032,3.1603205,-2.9096723,8.851051
3,3.161998,-2.924976,8.810032,3.1603205,-2.9096723,8.851051
4,3.1595173,-2.9116912,8.815322,3.1603205,-2.9096723,8.851051
5,3.1595173,-2.9116912,8.815322,3.1603205,-2.9096723,8.851051
6,3.1595173,-2.9116912,8.815322,3.1603205,-2.9096723,8.851051
7,3.1595173,-2.9116912,8.815322,3.1597223,-2.9102705,8.852845
8,3.1546261,-2.9096534,8.817745,3.1597223,-2.9102705,8.852845
9,3.1546261,-2.9096534,8.817745,3.1597223,-2.9102705,8.852845
10,3.1546261,-2.9096534,8.817745,3.1597223,-2.9102705,8.852845
11,3.1546261,-2.9096534,8.817745,3.1609187,-2.8965118,8.853444
12,3.1517007,-2.9052403,8.820247,3.1609187,-2.8965118,8.853444
13,3.1517007,-2.9052403,8.820247,3.1609187,-2.8965118,8.853444
14,3.1551611,-2.9023988,8.819944,3.1603205,-2.9180472,8.852845
15,3.1551611,-2.9023988,8.819944,3.1603205,-2.9180472,8.852845
16,3.1551611,-2.9023988,8.819944,3.1698918,-2.8899314,8.856435
17,3.156703,-2.8913996,8.823006,3.1698918,-2.8899314,8.856435
18,3.156703,-2.8913996,8.823006,3.1698918,-2.8899314,8.856435
19,3.156703,-2.8913996,8.823006,3.1698918,-2.8899314,8.856435
20,3.156703,-2.8913996,8.823006,3.1716864,-2.8552356,8.8701935
21,3.156703,-2.8913996,8.823006,3.1716864,-2.8552356,8.8701935
22,3.1560802,-2.8706565,8.829999,3.1716864,-2.8552356,8.8701935
23,3.1560802,-2.8706565,8.829999,3.1716864,-2.8552356,8.8701935
24,3.1560802,-2.8706565,8.829999,3.1716864,-2.8552356,8.8701935
25,3.1560802,-2.8706565,8.829999,3.1495528,-2.9030921,8.865408
26,3.1560802,-2.8706565,8.829999,3.1495528,-2.9030921,8.865408
27,3.1470401,-2.8812523,8.829774,3.1495528,-2.9030921,8.865408
28,3.1470401,-2.8812523,8.829774,3.1495528,-2.9030921,8.865408
29,3.1470401,-2.8812523,8.829774,3.1495528,-2.9030921,8.865408
30,3.1470401,-2.8812523,8.829774,3.1836505,-2.885744,8.857632
31,3.1470401,-2.8812523,8.829774,3.1836505,-2.885744,8.857632
32,3.1446698,-2.882448,8.830228,3.1836505,-2.885744,8.857632
33,3.1446698,-2.882448,8.830228,3.1836505,-2.885744,8.857632
34,3.1446698,-2.882448,8.830228,3.1836505,-2.885744,8.857632
35,3.1446698,-2.882448,8.830228,3.117848,-2.9114668,8.867801
