,"id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z"
352,"353,2.1527863,-0.081056654,0.10366848,-0.75164866,-4.1286297,8.863399,-0.0035654106,-0.0031576613,-0.0025923485,5.650593e-06,0.001939089,-0.002251099"
353,"354,2.1527863,-0.081056654,0.10366848,-0.75164866,-4.1286297,8.863399,-0.0035654106,-0.0031576613,-0.0025923485,5.650593e-06,0.001939089,-0.002251099"
354,"355,2.1527863,-0.081056654,0.10366848,-0.75164866,-4.1286297,8.863399,-0.0035654106,-0.0031576613,-0.0025923485,5.650593e-06,0.001939089,-0.002251099"
355,"356,2.1527863,-0.081056654,0.10366848,-0.75164866,-4.1286297,8.863399,-0.0035654106,-0.0031576613,-0.0025923485,5.650593e-06,0.001939089,-0.002251099"
356,"357,2.1527863,-0.081056654,0.10366848,-0.75164866,-4.1286297,8.863399,-0.0035654106,-0.0031576613,-0.0025923485,5.650593e-06,0.001939089,-0.002251099"
357,"358,2.1527863,-0.081056654,0.10366848,-0.750829,-4.128927,8.863328,0.0030320364,-0.00258809,-0.002325129,-0.00039890755,0.0004444161,0.0006703912"
358,"359,2.1527863,-0.081056654,0.10366848,-0.750829,-4.128927,8.863328,0.0030320364,-0.00258809,-0.002325129,-0.00039890755,0.0004444161,0.0006703912"
359,"360,2.1527863,-0.081056654,0.10366848,-0.750829,-4.128927,8.863328,0.0030320364,-0.00258809,-0.002325129,-0.00039890755,0.0004444161,0.0006703912"
360,"361,2.1527863,-0.081056654,0.10366848,-0.750829,-4.128927,8.863328,0.0030320364,-0.00258809,-0.002325129,-0.00039890755,0.0004444161,0.0006703912"
361,"362,2.1527863,-0.081056654,0.10366848,-0.750829,-4.128927,8.863328,0.0030320364,-0.00258809,-0.002325129,-0.00039890755,0.0004444161,0.0006703912"
362,"363,2.1527863,-0.081056654,0.10366848,-0.750829,-4.128927,8.863328,0.0030320364,-0.00258809,-0.002325129,-0.00039890755,0.0004444161,0.0006703912"
363,"364,2.1527863,-0.081056654,0.10366848,-0.750829,-4.128927,8.863328,0.0030320364,-0.00258809,-0.002325129,-0.00039890755,0.0004444161,0.0006703912"
364,"365,2.1527863,-0.081056654,0.10366848,-0.7495209,-4.1302304,8.862833,-0.0044160415,0.0019961614,-0.0016075755,-0.012956536,-0.0006646556,0.002084279"
365,"366,2.1527863,-0.081056654,0.10366848,-0.7495209,-4.1302304,8.862833,-0.0044160415,0.0019961614,-0.0016075755,-0.012956536,-0.0006646556,0.002084279"
366,"367,2.1527863,-0.081056654,0.10366848,-0.7495209,-4.1302304,8.862833,-0.0044160415,0.0019961614,-0.0016075755,-0.012956536,-0.0006646556,0.002084279"
367,"368,2.1527863,-0.081056654,0.10366848,-0.7495209,-4.1302304,8.862833,-0.0044160415,0.0019961614,-0.0016075755,-0.012956536,-0.0006646556,0.002084279"
368,"369,2.1527863,-0.081056654,0.10366848,-0.7495209,-4.1302304,8.862833,-0.0044160415,0.0019961614,-0.0016075755,-0.012956536,-0.0006646556,0.002084279"
369,"370,2.1527863,-0.081056654,0.10366848,-0.7495209,-4.1302304,8.862833,-0.0044160415,0.0019961614,-0.0016075755,-0.012956536,-0.0006646556,0.002084279"
370,"371,2.1527863,-0.081056654,0.10366848,-0.7480706,-4.1321354,8.862067,-0.004098785,0.0025284712,0.0030501348,-0.0084156655,0.016713263,0.004446786"
371,"372,2.1527863,-0.081056654,0.10366848,-0.7480706,-4.1321354,8.862067,-0.004098785,0.0025284712,0.0030501348,-0.0084156655,0.016713263,0.004446786"
372,"373,2.1527863,-0.081056654,0.10366848,-0.7480706,-4.1321354,8.862067,-0.004098785,0.0025284712,0.0030501348,-0.0084156655,0.016713263,0.004446786"
373,"374,2.1527863,-0.081056654,0.10366848,-0.7480706,-4.1321354,8.862067,-0.004098785,0.0025284712,0.0030501348,-0.0084156655,0.016713263,0.004446786"
374,"375,2.1527863,-0.081056654,0.10366848,-0.7480706,-4.1321354,8.862067,-0.004098785,0.0025284712,0.0030501348,-0.0084156655,0.016713263,0.004446786"
375,"376,2.1527863,-0.081056654,0.10366848,-0.7480706,-4.1321354,8.862067,-0.004098785,0.0025284712,0.0030501348,-0.0084156655,0.016713263,0.004446786"
376,"377,2.1527863,-0.081056654,0.10366848,-0.7440615,-4.1327868,8.862101,0.0005951223,0.00021611775,-0.00051846966,-0.0494967,0.020063665,-0.008240776"
377,"378,2.1527863,-0.081056654,0.10366848,-0.7440615,-4.1327868,8.862101,0.0005951223,0.00021611775,-0.00051846966,-0.0494967,0.020063665,-0.008240776"
378,"379,2.1527863,-0.081056654,0.10366848,-0.7440615,-4.1327868,8.862101,0.0005951223,0.00021611775,-0.00051846966,-0.0494967,0.020063665,-0.008240776"
379,"380,2.1527863,-0.081056654,0.10366848,-0.7440615,-4.1327868,8.862101,0.0005951223,0.00021611775,-0.00051846966,-0.0494967,0.020063665,-0.008240776"
380,"381,2.1527863,-0.081056654,0.10366848,-0.7440615,-4.1327868,8.862101,0.0005951223,0.00021611775,-0.00051846966,-0.0494967,0.020063665,-0.008240776"
381,"382,2.1527863,-0.081056654,0.10366848,-0.7440615,-4.1327868,8.862101,0.0005951223,0.00021611775,-0.00051846966,-0.0494967,0.020063665,-0.008240776"
382,"383,2.1527863,-0.081056654,0.10366848,-0.73866755,-4.134589,8.861711,-0.0034557548,0.003447238,0.0030139377,-0.039672684,-0.014288053,-0.007792423"
383,"384,2.1527863,-0.081056654,0.10366848,-0.73866755,-4.134589,8.861711,-0.0034557548,0.003447238,0.0030139377,-0.039672684,-0.014288053,-0.007792423"
384,"385,2.1527863,-0.081056654,0.10366848,-0.73866755,-4.134589,8.861711,-0.0034557548,0.003447238,0.0030139377,-0.039672684,-0.014288053,-0.007792423"
385,"386,2.1527863,-0.081056654,0.10366848,-0.73866755,-4.134589,8.861711,-0.0034557548,0.003447238,0.0030139377,-0.039672684,-0.014288053,-0.007792423"
386,"387,2.1527863,-0.081056654,0.10366848,-0.73866755,-4.134589,8.861711,-0.0034557548,0.003447238,0.0030139377,-0.039672684,-0.014288053,-0.007792423"
387,"388,2.1527863,-0.081056654,0.10366848,-0.73866755,-4.134589,8.861711,-0.0034557548,0.003447238,0.0030139377,-0.039672684,-0.014288053,-0.007792423"
388,"389,2.1527863,-0.081056654,0.10366848,-0.73084974,-4.1401887,8.859745,-0.00030661043,0.00042797704,-0.0024699173,-0.04229256,0.03688124,0.021782173"
389,"390,2.1527863,-0.081056654,0.10366848,-0.73084974,-4.1401887,8.859745,-0.00030661043,0.00042797704,-0.0024699173,-0.04229256,0.03688124,0.021782173"
390,"391,2.1527863,-0.081056654,0.10366848,-0.73084974,-4.1401887,8.859745,-0.00030661043,0.00042797704,-0.0024699173,-0.04229256,0.03688124,0.021782173"
391,"392,2.1527863,-0.081056654,0.10366848,-0.73084974,-4.1401887,8.859745,-0.00030661043,0.00042797704,-0.0024699173,-0.04229256,0.03688124,0.021782173"
392,"393,2.1527863,-0.081056654,0.10366848,-0.73084974,-4.1401887,8.859745,-0.00030661043,0.00042797704,-0.0024699173,-0.04229256,0.03688124,0.021782173"
393,"394,2.1527863,-0.081056654,0.10366848,-0.73084974,-4.1401887,8.859745,-0.00030661043,0.00042797704,-0.0024699173,-0.04229256,0.03688124,0.021782173"
394,"395,2.1527863,-0.081056654,0.10366848,-0.72157085,-4.148817,8.856469,-0.0030331009,-0.0034823704,-0.0024752403,-0.015476652,0.07407463,0.022424469"
395,"396,2.1527863,-0.081056654,0.10366848,-0.72157085,-4.148817,8.856469,-0.0030331009,-0.0034823704,-0.0024752403,-0.015476652,0.07407463,0.022424469"
396,"397,2.1527863,-0.081056654,0.10366848,-0.72157085,-4.148817,8.856469,-0.0030331009,-0.0034823704,-0.0024752403,-0.015476652,0.07407463,0.022424469"
397,"398,2.1527863,-0.081056654,0.10366848,-0.72157085,-4.148817,8.856469,-0.0030331009,-0.0034823704,-0.0024752403,-0.015476652,0.07407463,0.022424469"
398,"399,2.1527863,-0.081056654,0.10366848,-0.72157085,-4.148817,8.856469,-0.0030331009,-0.0034823704,-0.0024752403,-0.015476652,0.07407463,0.022424469"
399,"400,2.1527863,-0.081056654,0.10366848,-0.72157085,-4.148817,8.856469,-0.0030331009,-0.0034823704,-0.0024752403,-0.015476652,0.07407463,0.022424469"
400,"401,2.1527863,-0.081056654,0.10366848,-0.71019703,-4.1608133,8.851759,0.0013573898,0.0016043816,0.0019993554,-0.07484339,0.063577555,0.018527528"
401,"402,2.1527863,-0.081056654,0.10366848,-0.71019703,-4.1608133,8.851759,0.0013573898,0.0016043816,0.0019993554,-0.07484339,0.063577555,0.018527528"
402,"403,2.1527863,-0.081056654,0.10366848,-0.71019703,-4.1608133,8.851759,0.0013573898,0.0016043816,0.0019993554,-0.07484339,0.063577555,0.018527528"
403,"404,2.1527863,-0.081056654,0.10366848,-0.71019703,-4.1608133,8.851759,0.0013573898,0.0016043816,0.0019993554,-0.07484339,0.063577555,0.018527528"
404,"405,2.1527863,-0.081056654,0.10366848,-0.71019703,-4.1608133,8.851759,0.0013573898,0.0016043816,0.0019993554,-0.07484339,0.063577555,0.018527528"
405,"406,2.1527863,-0.081056654,0.10366848,-0.71019703,-4.1608133,8.851759,0.0013573898,0.0016043816,0.0019993554,-0.07484339,0.063577555,0.018527528"
406,"407,2.1527863,-0.081056654,0.10366848,-0.6914962,-4.174349,8.846866,0.0035004688,0.00035664754,-0.003127852,-0.11100999,0.04023266,0.03755328"
407,"408,2.1527863,-0.081056654,0.10366848,-0.6914962,-4.174349,8.846866,0.0035004688,0.00035664754,-0.003127852,-0.11100999,0.04023266,0.03755328"
408,"409,2.1527863,-0.081056654,0.10366848,-0.6914962,-4.174349,8.846866,0.0035004688,0.00035664754,-0.003127852,-0.11100999,0.04023266,0.03755328"
409,"410,2.1527863,-0.081056654,0.10366848,-0.6914962,-4.174349,8.846866,0.0035004688,0.00035664754,-0.003127852,-0.11100999,0.04023266,0.03755328"
410,"411,2.1527863,-0.081056654,0.10366848,-0.6914962,-4.174349,8.846866,0.0035004688,0.00035664754,-0.003127852,-0.11100999,0.04023266,0.03755328"
411,"412,2.1527863,-0.081056654,0.10366848,-0.6914962,-4.174349,8.846866,0.0035004688,0.00035664754,-0.003127852,-0.11100999,0.04023266,0.03755328"
412,"413,2.1450458,-0.07210177,0.108984135,-0.66938704,-4.1900496,8.841142,0.0020121308,-0.0018790534,-0.0025550867,-0.097041525,0.010321556,-0.016722742"
413,"414,2.1450458,-0.07210177,0.108984135,-0.66938704,-4.1900496,8.841142,0.0020121308,-0.0018790534,-0.0025550867,-0.097041525,0.010321556,-0.016722742"
414,"415,2.1450458,-0.07210177,0.108984135,-0.66938704,-4.1900496,8.841142,0.0020121308,-0.0018790534,-0.0025550867,-0.097041525,0.010321556,-0.016722742"
415,"416,2.1450458,-0.07210177,0.108984135,-0.66938704,-4.1900496,8.841142,0.0020121308,-0.0018790534,-0.0025550867,-0.097041525,0.010321556,-0.016722742"
416,"417,2.1450458,-0.07210177,0.108984135,-0.66938704,-4.1900496,8.841142,0.0020121308,-0.0018790534,-0.0025550867,-0.097041525,0.010321556,-0.016722742"
417,"418,2.1450458,-0.07210177,0.108984135,-0.66938704,-4.1900496,8.841142,0.0020121308,-0.0018790534,-0.0025550867,-0.097041525,0.010321556,-0.016722742"
418,"419,2.1450458,-0.07210177,0.108984135,-0.6501081,-4.2080956,8.834007,-0.002926639,-0.004389426,-0.0007878184,-0.035038244,0.07681803,0.02648026"
419,"420,2.1450458,-0.07210177,0.108984135,-0.6501081,-4.2080956,8.834007,-0.002926639,-0.004389426,-0.0007878184,-0.035038244,0.07681803,0.02648026"
420,"421,2.1450458,-0.07210177,0.108984135,-0.6501081,-4.2080956,8.834007,-0.002926639,-0.004389426,-0.0007878184,-0.035038244,0.07681803,0.02648026"
421,"422,2.1450458,-0.07210177,0.108984135,-0.6501081,-4.2080956,8.834007,-0.002926639,-0.004389426,-0.0007878184,-0.035038244,0.07681803,0.02648026"
422,"423,2.1450458,-0.07210177,0.108984135,-0.6501081,-4.2080956,8.834007,-0.002926639,-0.004389426,-0.0007878184,-0.035038244,0.07681803,0.02648026"
423,"424,2.1450458,-0.07210177,0.108984135,-0.6501081,-4.2080956,8.834007,-0.002926639,-0.004389426,-0.0007878184,-0.035038244,0.07681803,0.02648026"
424,"425,2.1450458,-0.07210177,0.108984135,-0.6308728,-4.22533,8.827172,0.0020515218,-0.004435205,0.004294675,-0.015993463,0.05748906,0.024807295"
425,"426,2.1450458,-0.07210177,0.108984135,-0.6308728,-4.22533,8.827172,0.0020515218,-0.004435205,0.004294675,-0.015993463,0.05748906,0.024807295"
426,"427,2.1450458,-0.07210177,0.108984135,-0.6308728,-4.22533,8.827172,0.0020515218,-0.004435205,0.004294675,-0.015993463,0.05748906,0.024807295"
427,"428,2.1450458,-0.07210177,0.108984135,-0.6308728,-4.22533,8.827172,0.0020515218,-0.004435205,0.004294675,-0.015993463,0.05748906,0.024807295"
428,"429,2.1450458,-0.07210177,0.108984135,-0.6308728,-4.22533,8.827172,0.0020515218,-0.004435205,0.004294675,-0.015993463,0.05748906,0.024807295"
429,"430,2.1450458,-0.07210177,0.108984135,-0.6308728,-4.22533,8.827172,0.0020515218,-0.004435205,0.004294675,-0.015993463,0.05748906,0.024807295"
430,"431,2.1450458,-0.07210177,0.108984135,-0.6117971,-4.2424326,8.820309,-0.00261577,0.0011412721,0.00401468,0.003035049,0.050864525,0.009464221"
431,"432,2.1450458,-0.07210177,0.108984135,-0.6117971,-4.2424326,8.820309,-0.00261577,0.0011412721,0.00401468,0.003035049,0.050864525,0.009464221"
432,"433,2.1450458,-0.07210177,0.108984135,-0.6117971,-4.2424326,8.820309,-0.00261577,0.0011412721,0.00401468,0.003035049,0.050864525,0.009464221"
433,"434,2.1450458,-0.07210177,0.108984135,-0.6117971,-4.2424326,8.820309,-0.00261577,0.0011412721,0.00401468,0.003035049,0.050864525,0.009464221"
434,"435,2.1450458,-0.07210177,0.108984135,-0.6117971,-4.2424326,8.820309,-0.00261577,0.0011412721,0.00401468,0.003035049,0.050864525,0.009464221"
435,"436,2.1450458,-0.07210177,0.108984135,-0.6117971,-4.2424326,8.820309,-0.00261577,0.0011412721,0.00401468,0.003035049,0.050864525,0.009464221"
436,"437,2.1368055,-0.06424702,0.117434666,-0.59485394,-4.258718,8.813617,0.0023687785,-0.00090492656,0.0031321105,-0.03721564,0.045299526,0.022449259"
437,"438,2.1368055,-0.06424702,0.117434666,-0.59485394,-4.258718,8.813617,0.0023687785,-0.00090492656,0.0031321105,-0.03721564,0.045299526,0.022449259"
438,"439,2.1368055,-0.06424702,0.117434666,-0.59485394,-4.258718,8.813617,0.0023687785,-0.00090492656,0.0031321105,-0.03721564,0.045299526,0.022449259"
439,"440,2.1368055,-0.06424702,0.117434666,-0.59485394,-4.258718,8.813617,0.0023687785,-0.00090492656,0.0031321105,-0.03721564,0.045299526,0.022449259"
440,"441,2.1368055,-0.06424702,0.117434666,-0.59485394,-4.258718,8.813617,0.0023687785,-0.00090492656,0.0031321105,-0.03721564,0.045299526,0.022449259"
441,"442,2.1368055,-0.06424702,0.117434666,-0.59485394,-4.258718,8.813617,0.0023687785,-0.00090492656,0.0031321105,-0.03721564,0.045299526,0.022449259"
442,"443,2.1368055,-0.06424702,0.117434666,-0.5836775,-4.275536,8.80622,-0.0014691749,-0.0013094819,-0.0045842514,-0.013134982,0.04944252,0.017302237"
443,"444,2.1368055,-0.06424702,0.117434666,-0.5836775,-4.275536,8.80622,-0.0014691749,-0.0013094819,-0.0045842514,-0.013134982,0.04944252,0.017302237"
444,"445,2.1368055,-0.06424702,0.117434666,-0.5836775,-4.275536,8.80622,-0.0014691749,-0.0013094819,-0.0045842514,-0.013134982,0.04944252,0.017302237"
445,"446,2.1368055,-0.06424702,0.117434666,-0.5836775,-4.275536,8.80622,-0.0014691749,-0.0013094819,-0.0045842514,-0.013134982,0.04944252,0.017302237"
446,"447,2.1368055,-0.06424702,0.117434666,-0.5836775,-4.275536,8.80622,-0.0014691749,-0.0013094819,-0.0045842514,-0.013134982,0.04944252,0.017302237"
447,"448,2.1368055,-0.06424702,0.117434666,-0.5836775,-4.275536,8.80622,-0.0014691749,-0.0013094819,-0.0045842514,-0.013134982,0.04944252,0.017302237"
448,"449,2.1368055,-0.06424702,0.117434666,-0.577186,-4.2941546,8.797584,0.004829114,-0.0047492674,0.0049643205,-0.014425718,0.044127803,0.013981293"
449,"450,2.1368055,-0.06424702,0.117434666,-0.577186,-4.2941546,8.797584,0.004829114,-0.0047492674,0.0049643205,-0.014425718,0.044127803,0.013981293"
450,"451,2.1368055,-0.06424702,0.117434666,-0.577186,-4.2941546,8.797584,0.004829114,-0.0047492674,0.0049643205,-0.014425718,0.044127803,0.013981293"
451,"452,2.1368055,-0.06424702,0.117434666,-0.577186,-4.2941546,8.797584,0.004829114,-0.0047492674,0.0049643205,-0.014425718,0.044127803,0.013981293"
452,"453,2.1368055,-0.06424702,0.117434666,-0.577186,-4.2941546,8.797584,0.004829114,-0.0047492674,0.0049643205,-0.014425718,0.044127803,0.013981293"
453,"454,2.1368055,-0.06424702,0.117434666,-0.577186,-4.2941546,8.797584,0.004829114,-0.0047492674,0.0049643205,-0.014425718,0.044127803,0.013981293"
454,"455,2.1368055,-0.06424702,0.117434666,-0.5675016,-4.312032,8.789465,-0.004008292,-0.0023325812,-0.0034994043,-0.013926636,0.03498371,0.022915985"
455,"456,2.1368055,-0.06424702,0.117434666,-0.5675016,-4.312032,8.789465,-0.004008292,-0.0023325812,-0.0034994043,-0.013926636,0.03498371,0.022915985"
456,"457,2.1368055,-0.06424702,0.117434666,-0.5675016,-4.312032,8.789465,-0.004008292,-0.0023325812,-0.0034994043,-0.013926636,0.03498371,0.022915985"
457,"458,2.1368055,-0.06424702,0.117434666,-0.5675016,-4.312032,8.789465,-0.004008292,-0.0023325812,-0.0034994043,-0.013926636,0.03498371,0.022915985"
458,"459,2.1368055,-0.06424702,0.117434666,-0.5675016,-4.312032,8.789465,-0.004008292,-0.0023325812,-0.0034994043,-0.013926636,0.03498371,0.022915985"
459,"460,2.1368055,-0.06424702,0.117434666,-0.5675016,-4.312032,8.789465,-0.004008292,-0.0023325812,-0.0034994043,-0.013926636,0.03498371,0.022915985"
460,"461,2.1340685,-0.060574226,0.12299761,-0.55919677,-4.3296833,8.781317,0.0037229743,-0.0033972007,-0.0007537506,-0.014544411,0.03757744,0.014275561"
461,"462,2.1340685,-0.060574226,0.12299761,-0.55919677,-4.3296833,8.781317,0.0037229743,-0.0033972007,-0.0007537506,-0.014544411,0.03757744,0.014275561"
462,"463,2.1340685,-0.060574226,0.12299761,-0.55919677,-4.3296833,8.781317,0.0037229743,-0.0033972007,-0.0007537506,-0.014544411,0.03757744,0.014275561"
463,"464,2.1340685,-0.060574226,0.12299761,-0.55919677,-4.3296833,8.781317,0.0037229743,-0.0033972007,-0.0007537506,-0.014544411,0.03757744,0.014275561"
464,"465,2.1340685,-0.060574226,0.12299761,-0.55919677,-4.3296833,8.781317,0.0037229743,-0.0033972007,-0.0007537506,-0.014544411,0.03757744,0.014275561"
465,"466,2.1340685,-0.060574226,0.12299761,-0.55919677,-4.3296833,8.781317,0.0037229743,-0.0033972007,-0.0007537506,-0.014544411,0.03757744,0.014275561"
466,"467,2.1340685,-0.060574226,0.12299761,-0.5508043,-4.347063,8.773257,-0.0017332005,0.00032683817,0.0027030688,-0.013688911,0.044591855,0.0061322907"
467,"468,2.1340685,-0.060574226,0.12299761,-0.5508043,-4.347063,8.773257,-0.0017332005,0.00032683817,0.0027030688,-0.013688911,0.044591855,0.0061322907"
468,"469,2.1340685,-0.060574226,0.12299761,-0.5508043,-4.347063,8.773257,-0.0017332005,0.00032683817,0.0027030688,-0.013688911,0.044591855,0.0061322907"
469,"470,2.1340685,-0.060574226,0.12299761,-0.5508043,-4.347063,8.773257,-0.0017332005,0.00032683817,0.0027030688,-0.013688911,0.044591855,0.0061322907"
470,"471,2.1340685,-0.060574226,0.12299761,-0.5508043,-4.347063,8.773257,-0.0017332005,0.00032683817,0.0027030688,-0.013688911,0.044591855,0.0061322907"
471,"472,2.1340685,-0.060574226,0.12299761,-0.5508043,-4.347063,8.773257,-0.0017332005,0.00032683817,0.0027030688,-0.013688911,0.044591855,0.0061322907"
472,"473,2.1340685,-0.060574226,0.12299761,-0.54139346,-4.3636603,8.7656,9.5815754e-05,-0.0007377813,-0.00025870252,-0.005895999,0.03411393,0.016090265"
473,"474,2.1340685,-0.060574226,0.12299761,-0.54139346,-4.3636603,8.7656,9.5815754e-05,-0.0007377813,-0.00025870252,-0.005895999,0.03411393,0.016090265"
474,"475,2.1340685,-0.060574226,0.12299761,-0.54139346,-4.3636603,8.7656,9.5815754e-05,-0.0007377813,-0.00025870252,-0.005895999,0.03411393,0.016090265"
475,"476,2.1340685,-0.060574226,0.12299761,-0.54139346,-4.3636603,8.7656,9.5815754e-05,-0.0007377813,-0.00025870252,-0.005895999,0.03411393,0.016090265"
476,"477,2.1340685,-0.060574226,0.12299761,-0.54139346,-4.3636603,8.7656,9.5815754e-05,-0.0007377813,-0.00025870252,-0.005895999,0.03411393,0.016090265"
477,"478,2.1340685,-0.060574226,0.12299761,-0.54139346,-4.3636603,8.7656,9.5815754e-05,-0.0007377813,-0.00025870252,-0.005895999,0.03411393,0.016090265"
478,"479,2.1340685,-0.060574226,0.12299761,-0.532111,-4.380373,8.757829,0.0031991815,-0.002467788,-0.004737557,-0.007878461,0.028993497,0.010416923"
479,"480,2.1340685,-0.060574226,0.12299761,-0.532111,-4.380373,8.757829,0.0031991815,-0.002467788,-0.004737557,-0.007878461,0.028993497,0.010416923"
480,"481,2.1340685,-0.060574226,0.12299761,-0.532111,-4.380373,8.757829,0.0031991815,-0.002467788,-0.004737557,-0.007878461,0.028993497,0.010416923"
481,"482,2.1340685,-0.060574226,0.12299761,-0.532111,-4.380373,8.757829,0.0031991815,-0.002467788,-0.004737557,-0.007878461,0.028993497,0.010416923"
482,"483,2.1340685,-0.060574226,0.12299761,-0.532111,-4.380373,8.757829,0.0031991815,-0.002467788,-0.004737557,-0.007878461,0.028993497,0.010416923"
483,"484,2.1340685,-0.060574226,0.12299761,-0.532111,-4.380373,8.757829,0.0031991815,-0.002467788,-0.004737557,-0.007878461,0.028993497,0.010416923"
484,"485,2.1311088,-0.05685036,0.12949173,-0.5228401,-4.397054,8.750025,0.0017161666,0.00044075245,-0.0003598414,-0.0049809553,0.034126665,0.0037640485"
485,"486,2.1311088,-0.05685036,0.12949173,-0.5228401,-4.397054,8.750025,0.0017161666,0.00044075245,-0.0003598414,-0.0049809553,0.034126665,0.0037640485"
486,"487,2.1311088,-0.05685036,0.12949173,-0.5228401,-4.397054,8.750025,0.0017161666,0.00044075245,-0.0003598414,-0.0049809553,0.034126665,0.0037640485"
487,"488,2.1311088,-0.05685036,0.12949173,-0.5228401,-4.397054,8.750025,0.0017161666,0.00044075245,-0.0003598414,-0.0049809553,0.034126665,0.0037640485"
488,"489,2.1311088,-0.05685036,0.12949173,-0.5228401,-4.397054,8.750025,0.0017161666,0.00044075245,-0.0003598414,-0.0049809553,0.034126665,0.0037640485"
489,"490,2.1311088,-0.05685036,0.12949173,-0.5228401,-4.397054,8.750025,0.0017161666,0.00044075245,-0.0003598414,-0.0049809553,0.034126665,0.0037640485"
490,"491,2.1311088,-0.05685036,0.12949173,-0.5139469,-4.413978,8.742027,0.0025306004,0.001577766,0.0024794987,-0.0050506396,0.027520357,0.008318062"
491,"492,2.1311088,-0.05685036,0.12949173,-0.5139469,-4.413978,8.742027,0.0025306004,0.001577766,0.0024794987,-0.0050506396,0.027520357,0.008318062"
492,"493,2.1311088,-0.05685036,0.12949173,-0.5139469,-4.413978,8.742027,0.0025306004,0.001577766,0.0024794987,-0.0050506396,0.027520357,0.008318062"
493,"494,2.1311088,-0.05685036,0.12949173,-0.5139469,-4.413978,8.742027,0.0025306004,0.001577766,0.0024794987,-0.0050506396,0.027520357,0.008318062"
494,"495,2.1311088,-0.05685036,0.12949173,-0.5139469,-4.413978,8.742027,0.0025306004,0.001577766,0.0024794987,-0.0050506396,0.027520357,0.008318062"
495,"496,2.1311088,-0.05685036,0.12949173,-0.5139469,-4.413978,8.742027,0.0025306004,0.001577766,0.0024794987,-0.0050506396,0.027520357,0.008318062"
496,"497,2.1311088,-0.05685036,0.12949173,-0.504236,-4.4310775,8.733938,0.0030778148,0.00027573644,-0.002907476,0.00033228524,0.021384275,0.005541032"
497,"498,2.1311088,-0.05685036,0.12949173,-0.504236,-4.4310775,8.733938,0.0030778148,0.00027573644,-0.002907476,0.00033228524,0.021384275,0.005541032"
498,"499,2.1311088,-0.05685036,0.12949173,-0.504236,-4.4310775,8.733938,0.0030778148,0.00027573644,-0.002907476,0.00033228524,0.021384275,0.005541032"
499,"500,2.1311088,-0.05685036,0.12949173,-0.504236,-4.4310775,8.733938,0.0030778148,0.00027573644,-0.002907476,0.00033228524,0.021384275,0.005541032"
500,"501,2.1311088,-0.05685036,0.12949173,-0.504236,-4.4310775,8.733938,0.0030778148,0.00027573644,-0.002907476,0.00033228524,0.021384275,0.005541032"
501,"502,2.1311088,-0.05685036,0.12949173,-0.504236,-4.4310775,8.733938,0.0030778148,0.00027573644,-0.002907476,0.00033228524,0.021384275,0.005541032"
502,"503,2.1311088,-0.05685036,0.12949173,-0.49441072,-4.448608,8.725586,-0.0012732849,0.0013946515,-0.004119013,0.00035761268,0.029359557,0.0012728295"
503,"504,2.1311088,-0.05685036,0.12949173,-0.49441072,-4.448608,8.725586,-0.0012732849,0.0013946515,-0.004119013,0.00035761268,0.029359557,0.0012728295"
504,"505,2.1311088,-0.05685036,0.12949173,-0.49441072,-4.448608,8.725586,-0.0012732849,0.0013946515,-0.004119013,0.00035761268,0.029359557,0.0012728295"
505,"506,2.1311088,-0.05685036,0.12949173,-0.49441072,-4.448608,8.725586,-0.0012732849,0.0013946515,-0.004119013,0.00035761268,0.029359557,0.0012728295"
506,"507,2.1311088,-0.05685036,0.12949173,-0.49441072,-4.448608,8.725586,-0.0012732849,0.0013946515,-0.004119013,0.00035761268,0.029359557,0.0012728295"
507,"508,2.1311088,-0.05685036,0.12949173,-0.49441072,-4.448608,8.725586,-0.0012732849,0.0013946515,-0.004119013,0.00035761268,0.029359557,0.0012728295"
508,"509,2.128487,-0.052920394,0.13620259,-0.484696,-4.4662733,8.717101,0.0043936847,-0.0017757853,0.00081017544,0.00085978635,0.02072521,0.0028484822"
509,"510,2.128487,-0.052920394,0.13620259,-0.484696,-4.4662733,8.717101,0.0043936847,-0.0017757853,0.00081017544,0.00085978635,0.02072521,0.0028484822"
510,"511,2.128487,-0.052920394,0.13620259,-0.484696,-4.4662733,8.717101,0.0043936847,-0.0017757853,0.00081017544,0.00085978635,0.02072521,0.0028484822"
511,"512,2.128487,-0.052920394,0.13620259,-0.484696,-4.4662733,8.717101,0.0043936847,-0.0017757853,0.00081017544,0.00085978635,0.02072521,0.0028484822"
512,"513,2.128487,-0.052920394,0.13620259,-0.484696,-4.4662733,8.717101,0.0043936847,-0.0017757853,0.00081017544,0.00085978635,0.02072521,0.0028484822"
513,"514,2.128487,-0.052920394,0.13620259,-0.484696,-4.4662733,8.717101,0.0043936847,-0.0017757853,0.00081017544,0.00085978635,0.02072521,0.0028484822"
514,"515,2.128487,-0.052920394,0.13620259,-0.47535053,-4.483749,8.708641,-0.0019141858,-0.00087831105,-0.0032268616,-0.0040449374,0.016503232,0.0049147764"
