,Gravity X,Gravity Y,Gravity Z,User Acceleration X,User Acceleration Y,User Acceleration Z
0,1.7617583,-9.640928,-0.3451132,1.8173488,-9.965508,-0.37268212
1,1.7617583,-9.640928,-0.3451132,1.7886349,-9.970892,-0.37567315
2,1.7617583,-9.640928,-0.3451132,1.7886349,-9.970892,-0.37567315
3,1.7617583,-9.640928,-0.3451132,1.7886349,-9.970892,-0.37567315
4,1.7533259,-9.641977,-0.3584734,1.7886349,-9.970892,-0.37567315
5,1.7533259,-9.641977,-0.3584734,1.8143578,-9.960124,-0.33559337
6,1.7533259,-9.641977,-0.3584734,1.8143578,-9.960124,-0.33559337
7,1.7533259,-9.641977,-0.3584734,1.8143578,-9.960124,-0.33559337
8,1.7539719,-9.642538,-0.33972925,1.8143578,-9.960124,-0.33559337
9,1.7539719,-9.642538,-0.33972925,1.8311075,-9.954741,-0.36430725
10,1.7539719,-9.642538,-0.33972925,1.8311075,-9.954741,-0.36430725
11,1.7539719,-9.642538,-0.33972925,1.8311075,-9.954741,-0.36430725
12,1.7617971,-9.641168,-0.33814785,1.8311075,-9.954741,-0.36430725
13,1.7617971,-9.641168,-0.33814785,1.8263218,-9.961321,-0.34396824
14,1.7617971,-9.641168,-0.33814785,1.8263218,-9.961321,-0.34396824
15,1.7617971,-9.641168,-0.33814785,1.8263218,-9.961321,-0.34396824
16,1.7617971,-9.641168,-0.33814785,1.8263218,-9.961321,-0.34396824
17,1.765231,-9.640787,-0.33102593,1.8263218,-9.961321,-0.34396824
18,1.765231,-9.640787,-0.33102593,1.805983,-9.96491,-0.29910284
19,1.765231,-9.640787,-0.33102593,1.805983,-9.96491,-0.29910284
20,1.765231,-9.640787,-0.33102593,1.805983,-9.96491,-0.29910284
21,1.765231,-9.640787,-0.33102593,1.805983,-9.96491,-0.29910284
22,1.7596787,-9.642291,-0.31645542,1.8263218,-9.952946,-0.33379877
23,1.7596787,-9.642291,-0.31645542,1.8263218,-9.952946,-0.33379877
24,1.7596787,-9.642291,-0.31645542,1.8263218,-9.952946,-0.33379877
25,1.7596787,-9.642291,-0.31645542,1.8263218,-9.952946,-0.33379877
26,1.7623637,-9.641541,-0.32429913,1.8263218,-9.952946,-0.33379877
27,1.7623637,-9.641541,-0.32429913,1.8065811,-9.955936,-0.33140594
28,1.7623637,-9.641541,-0.32429913,1.8065811,-9.955936,-0.33140594
29,1.7623637,-9.641541,-0.32429913,1.8065811,-9.955936,-0.33140594
30,1.7623637,-9.641541,-0.32429913,1.8065811,-9.955936,-0.33140594
31,1.7587929,-9.642174,-0.32484213,1.8287147,-9.961321,-0.34337005
32,1.7587929,-9.642174,-0.32484213,1.8287147,-9.961321,-0.34337005
33,1.7587929,-9.642174,-0.32484213,1.8287147,-9.961321,-0.34337005
34,1.7587929,-9.642174,-0.32484213,1.8287147,-9.961321,-0.34337005
35,1.7568218,-9.642127,-0.33667088,1.8287147,-9.961321,-0.34337005
36,1.7568218,-9.642127,-0.33667088,1.8089739,-9.963714,-0.32841492
37,1.7568218,-9.642127,-0.33667088,1.8089739,-9.963714,-0.32841492
38,1.7568218,-9.642127,-0.33667088,1.8089739,-9.963714,-0.32841492
