Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z
0.3709489,-0.53061813,-0.34636676,-1.334479,-9.585173,1.5855657,-0.07832512,-0.66509444,0.09561028,0.15660727,-1.2662392,0.61052096
0.33750838,-0.55203736,-0.30490798,-1.3247405,-9.584891,1.595402,-0.07324901,-0.6276688,0.09337778,0.17081082,0.81164455,1.7020166
0.3098575,-0.56689787,-0.271232,-1.3202722,-9.58132,1.6203581,-0.058883037,-0.534061,0.082207784,-0.92541265,0.40584755,2.3282828
0.28627563,-0.5783384,-0.24406023,-1.2960565,-9.581439,1.6391027,-0.034582034,-0.41081324,0.066660084,0.86996365,-0.28835106,-0.46294522
0.26518658,-0.58720183,-0.22025278,-1.2725224,-9.580199,1.6645833,-0.0061843744,-0.28858107,0.05290733,-0.25011408,1.4725399,0.07660532
0.24502859,-0.59398705,-0.19771752,-1.2543446,-9.574756,1.7091126,0.012677489,-0.19134618,0.04441699,-0.31138754,0.514205,0.5540116
0.22404094,-0.60047436,-0.17649296,-1.2040734,-9.573784,1.7502171,0.0144043015,-0.1315497,0.041591488,2.4778624,-2.08208,-1.0481112
0.20250854,-0.6063183,-0.15470412,-1.1522089,-9.572429,1.792037,0.0061087864,-0.10804078,0.04249535,0.54415685,0.5693388,0.6530466
0.18062857,-0.6112272,-0.13202457,-1.1068056,-9.568835,1.8392308,-8.516956e-06,-0.10970584,0.043620653,-0.6744045,-0.051958084,1.7646456
0.15897,-0.61547095,-0.10903401,-1.0665945,-9.565205,1.8813866,0.001429784,-0.12458603,0.04342157,0.13293117,-0.18487549,1.99064
0.13828556,-0.6199588,-0.086888686,-1.0249869,-9.567415,1.893236,0.010126661,-0.1439408,0.042420827,-0.14330804,1.1102028,-1.7226425
0.11923052,-0.624206,-0.06635081,-0.9865833,-9.572913,1.8858382,0.017872833,-0.15841964,0.039912585,1.0632724,-0.88584995,0.02294457
0.1025841,-0.6275403,-0.04695504,-0.972057,-9.576253,1.8763984,0.013689942,-0.15624568,0.033487607,-0.023855507,-0.121154785,-0.99233335
0.08772236,-0.63065314,-0.029807411,-0.9569961,-9.581926,1.8550533,-0.002727555,-0.13025406,0.02194926,-0.024551213,-0.010136604,-0.3532846
0.07429651,-0.6332172,-0.01489608,-0.9374173,-9.587884,1.8341578,-0.01910779,-0.08618733,0.008357263,-1.2939024,-0.13346577,-0.13127637
0.061880738,-0.6354148,-0.0018553081,-0.9110044,-9.59452,1.8126394,-0.024012493,-0.039030015,-0.00303523,3.745812,-0.42371082,-0.38269663
0.050007574,-0.6367849,0.010068396,-0.8803287,-9.598914,1.8045073,-0.019676298,-0.0033652622,-0.012113241,0.97138304,-0.3427019,0.3245418
0.039333552,-0.63710326,0.022595873,-0.87594295,-9.59729,1.8152575,-0.014075334,0.014381944,-0.021938615,1.0914956,-0.57895756,-0.0070312023
0.029152067,-0.6369382,0.034865126,-0.87556684,-9.59394,1.8330574,-0.010936836,0.018097466,-0.0322601,0.93789077,-0.13698673,0.06136012
0.019390747,-0.63608503,0.04694695,-0.87851715,-9.587773,1.8636538,-0.008677714,0.016208831,-0.03830288,0.31356066,0.22076511,0.8016962
0.0093325935,-0.63534385,0.057740293,-0.8604612,-9.584685,1.8878027,-0.0051133675,0.015125049,-0.0370775,1.8900418,-0.41917992,0.9164108
0.00088026153,-0.63438076,0.069107324,-0.8732036,-9.57844,1.9134792,-0.0022144085,0.016345102,-0.031212514,-3.2543228,-0.6073847,-1.062933
-0.0062590055,-0.6327037,0.080205955,-0.9007649,-9.567618,1.9544033,-0.0038560517,0.018919352,-0.022019524,-1.0480392,0.033016205,-1.1230106
-0.0130729275,-0.63177365,0.089481376,-0.9113817,-9.562406,1.9748871,-0.011243447,0.021812988,-0.005695714,-1.3103611,-0.42230606,-0.76521087
-0.018796451,-0.6316704,0.09743093,-0.92364377,-9.5614395,1.9738677,-0.020837797,0.021565996,0.018295486,-2.2174718,-0.28440857,-1.2430314
-0.023293689,-0.6323268,0.10388463,-0.93780005,-9.564166,1.9538814,-0.029105632,0.011463823,0.04367495,-0.024593651,-0.7796755,-0.44253588
-0.025683546,-0.63291043,0.110575356,-0.9868313,-9.562646,1.9371023,-0.03594049,-0.015451888,0.060900494,0.024437606,-0.14433861,-0.98599964
-0.02811913,-0.6335355,0.1163366,-1.0239887,-9.562387,1.9190071,-0.04312241,-0.06407732,0.06566147,-0.8865082,-0.85328007,-0.84340596
-0.031206101,-0.6343072,0.12231099,-1.0548373,-9.563579,1.8962257,-0.050787672,-0.13709638,0.0633044,-0.4438572,-0.038061142,0.31901455
-0.03526755,-0.6340661,0.12990358,-1.0887774,-9.559634,1.8969291,-0.055902105,-0.2333731,0.06304996,-0.16570866,0.5230255,1.692582
-0.041142404,-0.63345474,0.14000943,-1.1263059,-9.554013,1.9033219,-0.057184972,-0.3470191,0.07369935,1.4136846,2.1310954,0.8530077
-0.04996778,-0.6326786,0.15308824,-1.1572958,-9.549611,1.9068239,-0.061404057,-0.46909583,0.09783108,0.6976841,0.029374123,-1.4441379
-0.062352963,-0.6320115,0.16946542,-1.1790156,-9.549091,1.8960882,-0.078418806,-0.5899046,0.12980692,-0.93738246,0.22039032,-0.31770515
-0.0784255,-0.63103783,0.18900008,-1.1882174,-9.551952,1.8758303,-0.10825477,-0.70187277,0.15657784,1.7676885,-4.775838,-0.38842678
-0.097685695,-0.6292591,0.2116662,-1.1918565,-9.555902,1.8532708,-0.13864008,-0.8008057,0.16560794,0.7083028,-2.6314745,0.7115228
-0.120310806,-0.6269386,0.23653567,-1.1918565,-9.555902,1.8532708,-0.13864008,-0.8008057,0.16560794,0.7083028,-2.6314745,0.7115228
-0.120310806,-0.6269386,0.23653567,-1.1800994,-9.564947,1.8137077,-0.15576129,-0.88052976,0.15798421,-0.5771687,1.706285,0.34886014
-0.14565042,-0.62237406,0.26465392,-1.1678329,-9.570285,1.7933736,-0.15320088,-0.9264585,0.14394827,-2.6628125,0.19369984,3.6779785
-0.17351349,-0.615761,0.29544976,-1.1535056,-9.574604,1.779544,-0.13243653,-0.9252874,0.13122925,-0.1536529,-0.59685516,-0.9289977
-0.203619,-0.6069573,0.32857367,-1.1383278,-9.578561,1.7679856,-0.10333835,-0.8777681,0.119374715,0.061012506,0.2594366,-0.21354449
-0.23584402,-0.595955,0.36385846,-1.1265783,-9.583287,1.7498053,-0.07932799,-0.7946043,0.1056028,-2.5173194,-0.16679287,-0.3916886
-0.2699499,-0.58154994,0.4020445,-1.1248287,-9.584524,1.7441466,-0.066960305,-0.68756956,0.09210342,1.2781322,0.6772022,-0.21843588
-0.30559373,-0.5636544,0.44229695,-1.130876,-9.583885,1.7437444,-0.06166276,-0.56829494,0.08215775,0.30734587,1.9023938,0.3805163
-0.34200642,-0.5422267,0.4828338,-1.1331645,-9.583202,1.7460122,-0.05353226,-0.4504469,0.07595315,-0.60973835,0.11084938,2.16911
-0.37720162,-0.51833373,0.5220334,-1.1448305,-9.581718,1.7465466,-0.037984557,-0.347413,0.071173005,0.3021468,0.8228369,-1.3413215
-0.4099209,-0.4925354,0.5577181,-1.1461248,-9.5804,1.7529131,-0.021017717,-0.26619214,0.06478848,-0.692546,0.95559406,-0.06439686
-0.43768796,-0.46675557,0.5899465,-1.173081,-9.572819,1.7763467,-0.012481599,-0.20521818,0.055531617,-1.1013342,0.3925581,0.19947362
-0.4616028,-0.4430125,0.61612594,-1.1942452,-9.569858,1.778196,-0.015462534,-0.15953216,0.04294249,-0.58696485,-1.8130674,0.039607167
-0.4816042,-0.42168796,0.6372524,-1.2170944,-9.568529,1.7698389,-0.022610389,-0.124872416,0.029821057,-0.44919407,-1.3642855,0.33047974
-0.49812105,-0.40296856,0.6541297,-1.2424575,-9.56796,1.755229,-0.024260549,-0.097226374,0.021998232,0.14598858,1.8290076,1.1543293
-0.5112434,-0.38595593,0.6684336,-1.2699413,-9.563715,1.7586893,-0.01622693,-0.07415288,0.021463793,-0.07552433,0.36430073,2.1133375
-0.5214361,-0.37175262,0.6804964,-1.3195219,-9.556147,1.7633224,0.0011434014,-0.056854937,0.024912097,-0.88785577,0.6775551,0.58120465
-0.5309667,-0.3576097,0.69004726,-1.3233756,-9.554581,1.7689171,0.018163472,-0.04765556,0.024499023,-0.4291041,0.35037804,0.12550044
-0.5387369,-0.3444413,0.698623,-1.3276958,-9.550574,1.7872174,0.02026929,-0.04660159,0.015565801,0.50895417,-0.74059486,0.13114214
-0.54554343,-0.33164838,0.7062973,-1.3218449,-9.546695,1.8121068,0.004507599,-0.05231008,0.003939092,-0.56471,0.15574455,-0.094860196
-0.5524002,-0.31885257,0.71270233,-1.2938191,-9.547561,1.827706,-0.016070431,-0.06333847,0.00042478318,-0.65977347,-2.2615318,-1.6283821
-0.5590007,-0.30657798,0.7182671,-1.2643611,-9.550222,1.8343985,-0.027931357,-0.07707419,0.008046394,0.94361305,0.21673298,-2.046877
-0.5650425,-0.29375857,0.72368747,-1.2226439,-9.55223,1.8521419,-0.03154787,-0.08944187,0.018311456,0.67684096,0.61138916,0.20986962
-0.5697417,-0.2820091,0.7293042,-1.2073463,-9.548687,1.8802356,-0.030154282,-0.09882437,0.02335988,-0.48767257,0.70361423,1.498586
-0.57400674,-0.27120572,0.73427314,-1.1989708,-9.545475,1.9017787,-0.021622421,-0.10680476,0.025341138,0.121655464,-0.29558468,2.315013
-0.57847655,-0.26151016,0.73794633,-1.1874899,-9.546857,1.9020461,-0.008377491,-0.11336494,0.02954532,0.05271375,2.0569015,-1.8894697
-0.581798,-0.252928,0.74146336,-1.1841738,-9.54507,1.9130529,0.0008410494,-0.11546756,0.0357265,1.6726654,-0.31993198,-0.97631544
-0.5841951,-0.24576482,0.7445235,-1.1853312,-9.541858,1.928298,0.00085488945,-0.10990812,0.039855096,-0.8783945,0.5004606,0.4210174
-0.5864612,-0.24010286,0.7464545,-1.1799109,-9.542141,1.9302225,-0.0039156703,-0.095957346,0.038956556,-0.89818,-0.05471039,0.3712089
-0.58776015,-0.23661052,0.74793416,-1.190048,-9.540326,1.9329606,-0.0073618437,-0.07488533,0.033367302,1.7312119,-2.6757803,-0.670612
-0.58776015,-0.23661052,0.74793416,-1.1963738,-9.537779,1.9416102,-0.009146146,-0.04922055,0.025411403,0.83731854,-1.8978186,-0.29618955
-0.5875817,-0.23278728,0.75070995,-1.210997,-9.529639,1.9722717,-0.009353747,-0.023483377,0.017588578,-0.22065997,1.7428031,0.9324982
-0.5875817,-0.23278728,0.75070995,-1.2451984,-9.521093,1.9921459,-0.004815274,-0.0025785083,0.012462435,0.24928588,0.03916359,3.3164005
-0.5875817,-0.23278728,0.75070995,-1.2782971,-9.513769,2.006127,0.0053475834,0.010893187,0.011068849,1.0341634,1.7077794,-0.9975636
-0.5844941,-0.23507921,0.75332415,-1.3101238,-9.506029,2.022218,0.014302098,0.017168054,0.010367265,0.08915651,-0.32066536,-0.56354487
-0.5844941,-0.23507921,0.75332415,-1.3360707,-9.499838,2.0343022,0.014169021,0.018117694,0.0063504553,-0.32064104,-0.59979534,0.41556978
-0.5844941,-0.23507921,0.75332415,-1.3539656,-9.49655,2.0378234,0.0059501585,0.015955452,-0.0007654614,-0.5325893,-0.047629356,0.124744415
-0.5844941,-0.23507921,0.75332415,-1.3618411,-9.4983225,2.0242624,-0.0049217357,0.011381847,-0.008710717,1.2374173,-0.045856476,-0.90077734
-0.5844941,-0.23507921,0.75332415,-1.3548715,-9.505411,1.9954636,-0.016613387,0.0023868768,-0.016756047,0.5648602,-0.5798569,-0.9677465
-0.5844941,-0.23507921,0.75332415,-1.3433648,-9.510331,1.9797375,-0.028509445,-0.014642776,-0.022005685,0.51983476,0.48329926,-0.9089248
