id;Attitude Roll;Attitude Pitch;Attitude Azimuth;Gravity X;Gravity Y;Gravity Z;Rotation Rate X;Rotation Rate Y;Rotation Rate Z;User Acceleration X;User Acceleration Y;User Acceleration Z
1;0.88864934;1.2735391;-2.8311126;3.1513271;-9.283993;-0.21681857;-0.0010848473;-0.0018939581;-0.00085488945;-0.041928347;0.0030930738;-0.0023948702
2;0.88864934;1.2735391;-2.8311126;3.1513271;-9.283993;-0.21681857;-0.0010848473;-0.0018939581;-0.00085488945;-0.041928347;0.0030930738;-0.0023948702
3;0.88864934;1.2735391;-2.8311126;3.1513271;-9.283993;-0.21681857;-0.0010848473;-0.0018939581;-0.00085488945;-0.041928347;0.0030930738;-0.0023948702
4;0.89246434;1.2624171;-2.8343954;3.1624002;-9.279145;-0.25897592;0.002976676;0.0006877442;-0.0026008654;-0.09107536;0.009932698;-0.06380161
5;0.89246434;1.2624171;-2.8343954;3.1624002;-9.279145;-0.25897592;0.002976676;0.0006877442;-0.0026008654;-0.09107536;0.009932698;-0.06380161
6;0.89246434;1.2624171;-2.8343954;3.1624002;-9.279145;-0.25897592;0.002976676;0.0006877442;-0.0026008654;-0.09107536;0.009932698;-0.06380161
7;0.89246434;1.2624171;-2.8343954;3.1624002;-9.279145;-0.25897592;0.002976676;0.0006877442;-0.0026008654;-0.09107536;0.009932698;-0.06380161
8;0.89246434;1.2624171;-2.8343954;3.187144;-9.269681;-0.2924257;0.006810371;0.0039976463;-0.0066762287;-0.3179667;0.27155045;-0.049639262
9;0.89246434;1.2624171;-2.8343954;3.187144;-9.269681;-0.2924257;0.006810371;0.0039976463;-0.0066762287;-0.3179667;0.27155045;-0.049639262
10;0.89246434;1.2624171;-2.8343954;3.187144;-9.269681;-0.2924257;0.006810371;0.0039976463;-0.0066762287;-0.3179667;0.27155045;-0.049639262
11;0.89246434;1.2624171;-2.8343954;3.187144;-9.269681;-0.2924257;0.006810371;0.0039976463;-0.0066762287;-0.3179667;0.27155045;-0.049639262
12;0.89246434;1.2624171;-2.8343954;3.2045481;-9.263135;-0.30918348;0.010136242;0.007212797;-0.011950354;0.051357377;0.17996407;-0.1894838
13;0.89246434;1.2624171;-2.8343954;3.2045481;-9.263135;-0.30918348;0.010136242;0.007212797;-0.011950354;0.051357377;0.17996407;-0.1894838
14;0.89246434;1.2624171;-2.8343954;3.2045481;-9.263135;-0.30918348;0.010136242;0.007212797;-0.011950354;0.051357377;0.17996407;-0.1894838
15;0.89246434;1.2624171;-2.8343954;3.2045481;-9.263135;-0.30918348;0.010136242;0.007212797;-0.011950354;0.051357377;0.17996407;-0.1894838
16;0.89246434;1.2624171;-2.8343954;3.2081375;-9.261696;-0.31497777;0.015827699;0.010340649;-0.01267536;0.18595465;-0.15571173;-0.2881854
17;0.89246434;1.2624171;-2.8343954;3.2081375;-9.261696;-0.31497777;0.015827699;0.010340649;-0.01267536;0.18595465;-0.15571173;-0.2881854
18;0.89246434;1.2624171;-2.8343954;3.2081375;-9.261696;-0.31497777;0.015827699;0.010340649;-0.01267536;0.18595465;-0.15571173;-0.2881854
19;0.89246434;1.2624171;-2.8343954;3.2081375;-9.261696;-0.31497777;0.015827699;0.010340649;-0.01267536;0.18595465;-0.15571173;-0.2881854
20;0.89246434;1.2624171;-2.8343954;3.2081375;-9.261696;-0.31497777;0.015827699;0.010340649;-0.01267536;0.18595465;-0.15571173;-0.2881854
21;0.89246434;1.2624171;-2.8343954;3.235538;-9.253793;-0.26267007;0.027650297;0.015151665;-0.0058681825;-0.29253277;-0.14904875;-0.64161724
22;0.89246434;1.2624171;-2.8343954;3.235538;-9.253793;-0.26267007;0.027650297;0.015151665;-0.0058681825;-0.29253277;-0.14904875;-0.64161724
23;0.89246434;1.2624171;-2.8343954;3.235538;-9.253793;-0.26267007;0.027650297;0.015151665;-0.0058681825;-0.29253277;-0.14904875;-0.64161724
24;0.89246434;1.2624171;-2.8343954;3.235538;-9.253793;-0.26267007;0.027650297;0.015151665;-0.0058681825;-0.29253277;-0.14904875;-0.64161724
25;0.89246434;1.2624171;-2.8343954;3.235538;-9.253793;-0.26267007;0.027650297;0.015151665;-0.0058681825;-0.29253277;-0.14904875;-0.64161724
26;0.90780115;1.3071619;-2.8217025;3.26263;-9.245024;-0.2348766;0.044821545;0.023284292;0.0029660298;0.2520356;-0.4337016;0.78260434
27;0.90780115;1.3071619;-2.8217025;3.26263;-9.245024;-0.2348766;0.044821545;0.023284292;0.0029660298;0.2520356;-0.4337016;0.78260434
28;0.90780115;1.3071619;-2.8217025;3.26263;-9.245024;-0.2348766;0.044821545;0.023284292;0.0029660298;0.2520356;-0.4337016;0.78260434
29;0.90780115;1.3071619;-2.8217025;3.26263;-9.245024;-0.2348766;0.044821545;0.023284292;0.0029660298;0.2520356;-0.4337016;0.78260434
30;0.90780115;1.3071619;-2.8217025;3.26263;-9.245024;-0.2348766;0.044821545;0.023284292;0.0029660298;0.2520356;-0.4337016;0.78260434
31;0.90780115;1.3071619;-2.8217025;3.2914407;-9.2354;-0.21021986;0.055065315;0.030710014;0.0019376074;-0.19458069;0.006093988;0.16228414
32;0.90780115;1.3071619;-2.8217025;3.2914407;-9.2354;-0.21021986;0.055065315;0.030710014;0.0019376074;-0.19458069;0.006093988;0.16228414
33;0.90780115;1.3071619;-2.8217025;3.2914407;-9.2354;-0.21021986;0.055065315;0.030710014;0.0019376074;-0.19458069;0.006093988;0.16228414
34;0.90780115;1.3071619;-2.8217025;3.2914407;-9.2354;-0.21021986;0.055065315;0.030710014;0.0019376074;-0.19458069;0.006093988;0.16228414
35;0.90780115;1.3071619;-2.8217025;3.2914407;-9.2354;-0.21021986;0.055065315;0.030710014;0.0019376074;-0.19458069;0.006093988;0.16228414
36;0.90780115;1.3071619;-2.8217025;3.3147905;-9.227531;-0.18766157;0.04244638;0.028559482;-0.014702395;-0.15071075;0.023980096;0.026447352
37;0.90780115;1.3071619;-2.8217025;3.3147905;-9.227531;-0.18766157;0.04244638;0.028559482;-0.014702395;-0.15071075;0.023980096;0.026447352
38;0.90780115;1.3071619;-2.8217025;3.3147905;-9.227531;-0.18766157;0.04244638;0.028559482;-0.014702395;-0.15071075;0.023980096;0.026447352
39;0.90780115;1.3071619;-2.8217025;3.3147905;-9.227531;-0.18766157;0.04244638;0.028559482;-0.014702395;-0.15071075;0.023980096;0.026447352
40;0.90780115;1.3071619;-2.8217025;3.335263;-9.2203;-0.18026346;0.01057593;0.015181473;-0.036266264;0.016846836;0.046682406;-0.02844352
41;0.90780115;1.3071619;-2.8217025;3.335263;-9.2203;-0.18026346;0.01057593;0.015181473;-0.036266264;0.016846836;0.046682406;-0.02844352
