,"id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z"
32,"33,-2.5049415,2.7548325,1.0272486,3.8798766,-8.907127,1.3341756,0.049488835,-0.031394564,0.008399848,-0.22636285,1.082657,-0.06589532"
33,"34,-2.5049415,2.7548325,1.0272486,3.8798766,-8.907127,1.3341756,0.049488835,-0.031394564,0.008399848,-0.22636285,1.082657,-0.06589532"
34,"35,-2.497888,2.7547333,1.047916,3.9004085,-8.90491,1.2883257,-0.017305389,0.0041307234,0.007716362,0.0119773615,0.2384456,-0.021269586"
35,"36,-2.497888,2.7547333,1.047916,3.9004085,-8.90491,1.2883257,-0.017305389,0.0041307234,0.007716362,0.0119773615,0.2384456,-0.021269586"
36,"37,-2.497888,2.7547333,1.047916,3.9004085,-8.90491,1.2883257,-0.017305389,0.0041307234,0.007716362,0.0119773615,0.2384456,-0.021269586"
37,"38,-2.497888,2.7547333,1.047916,3.9004085,-8.90491,1.2883257,-0.017305389,0.0041307234,0.007716362,0.0119773615,0.2384456,-0.021269586"
38,"39,-2.497888,2.7547333,1.047916,3.9004085,-8.90491,1.2883257,-0.017305389,0.0041307234,0.007716362,0.0119773615,0.2384456,-0.021269586"
39,"40,-2.497888,2.7547333,1.047916,3.9167185,-8.891375,1.3316034,-0.06921091,0.03255819,0.0060278755,0.27380478,-0.50796556,-0.18818605"
40,"41,-2.497888,2.7547333,1.047916,3.9167185,-8.891375,1.3316034,-0.06921091,0.03255819,0.0060278755,0.27380478,-0.50796556,-0.18818605"
41,"42,-2.497888,2.7547333,1.047916,3.9167185,-8.891375,1.3316034,-0.06921091,0.03255819,0.0060278755,0.27380478,-0.50796556,-0.18818605"
42,"43,-2.497888,2.7547333,1.047916,3.9167185,-8.891375,1.3316034,-0.06921091,0.03255819,0.0060278755,0.27380478,-0.50796556,-0.18818605"
43,"44,-2.497888,2.7547333,1.047916,3.9167185,-8.891375,1.3316034,-0.06921091,0.03255819,0.0060278755,0.27380478,-0.50796556,-0.18818605"
44,"45,-2.4925008,2.7533696,1.1011173,3.931097,-8.876896,1.3847672,-0.07346939,0.0343755,-0.0022644456,-0.21430801,-0.049614783,-2.1391282"
45,"46,-2.4925008,2.7533696,1.1011173,3.931097,-8.876896,1.3847672,-0.07346939,0.0343755,-0.0022644456,-0.21430801,-0.049614783,-2.1391282"
46,"47,-2.4925008,2.7533696,1.1011173,3.931097,-8.876896,1.3847672,-0.07346939,0.0343755,-0.0022644456,-0.21430801,-0.049614783,-2.1391282"
47,"48,-2.4925008,2.7533696,1.1011173,3.931097,-8.876896,1.3847672,-0.07346939,0.0343755,-0.0022644456,-0.21430801,-0.049614783,-2.1391282"
48,"49,-2.4925008,2.7533696,1.1011173,3.931097,-8.876896,1.3847672,-0.07346939,0.0343755,-0.0022644456,-0.21430801,-0.049614783,-2.1391282"
49,"50,-2.4925008,2.7533696,1.1011173,3.9398062,-8.864436,1.4387801,-0.033328976,0.010320421,-0.018899126,-0.26613653,0.16203247,-0.01862371"
50,"51,-2.4925008,2.7533696,1.1011173,3.9398062,-8.864436,1.4387801,-0.033328976,0.010320421,-0.018899126,-0.26613653,0.16203247,-0.01862371"
51,"52,-2.4925008,2.7533696,1.1011173,3.9398062,-8.864436,1.4387801,-0.033328976,0.010320421,-0.018899126,-0.26613653,0.16203247,-0.01862371"
52,"53,-2.4925008,2.7533696,1.1011173,3.9398062,-8.864436,1.4387801,-0.033328976,0.010320421,-0.018899126,-0.26613653,0.16203247,-0.01862371"
53,"54,-2.4925008,2.7533696,1.1011173,3.9398062,-8.864436,1.4387801,-0.033328976,0.010320421,-0.018899126,-0.26613653,0.16203247,-0.01862371"
54,"55,-2.4925542,2.7535992,1.1407359,3.9347653,-8.854788,1.5102135,0.010930448,-0.016269514,-0.034473445,0.11700733,-0.1723184,0.0052538607"
55,"56,-2.4925542,2.7535992,1.1407359,3.9347653,-8.854788,1.5102135,0.010930448,-0.016269514,-0.034473445,0.11700733,-0.1723184,0.0052538607"
56,"57,-2.4925542,2.7535992,1.1407359,3.9347653,-8.854788,1.5102135,0.010930448,-0.016269514,-0.034473445,0.11700733,-0.1723184,0.0052538607"
57,"58,-2.4925542,2.7535992,1.1407359,3.9347653,-8.854788,1.5102135,0.010930448,-0.016269514,-0.034473445,0.11700733,-0.1723184,0.0052538607"
58,"59,-2.4925542,2.7535992,1.1407359,3.9347653,-8.854788,1.5102135,0.010930448,-0.016269514,-0.034473445,0.11700733,-0.1723184,0.0052538607"
59,"60,-2.4925542,2.7535992,1.1407359,3.918237,-8.848715,1.586842,0.019944582,-0.020753693,-0.038254973,-0.31177738,0.3500947,-0.06747371"
60,"61,-2.4925542,2.7535992,1.1407359,3.918237,-8.848715,1.586842,0.019944582,-0.020753693,-0.038254973,-0.31177738,0.3500947,-0.06747371"
61,"62,-2.4925542,2.7535992,1.1407359,3.918237,-8.848715,1.586842,0.019944582,-0.020753693,-0.038254973,-0.31177738,0.3500947,-0.06747371"
62,"63,-2.4925542,2.7535992,1.1407359,3.918237,-8.848715,1.586842,0.019944582,-0.020753693,-0.038254973,-0.31177738,0.3500947,-0.06747371"
63,"64,-2.4925542,2.7535992,1.1407359,3.918237,-8.848715,1.586842,0.019944582,-0.020753693,-0.038254973,-0.31177738,0.3500947,-0.06747371"
64,"65,-2.4968288,2.7539299,1.1617739,3.9269717,-8.82998,1.6675558,-0.0052091833,-0.0026753887,-0.031489316,-0.123451166,0.18116447,0.21751472"
65,"66,-2.4968288,2.7539299,1.1617739,3.9269717,-8.82998,1.6675558,-0.0052091833,-0.0026753887,-0.031489316,-0.123451166,0.18116447,0.21751472"
66,"67,-2.4968288,2.7539299,1.1617739,3.9269717,-8.82998,1.6675558,-0.0052091833,-0.0026753887,-0.031489316,-0.123451166,0.18116447,0.21751472"
67,"68,-2.4968288,2.7539299,1.1617739,3.9269717,-8.82998,1.6675558,-0.0052091833,-0.0026753887,-0.031489316,-0.123451166,0.18116447,0.21751472"
68,"69,-2.4968288,2.7539299,1.1617739,3.9269717,-8.82998,1.6675558,-0.0052091833,-0.0026753887,-0.031489316,-0.123451166,0.18116447,0.21751472"
69,"70,-2.4968288,2.7539299,1.1617739,3.964885,-8.807608,1.6959127,-0.035359208,0.017985681,-0.026568644,0.2123312,-0.35201615,0.09935303"
70,"71,-2.4968288,2.7539299,1.1617739,3.964885,-8.807608,1.6959127,-0.035359208,0.017985681,-0.026568644,0.2123312,-0.35201615,0.09935303"
71,"72,-2.4968288,2.7539299,1.1617739,3.964885,-8.807608,1.6959127,-0.035359208,0.017985681,-0.026568644,0.2123312,-0.35201615,0.09935303"
72,"73,-2.4968288,2.7539299,1.1617739,3.964885,-8.807608,1.6959127,-0.035359208,0.017985681,-0.026568644,0.2123312,-0.35201615,0.09935303"
73,"74,-2.4968288,2.7539299,1.1617739,3.964885,-8.807608,1.6959127,-0.035359208,0.017985681,-0.026568644,0.2123312,-0.35201615,0.09935303"
74,"75,-2.4911144,2.748064,1.1693571,3.9890692,-8.787831,1.7411894,-0.046213,0.023232127,-0.03241234,-0.2562337,-0.42224112,-0.76975596"
75,"76,-2.4911144,2.748064,1.1693571,3.9890692,-8.787831,1.7411894,-0.046213,0.023232127,-0.03241234,-0.2562337,-0.42224112,-0.76975596"
76,"77,-2.4911144,2.748064,1.1693571,3.9890692,-8.787831,1.7411894,-0.046213,0.023232127,-0.03241234,-0.2562337,-0.42224112,-0.76975596"
77,"78,-2.4911144,2.748064,1.1693571,3.9890692,-8.787831,1.7411894,-0.046213,0.023232127,-0.03241234,-0.2562337,-0.42224112,-0.76975596"
78,"79,-2.4911144,2.748064,1.1693571,3.9890692,-8.787831,1.7411894,-0.046213,0.023232127,-0.03241234,-0.2562337,-0.42224112,-0.76975596"
79,"80,-2.4892154,2.7452772,1.1702677,4.016696,-8.76722,1.7811248,-0.03144673,0.009999971,-0.04464801,-0.18215285,0.19634812,0.028476669"
80,"81,-2.4892154,2.7452772,1.1702677,4.016696,-8.76722,1.7811248,-0.03144673,0.009999971,-0.04464801,-0.18215285,0.19634812,0.028476669"
81,"82,-2.4892154,2.7452772,1.1702677,4.016696,-8.76722,1.7811248,-0.03144673,0.009999971,-0.04464801,-0.18215285,0.19634812,0.028476669"
82,"83,-2.4892154,2.7452772,1.1702677,4.016696,-8.76722,1.7811248,-0.03144673,0.009999971,-0.04464801,-0.18215285,0.19634812,0.028476669"
83,"84,-2.4892154,2.7452772,1.1702677,4.016696,-8.76722,1.7811248,-0.03144673,0.009999971,-0.04464801,-0.18215285,0.19634812,0.028476669"
84,"85,-2.4892154,2.7452772,1.1702677,4.0261817,-8.753974,1.8243312,-0.008843794,-0.0066581303,-0.049054474,-0.12700525,0.427112,0.08022805"
85,"86,-2.4892154,2.7452772,1.1702677,4.0261817,-8.753974,1.8243312,-0.008843794,-0.0066581303,-0.049054474,-0.12700525,0.427112,0.08022805"
86,"87,-2.4892154,2.7452772,1.1702677,4.0261817,-8.753974,1.8243312,-0.008843794,-0.0066581303,-0.049054474,-0.12700525,0.427112,0.08022805"
87,"88,-2.4892154,2.7452772,1.1702677,4.0261817,-8.753974,1.8243312,-0.008843794,-0.0066581303,-0.049054474,-0.12700525,0.427112,0.08022805"
88,"89,-2.4892154,2.7452772,1.1702677,4.0261817,-8.753974,1.8243312,-0.008843794,-0.0066581303,-0.049054474,-0.12700525,0.427112,0.08022805"
89,"90,-2.4910195,2.7427585,1.1708378,4.0350056,-8.7373905,1.883383,-0.0055243103,-0.0072532524,-0.03760023,-0.21689498,0.11836187,0.23316999"
90,"91,-2.4910195,2.7427585,1.1708378,4.0350056,-8.7373905,1.883383,-0.0055243103,-0.0072532524,-0.03760023,-0.21689498,0.11836187,0.23316999"
91,"92,-2.4910195,2.7427585,1.1708378,4.0350056,-8.7373905,1.883383,-0.0055243103,-0.0072532524,-0.03760023,-0.21689498,0.11836187,0.23316999"
92,"93,-2.4910195,2.7427585,1.1708378,4.0350056,-8.7373905,1.883383,-0.0055243103,-0.0072532524,-0.03760023,-0.21689498,0.11836187,0.23316999"
93,"94,-2.4910195,2.7427585,1.1708378,4.0350056,-8.7373905,1.883383,-0.0055243103,-0.0072532524,-0.03760023,-0.21689498,0.11836187,0.23316999"
94,"95,-2.4910195,2.7427585,1.1708378,4.0350056,-8.7373905,1.883383,-0.0055243103,-0.0072532524,-0.03760023,-0.21689498,0.11836187,0.23316999"
95,"96,-2.491808,2.7397914,1.1700702,4.058774,-8.708164,1.965861,-0.025911774,0.009363328,-0.019735916,0.15014917,-0.4199775,0.07757116"
96,"97,-2.491808,2.7397914,1.1700702,4.058774,-8.708164,1.965861,-0.025911774,0.009363328,-0.019735916,0.15014917,-0.4199775,0.07757116"
97,"98,-2.491808,2.7397914,1.1700702,4.058774,-8.708164,1.965861,-0.025911774,0.009363328,-0.019735916,0.15014917,-0.4199775,0.07757116"
98,"99,-2.491808,2.7397914,1.1700702,4.058774,-8.708164,1.965861,-0.025911774,0.009363328,-0.019735916,0.15014917,-0.4199775,0.07757116"
99,"100,-2.491808,2.7397914,1.1700702,4.058774,-8.708164,1.965861,-0.025911774,0.009363328,-0.019735916,0.15014917,-0.4199775,0.07757116"
100,"101,-2.491808,2.7397914,1.1700702,4.058774,-8.708164,1.965861,-0.025911774,0.009363328,-0.019735916,0.15014917,-0.4199775,0.07757116"
101,"102,-2.4932666,2.7368531,1.1687824,4.0808244,-8.677964,2.051879,-0.045847837,0.024127472,-0.013700588,-0.21612927,-0.40860108,-0.8069093"
102,"103,-2.4932666,2.7368531,1.1687824,4.0808244,-8.677964,2.051879,-0.045847837,0.024127472,-0.013700588,-0.21612927,-0.40860108,-0.8069093"
103,"104,-2.4932666,2.7368531,1.1687824,4.0808244,-8.677964,2.051879,-0.045847837,0.024127472,-0.013700588,-0.21612927,-0.40860108,-0.8069093"
104,"105,-2.4932666,2.7368531,1.1687824,4.0808244,-8.677964,2.051879,-0.045847837,0.024127472,-0.013700588,-0.21612927,-0.40860108,-0.8069093"
105,"106,-2.4932666,2.7368531,1.1687824,4.0808244,-8.677964,2.051879,-0.045847837,0.024127472,-0.013700588,-0.21612927,-0.40860108,-0.8069093"
106,"107,-2.4932666,2.7368531,1.1687824,4.0808244,-8.677964,2.051879,-0.045847837,0.024127472,-0.013700588,-0.21612927,-0.40860108,-0.8069093"
107,"108,-2.4926698,2.7341828,1.1675234,4.1044497,-8.656993,2.0929272,-0.0390034,0.01934946,-0.024695978,0.043027066,0.15145116,-0.07201813"
108,"109,-2.4926698,2.7341828,1.1675234,4.1044497,-8.656993,2.0929272,-0.0390034,0.01934946,-0.024695978,0.043027066,0.15145116,-0.07201813"
109,"110,-2.4926698,2.7341828,1.1675234,4.1044497,-8.656993,2.0929272,-0.0390034,0.01934946,-0.024695978,0.043027066,0.15145116,-0.07201813"
110,"111,-2.4926698,2.7341828,1.1675234,4.1044497,-8.656993,2.0929272,-0.0390034,0.01934946,-0.024695978,0.043027066,0.15145116,-0.07201813"
111,"112,-2.4926698,2.7341828,1.1675234,4.1044497,-8.656993,2.0929272,-0.0390034,0.01934946,-0.024695978,0.043027066,0.15145116,-0.07201813"
112,"113,-2.4926698,2.7341828,1.1675234,4.1044497,-8.656993,2.0929272,-0.0390034,0.01934946,-0.024695978,0.043027066,0.15145116,-0.07201813"
113,"114,-2.4915762,2.7307625,1.165488,4.1351795,-8.632009,2.1352048,-0.0011700168,-0.0046310946,-0.037001915,0.16965243,-0.21404009,-0.086256824"
114,"115,-2.4915762,2.7307625,1.165488,4.1351795,-8.632009,2.1352048,-0.0011700168,-0.0046310946,-0.037001915,0.16965243,-0.21404009,-0.086256824"
115,"116,-2.4915762,2.7307625,1.165488,4.1351795,-8.632009,2.1352048,-0.0011700168,-0.0046310946,-0.037001915,0.16965243,-0.21404009,-0.086256824"
116,"117,-2.4915762,2.7307625,1.165488,4.1351795,-8.632009,2.1352048,-0.0011700168,-0.0046310946,-0.037001915,0.16965243,-0.21404009,-0.086256824"
117,"118,-2.4915762,2.7307625,1.165488,4.1351795,-8.632009,2.1352048,-0.0011700168,-0.0046310946,-0.037001915,0.16965243,-0.21404009,-0.086256824"
118,"119,-2.4915762,2.7307625,1.165488,4.1351795,-8.632009,2.1352048,-0.0011700168,-0.0046310946,-0.037001915,0.16965243,-0.21404009,-0.086256824"
119,"120,-2.4892066,2.7260563,1.1629065,4.1791315,-8.600418,2.1767094,0.04692523,-0.030800506,-0.030225612,-0.07578167,0.3417254,0.26746377"
120,"121,-2.4892066,2.7260563,1.1629065,4.1791315,-8.600418,2.1767094,0.04692523,-0.030800506,-0.030225612,-0.07578167,0.3417254,0.26746377"
121,"122,-2.4892066,2.7260563,1.1629065,4.1791315,-8.600418,2.1767094,0.04692523,-0.030800506,-0.030225612,-0.07578167,0.3417254,0.26746377"
122,"123,-2.4892066,2.7260563,1.1629065,4.1791315,-8.600418,2.1767094,0.04692523,-0.030800506,-0.030225612,-0.07578167,0.3417254,0.26746377"
123,"124,-2.4892066,2.7260563,1.1629065,4.1791315,-8.600418,2.1767094,0.04692523,-0.030800506,-0.030225612,-0.07578167,0.3417254,0.26746377"
124,"125,-2.4892066,2.7260563,1.1629065,4.1791315,-8.600418,2.1767094,0.04692523,-0.030800506,-0.030225612,-0.07578167,0.3417254,0.26746377"
125,"126,-2.490217,2.7216058,1.1590189,4.213694,-8.563709,2.253452,0.07726689,-0.03996475,0.0013137404,0.2655165,0.061873045,-0.5388878"
126,"127,-2.490217,2.7216058,1.1590189,4.213694,-8.563709,2.253452,0.07726689,-0.03996475,0.0013137404,0.2655165,0.061873045,-0.5388878"
127,"128,-2.490217,2.7216058,1.1590189,4.213694,-8.563709,2.253452,0.07726689,-0.03996475,0.0013137404,0.2655165,0.061873045,-0.5388878"
128,"129,-2.490217,2.7216058,1.1590189,4.213694,-8.563709,2.253452,0.07726689,-0.03996475,0.0013137404,0.2655165,0.061873045,-0.5388878"
129,"130,-2.490217,2.7216058,1.1590189,4.213694,-8.563709,2.253452,0.07726689,-0.03996475,0.0013137404,0.2655165,0.061873045,-0.5388878"
130,"131,-2.490217,2.7216058,1.1590189,4.213694,-8.563709,2.253452,0.07726689,-0.03996475,0.0013137404,0.2655165,0.061873045,-0.5388878"
131,"132,-2.493161,2.717554,1.1541555,4.240326,-8.52788,2.3377964,0.07932054,-0.031524446,0.036216225,-0.04806669,-0.2551656,0.08815067"
132,"133,-2.493161,2.717554,1.1541555,4.240326,-8.52788,2.3377964,0.07932054,-0.031524446,0.036216225,-0.04806669,-0.2551656,0.08815067"
133,"134,-2.493161,2.717554,1.1541555,4.240326,-8.52788,2.3377964,0.07932054,-0.031524446,0.036216225,-0.04806669,-0.2551656,0.08815067"
134,"135,-2.493161,2.717554,1.1541555,4.240326,-8.52788,2.3377964,0.07932054,-0.031524446,0.036216225,-0.04806669,-0.2551656,0.08815067"
135,"136,-2.493161,2.717554,1.1541555,4.240326,-8.52788,2.3377964,0.07932054,-0.031524446,0.036216225,-0.04806669,-0.2551656,0.08815067"
136,"137,-2.493161,2.717554,1.1541555,4.240326,-8.52788,2.3377964,0.07932054,-0.031524446,0.036216225,-0.04806669,-0.2551656,0.08815067"
137,"138,-2.4990213,2.7169626,1.1486193,4.231313,-8.516371,2.3953722,0.06687194,-0.0214606,0.052791286,0.33223173,-0.2598498,0.10866318"
138,"139,-2.4990213,2.7169626,1.1486193,4.231313,-8.516371,2.3953722,0.06687194,-0.0214606,0.052791286,0.33223173,-0.2598498,0.10866318"
139,"140,-2.4990213,2.7169626,1.1486193,4.231313,-8.516371,2.3953722,0.06687194,-0.0214606,0.052791286,0.33223173,-0.2598498,0.10866318"
140,"141,-2.4990213,2.7169626,1.1486193,4.231313,-8.516371,2.3953722,0.06687194,-0.0214606,0.052791286,0.33223173,-0.2598498,0.10866318"
141,"142,-2.4990213,2.7169626,1.1486193,4.231313,-8.516371,2.3953722,0.06687194,-0.0214606,0.052791286,0.33223173,-0.2598498,0.10866318"
142,"143,-2.4990213,2.7169626,1.1486193,4.231313,-8.516371,2.3953722,0.06687194,-0.0214606,0.052791286,0.33223173,-0.2598498,0.10866318"
143,"144,-2.5067608,2.7133954,1.1403505,4.2418194,-8.481665,2.49774,0.058141,-0.023685655,0.048939493,-0.44523942,-0.046910957,-0.21867676"
144,"145,-2.5067608,2.7133954,1.1403505,4.2418194,-8.481665,2.49774,0.058141,-0.023685655,0.048939493,-0.44523942,-0.046910957,-0.21867676"
145,"146,-2.5067608,2.7133954,1.1403505,4.2418194,-8.481665,2.49774,0.058141,-0.023685655,0.048939493,-0.44523942,-0.046910957,-0.21867676"
146,"147,-2.5067608,2.7133954,1.1403505,4.2418194,-8.481665,2.49774,0.058141,-0.023685655,0.048939493,-0.44523942,-0.046910957,-0.21867676"
147,"148,-2.5067608,2.7133954,1.1403505,4.2418194,-8.481665,2.49774,0.058141,-0.023685655,0.048939493,-0.44523942,-0.046910957,-0.21867676"
148,"149,-2.5067608,2.7133954,1.1403505,4.2418194,-8.481665,2.49774,0.058141,-0.023685655,0.048939493,-0.44523942,-0.046910957,-0.21867676"
149,"150,-2.5152407,2.7096832,1.1301302,4.250143,-8.451416,2.5846138,0.05590104,-0.038504094,0.035905357,-0.008504957,0.19778894,0.40959573"
150,"151,-2.5152407,2.7096832,1.1301302,4.250143,-8.451416,2.5846138,0.05590104,-0.038504094,0.035905357,-0.008504957,0.19778894,0.40959573"
151,"152,-2.5152407,2.7096832,1.1301302,4.250143,-8.451416,2.5846138,0.05590104,-0.038504094,0.035905357,-0.008504957,0.19778894,0.40959573"
152,"153,-2.5152407,2.7096832,1.1301302,4.250143,-8.451416,2.5846138,0.05590104,-0.038504094,0.035905357,-0.008504957,0.19778894,0.40959573"
153,"154,-2.5152407,2.7096832,1.1301302,4.250143,-8.451416,2.5846138,0.05590104,-0.038504094,0.035905357,-0.008504957,0.19778894,0.40959573"
154,"155,-2.5152407,2.7096832,1.1301302,4.250143,-8.451416,2.5846138,0.05590104,-0.038504094,0.035905357,-0.008504957,0.19778894,0.40959573"
155,"156,-2.5263195,2.706047,1.1176596,4.250026,-8.424875,2.6700454,0.049928524,-0.054616045,0.029202512,0.005638441,-0.0015847909,0.24551195"
156,"157,-2.5263195,2.706047,1.1176596,4.250026,-8.424875,2.6700454,0.049928524,-0.054616045,0.029202512,0.005638441,-0.0015847909,0.24551195"
157,"158,-2.5263195,2.706047,1.1176596,4.250026,-8.424875,2.6700454,0.049928524,-0.054616045,0.029202512,0.005638441,-0.0015847909,0.24551195"
158,"159,-2.5263195,2.706047,1.1176596,4.250026,-8.424875,2.6700454,0.049928524,-0.054616045,0.029202512,0.005638441,-0.0015847909,0.24551195"
159,"160,-2.5263195,2.706047,1.1176596,4.250026,-8.424875,2.6700454,0.049928524,-0.054616045,0.029202512,0.005638441,-0.0015847909,0.24551195"
160,"161,-2.5263195,2.706047,1.1176596,4.250026,-8.424875,2.6700454,0.049928524,-0.054616045,0.029202512,0.005638441,-0.0015847909,0.24551195"
161,"162,-2.5333834,2.702071,1.1042144,4.259073,-8.411313,2.698239,0.028672332,-0.060896233,0.032042917,-0.099848285,0.05983572,0.23764741"
162,"163,-2.5333834,2.702071,1.1042144,4.259073,-8.411313,2.698239,0.028672332,-0.060896233,0.032042917,-0.099848285,0.05983572,0.23764741"
163,"164,-2.5333834,2.702071,1.1042144,4.259073,-8.411313,2.698239,0.028672332,-0.060896233,0.032042917,-0.099848285,0.05983572,0.23764741"
164,"165,-2.5333834,2.702071,1.1042144,4.259073,-8.411313,2.698239,0.028672332,-0.060896233,0.032042917,-0.099848285,0.05983572,0.23764741"
165,"166,-2.5333834,2.702071,1.1042144,4.259073,-8.411313,2.698239,0.028672332,-0.060896233,0.032042917,-0.099848285,0.05983572,0.23764741"
166,"167,-2.5333834,2.702071,1.1042144,4.259073,-8.411313,2.698239,0.028672332,-0.060896233,0.032042917,-0.099848285,0.05983572,0.23764741"
167,"168,-2.5333834,2.702071,1.1042144,4.25647,-8.423408,2.6644058,-0.0056243846,-0.055695567,0.03890865,-0.07521972,0.20796573,0.3035108"
