,"id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z"
23,"24,-2.522505,2.798595,1.43781,3.5014088,-9.137845,0.6405423,-0.0035217612,0.004499082,-0.001513889,0.07673726,0.008228624,-0.2591187"
24,"25,-2.522505,2.798595,1.43781,3.5014088,-9.137845,0.6405423,-0.0035217612,0.004499082,-0.001513889,0.07673726,0.008228624,-0.2591187"
25,"26,-2.5214021,2.7973344,1.3954563,3.5145361,-9.128269,0.702216,-0.0577258,0.00044607557,-0.067340374,-0.10984852,-0.19775563,-0.1459349"
26,"27,-2.5214021,2.7973344,1.3954563,3.5145361,-9.128269,0.702216,-0.0577258,0.00044607557,-0.067340374,-0.10984852,-0.19775563,-0.1459349"
27,"28,-2.5214021,2.7973344,1.3954563,3.5145361,-9.128269,0.702216,-0.0577258,0.00044607557,-0.067340374,-0.10984852,-0.19775563,-0.1459349"
28,"29,-2.5214021,2.7973344,1.3954563,3.5145361,-9.128269,0.702216,-0.0577258,0.00044607557,-0.067340374,-0.10984852,-0.19775563,-0.1459349"
29,"30,-2.5214021,2.7973344,1.3954563,3.5145361,-9.128269,0.702216,-0.0577258,0.00044607557,-0.067340374,-0.10984852,-0.19775563,-0.1459349"
30,"31,-2.5195844,2.795559,1.366182,3.533203,-9.116404,0.7602918,-0.07589033,0.004482048,-0.0860862,-0.3461454,-0.038397104,-0.3518564"
31,"32,-2.5195844,2.795559,1.366182,3.533203,-9.116404,0.7602918,-0.07589033,0.004482048,-0.0860862,-0.3461454,-0.038397104,-0.3518564"
32,"33,-2.5195844,2.795559,1.366182,3.533203,-9.116404,0.7602918,-0.07589033,0.004482048,-0.0860862,-0.3461454,-0.038397104,-0.3518564"
33,"34,-2.5195844,2.795559,1.366182,3.533203,-9.116404,0.7602918,-0.07589033,0.004482048,-0.0860862,-0.3461454,-0.038397104,-0.3518564"
34,"35,-2.5181634,2.7940893,1.3469918,3.5485246,-9.106241,0.8091417,-0.079389736,0.0031129473,-0.09737223,-0.02096387,-0.10423281,-0.36542514"
35,"36,-2.5181634,2.7940893,1.3469918,3.5485246,-9.106241,0.8091417,-0.079389736,0.0031129473,-0.09737223,-0.02096387,-0.10423281,-0.36542514"
36,"37,-2.5181634,2.7940893,1.3469918,3.5485246,-9.106241,0.8091417,-0.079389736,0.0031129473,-0.09737223,-0.02096387,-0.10423281,-0.36542514"
37,"38,-2.5181634,2.7940893,1.3469918,3.5485246,-9.106241,0.8091417,-0.079389736,0.0031129473,-0.09737223,-0.02096387,-0.10423281,-0.36542514"
38,"39,-2.5181634,2.7940893,1.3469918,3.5485246,-9.106241,0.8091417,-0.079389736,0.0031129473,-0.09737223,-0.02096387,-0.10423281,-0.36542514"
39,"40,-2.5173767,2.7924373,1.3171842,3.564568,-9.0914135,0.9002396,-0.07075141,-0.0027541707,-0.10057673,-0.0012682361,-0.35751694,0.052412648"
40,"41,-2.5173767,2.7924373,1.3171842,3.564568,-9.0914135,0.9002396,-0.07075141,-0.0027541707,-0.10057673,-0.0012682361,-0.35751694,0.052412648"
41,"42,-2.5173767,2.7924373,1.3171842,3.564568,-9.0914135,0.9002396,-0.07075141,-0.0027541707,-0.10057673,-0.0012682361,-0.35751694,0.052412648"
42,"43,-2.5173767,2.7924373,1.3171842,3.564568,-9.0914135,0.9002396,-0.07075141,-0.0027541707,-0.10057673,-0.0012682361,-0.35751694,0.052412648"
43,"44,-2.5173767,2.7924373,1.3171842,3.564568,-9.0914135,0.9002396,-0.07075141,-0.0027541707,-0.10057673,-0.0012682361,-0.35751694,0.052412648"
44,"45,-2.5144324,2.7889488,1.2909561,3.600027,-9.066977,1.0000646,-0.045282524,-0.013726139,-0.09182024,-0.31883276,-0.0060242857,-0.51241"
45,"46,-2.5144324,2.7889488,1.2909561,3.600027,-9.066977,1.0000646,-0.045282524,-0.013726139,-0.09182024,-0.31883276,-0.0060242857,-0.51241"
46,"47,-2.5144324,2.7889488,1.2909561,3.600027,-9.066977,1.0000646,-0.045282524,-0.013726139,-0.09182024,-0.31883276,-0.0060242857,-0.51241"
47,"48,-2.5144324,2.7889488,1.2909561,3.600027,-9.066977,1.0000646,-0.045282524,-0.013726139,-0.09182024,-0.31883276,-0.0060242857,-0.51241"
48,"49,-2.5144324,2.7889488,1.2909561,3.600027,-9.066977,1.0000646,-0.045282524,-0.013726139,-0.09182024,-0.31883276,-0.0060242857,-0.51241"
49,"50,-2.5101862,2.7844324,1.2713224,3.64649,-9.03786,1.091142,0.0014957903,-0.03163091,-0.07155414,-0.43319634,0.33276632,-0.05113213"
50,"51,-2.5101862,2.7844324,1.2713224,3.64649,-9.03786,1.091142,0.0014957903,-0.03163091,-0.07155414,-0.43319634,0.33276632,-0.05113213"
51,"52,-2.5101862,2.7844324,1.2713224,3.64649,-9.03786,1.091142,0.0014957903,-0.03163091,-0.07155414,-0.43319634,0.33276632,-0.05113213"
52,"53,-2.5101862,2.7844324,1.2713224,3.64649,-9.03786,1.091142,0.0014957903,-0.03163091,-0.07155414,-0.43319634,0.33276632,-0.05113213"
53,"54,-2.5101862,2.7844324,1.2713224,3.64649,-9.03786,1.091142,0.0014957903,-0.03163091,-0.07155414,-0.43319634,0.33276632,-0.05113213"
54,"55,-2.5063572,2.7801456,1.2568544,3.6902661,-9.009792,1.1730161,0.05060243,-0.049981754,-0.051511616,-0.37650573,-0.14906994,-0.037905015"
55,"56,-2.5063572,2.7801456,1.2568544,3.6902661,-9.009792,1.1730161,0.05060243,-0.049981754,-0.051511616,-0.37650573,-0.14906994,-0.037905015"
56,"57,-2.5063572,2.7801456,1.2568544,3.6902661,-9.009792,1.1730161,0.05060243,-0.049981754,-0.051511616,-0.37650573,-0.14906994,-0.037905015"
57,"58,-2.5063572,2.7801456,1.2568544,3.6902661,-9.009792,1.1730161,0.05060243,-0.049981754,-0.051511616,-0.37650573,-0.14906994,-0.037905015"
58,"59,-2.5063572,2.7801456,1.2568544,3.6902661,-9.009792,1.1730161,0.05060243,-0.049981754,-0.051511616,-0.37650573,-0.14906994,-0.037905015"
59,"60,-2.5029783,2.7763655,1.2470654,3.7288797,-8.985255,1.2373517,0.07179049,-0.058658402,-0.046010725,-0.18122886,-0.17585555,0.11069436"
60,"61,-2.5029783,2.7763655,1.2470654,3.7288797,-8.985255,1.2373517,0.07179049,-0.058658402,-0.046010725,-0.18122886,-0.17585555,0.11069436"
61,"62,-2.5029783,2.7763655,1.2470654,3.7288797,-8.985255,1.2373517,0.07179049,-0.058658402,-0.046010725,-0.18122886,-0.17585555,0.11069436"
62,"63,-2.5029783,2.7763655,1.2470654,3.7288797,-8.985255,1.2373517,0.07179049,-0.058658402,-0.046010725,-0.18122886,-0.17585555,0.11069436"
63,"64,-2.5000906,2.7725353,1.2369517,3.7670803,-8.95885,1.3109148,0.05878829,-0.05355994,-0.051657468,-0.1841684,0.561936,-0.77456766"
64,"65,-2.5000906,2.7725353,1.2369517,3.7670803,-8.95885,1.3109148,0.05878829,-0.05355994,-0.051657468,-0.1841684,0.561936,-0.77456766"
65,"66,-2.5000906,2.7725353,1.2369517,3.7670803,-8.95885,1.3109148,0.05878829,-0.05355994,-0.051657468,-0.1841684,0.561936,-0.77456766"
66,"67,-2.5000906,2.7725353,1.2369517,3.7670803,-8.95885,1.3109148,0.05878829,-0.05355994,-0.051657468,-0.1841684,0.561936,-0.77456766"
67,"68,-2.5000906,2.7725353,1.2369517,3.7670803,-8.95885,1.3109148,0.05878829,-0.05355994,-0.051657468,-0.1841684,0.561936,-0.77456766"
68,"69,-2.496852,2.7687895,1.230949,3.8052332,-8.934139,1.3681134,0.036316298,-0.041285943,-0.052486803,0.58654815,-0.4962171,-0.26695564"
69,"70,-2.496852,2.7687895,1.230949,3.8052332,-8.934139,1.3681134,0.036316298,-0.041285943,-0.052486803,0.58654815,-0.4962171,-0.26695564"
70,"71,-2.496852,2.7687895,1.230949,3.8052332,-8.934139,1.3681134,0.036316298,-0.041285943,-0.052486803,0.58654815,-0.4962171,-0.26695564"
71,"72,-2.496852,2.7687895,1.230949,3.8052332,-8.934139,1.3681134,0.036316298,-0.041285943,-0.052486803,0.58654815,-0.4962171,-0.26695564"
72,"73,-2.4958138,2.7665443,1.2268388,3.8266115,-8.915672,1.4276636,0.03009147,-0.03344715,-0.042405922,-0.17224261,0.016720895,-0.50933534"
73,"74,-2.4958138,2.7665443,1.2268388,3.8266115,-8.915672,1.4276636,0.03009147,-0.03344715,-0.042405922,-0.17224261,0.016720895,-0.50933534"
74,"75,-2.4958138,2.7665443,1.2268388,3.8266115,-8.915672,1.4276636,0.03009147,-0.03344715,-0.042405922,-0.17224261,0.016720895,-0.50933534"
75,"76,-2.4958138,2.7665443,1.2268388,3.8266115,-8.915672,1.4276636,0.03009147,-0.03344715,-0.042405922,-0.17224261,0.016720895,-0.50933534"
76,"77,-2.4958138,2.7665443,1.2268388,3.8266115,-8.915672,1.4276636,0.03009147,-0.03344715,-0.042405922,-0.17224261,0.016720895,-0.50933534"
77,"78,-2.4958138,2.7665443,1.2268388,3.8266115,-8.915672,1.4276636,0.03009147,-0.03344715,-0.042405922,-0.17224261,0.016720895,-0.50933534"
78,"79,-2.4953778,2.7644172,1.2228562,3.84592,-8.896146,1.4959549,0.03715735,-0.031679884,-0.029298328,-0.1785723,0.48046732,-0.5013977"
79,"80,-2.4953778,2.7644172,1.2228562,3.84592,-8.896146,1.4959549,0.03715735,-0.031679884,-0.029298328,-0.1785723,0.48046732,-0.5013977"
80,"81,-2.4953778,2.7644172,1.2228562,3.84592,-8.896146,1.4959549,0.03715735,-0.031679884,-0.029298328,-0.1785723,0.48046732,-0.5013977"
81,"82,-2.4953778,2.7644172,1.2228562,3.84592,-8.896146,1.4959549,0.03715735,-0.031679884,-0.029298328,-0.1785723,0.48046732,-0.5013977"
82,"83,-2.4953778,2.7644172,1.2228562,3.84592,-8.896146,1.4959549,0.03715735,-0.031679884,-0.029298328,-0.1785723,0.48046732,-0.5013977"
83,"84,-2.4956536,2.7622952,1.2181978,3.8638644,-8.874525,1.5759937,0.035060048,-0.026974265,-0.023153344,-0.2777827,-0.022526836,-0.092497155"
84,"85,-2.4956536,2.7622952,1.2181978,3.8638644,-8.874525,1.5759937,0.035060048,-0.026974265,-0.023153344,-0.2777827,-0.022526836,-0.092497155"
85,"86,-2.4956536,2.7622952,1.2181978,3.8638644,-8.874525,1.5759937,0.035060048,-0.026974265,-0.023153344,-0.2777827,-0.022526836,-0.092497155"
86,"87,-2.4956536,2.7622952,1.2181978,3.8638644,-8.874525,1.5759937,0.035060048,-0.026974265,-0.023153344,-0.2777827,-0.022526836,-0.092497155"
87,"88,-2.4956536,2.7622952,1.2181978,3.8638644,-8.874525,1.5759937,0.035060048,-0.026974265,-0.023153344,-0.2777827,-0.022526836,-0.092497155"
88,"89,-2.496537,2.7600076,1.2130218,3.8820662,-8.849683,1.6682522,0.01060361,-0.012383654,-0.025528511,-0.029917764,-0.062460415,-0.20609736"
89,"90,-2.496537,2.7600076,1.2130218,3.8820662,-8.849683,1.6682522,0.01060361,-0.012383654,-0.025528511,-0.029917764,-0.062460415,-0.20609736"
90,"91,-2.496537,2.7600076,1.2130218,3.8820662,-8.849683,1.6682522,0.01060361,-0.012383654,-0.025528511,-0.029917764,-0.062460415,-0.20609736"
91,"92,-2.496537,2.7600076,1.2130218,3.8820662,-8.849683,1.6682522,0.01060361,-0.012383654,-0.025528511,-0.029917764,-0.062460415,-0.20609736"
92,"93,-2.496537,2.7600076,1.2130218,3.8820662,-8.849683,1.6682522,0.01060361,-0.012383654,-0.025528511,-0.029917764,-0.062460415,-0.20609736"
93,"94,-2.496537,2.7600076,1.2130218,3.8820662,-8.849683,1.6682522,0.01060361,-0.012383654,-0.025528511,-0.029917764,-0.062460415,-0.20609736"
94,"95,-2.4992733,2.7588658,1.2085493,3.887002,-8.829646,1.7603868,-0.023770824,0.006281255,-0.030270325,-0.07432112,0.5399624,-0.44320312"
95,"96,-2.4992733,2.7588658,1.2085493,3.887002,-8.829646,1.7603868,-0.023770824,0.006281255,-0.030270325,-0.07432112,0.5399624,-0.44320312"
96,"97,-2.4992733,2.7588658,1.2085493,3.887002,-8.829646,1.7603868,-0.023770824,0.006281255,-0.030270325,-0.07432112,0.5399624,-0.44320312"
97,"98,-2.4992733,2.7588658,1.2085493,3.887002,-8.829646,1.7603868,-0.023770824,0.006281255,-0.030270325,-0.07432112,0.5399624,-0.44320312"
98,"99,-2.4992733,2.7588658,1.2085493,3.887002,-8.829646,1.7603868,-0.023770824,0.006281255,-0.030270325,-0.07432112,0.5399624,-0.44320312"
99,"100,-2.4992733,2.7588658,1.2085493,3.887002,-8.829646,1.7603868,-0.023770824,0.006281255,-0.030270325,-0.07432112,0.5399624,-0.44320312"
100,"101,-2.5042124,2.7588315,1.2035849,3.8782966,-8.813539,1.8576171,-0.04254326,0.019461244,-0.025688203,0.61449677,-0.5302943,-0.23218875"
101,"102,-2.5042124,2.7588315,1.2035849,3.8782966,-8.813539,1.8576171,-0.04254326,0.019461244,-0.025688203,0.61449677,-0.5302943,-0.23218875"
102,"103,-2.5042124,2.7588315,1.2035849,3.8782966,-8.813539,1.8576171,-0.04254326,0.019461244,-0.025688203,0.61449677,-0.5302943,-0.23218875"
103,"104,-2.5042124,2.7588315,1.2035849,3.8782966,-8.813539,1.8576171,-0.04254326,0.019461244,-0.025688203,0.61449677,-0.5302943,-0.23218875"
104,"105,-2.5042124,2.7588315,1.2035849,3.8782966,-8.813539,1.8576171,-0.04254326,0.019461244,-0.025688203,0.61449677,-0.5302943,-0.23218875"
105,"106,-2.5042124,2.7588315,1.2035849,3.8782966,-8.813539,1.8576171,-0.04254326,0.019461244,-0.025688203,0.61449677,-0.5302943,-0.23218875"
106,"107,-2.5097125,2.7584114,1.1977389,3.8717272,-8.793239,1.9644514,-0.03347696,0.026439825,-0.0027563,0.15304734,-0.083553,-0.41654408"
107,"108,-2.5097125,2.7584114,1.1977389,3.8717272,-8.793239,1.9644514,-0.03347696,0.026439825,-0.0027563,0.15304734,-0.083553,-0.41654408"
108,"109,-2.5097125,2.7584114,1.1977389,3.8717272,-8.793239,1.9644514,-0.03347696,0.026439825,-0.0027563,0.15304734,-0.083553,-0.41654408"
109,"110,-2.5097125,2.7584114,1.1977389,3.8717272,-8.793239,1.9644514,-0.03347696,0.026439825,-0.0027563,0.15304734,-0.083553,-0.41654408"
110,"111,-2.5097125,2.7584114,1.1977389,3.8717272,-8.793239,1.9644514,-0.03347696,0.026439825,-0.0027563,0.15304734,-0.083553,-0.41654408"
111,"112,-2.5097125,2.7584114,1.1977389,3.8717272,-8.793239,1.9644514,-0.03347696,0.026439825,-0.0027563,0.15304734,-0.083553,-0.41654408"
112,"113,-2.5158684,2.7579453,1.1921703,3.86429,-8.771031,2.0752463,-0.0063994275,0.02771524,0.026428115,-0.12788828,0.59718937,-0.34618813"
113,"114,-2.5158684,2.7579453,1.1921703,3.86429,-8.771031,2.0752463,-0.0063994275,0.02771524,0.026428115,-0.12788828,0.59718937,-0.34618813"
114,"115,-2.5158684,2.7579453,1.1921703,3.86429,-8.771031,2.0752463,-0.0063994275,0.02771524,0.026428115,-0.12788828,0.59718937,-0.34618813"
115,"116,-2.5158684,2.7579453,1.1921703,3.86429,-8.771031,2.0752463,-0.0063994275,0.02771524,0.026428115,-0.12788828,0.59718937,-0.34618813"
116,"117,-2.5158684,2.7579453,1.1921703,3.86429,-8.771031,2.0752463,-0.0063994275,0.02771524,0.026428115,-0.12788828,0.59718937,-0.34618813"
117,"118,-2.5158684,2.7579453,1.1921703,3.86429,-8.771031,2.0752463,-0.0063994275,0.02771524,0.026428115,-0.12788828,0.59718937,-0.34618813"
118,"119,-2.5243416,2.7574525,1.185808,3.8527625,-8.742438,2.2127726,0.026252452,0.018375332,0.039417535,-0.20032805,-0.24726208,-0.12764935"
119,"120,-2.5243416,2.7574525,1.185808,3.8527625,-8.742438,2.2127726,0.026252452,0.018375332,0.039417535,-0.20032805,-0.24726208,-0.12764935"
120,"121,-2.5243416,2.7574525,1.185808,3.8527625,-8.742438,2.2127726,0.026252452,0.018375332,0.039417535,-0.20032805,-0.24726208,-0.12764935"
121,"122,-2.5243416,2.7574525,1.185808,3.8527625,-8.742438,2.2127726,0.026252452,0.018375332,0.039417535,-0.20032805,-0.24726208,-0.12764935"
122,"123,-2.5243416,2.7574525,1.185808,3.8527625,-8.742438,2.2127726,0.026252452,0.018375332,0.039417535,-0.20032805,-0.24726208,-0.12764935"
123,"124,-2.543139,2.7548404,1.1745259,3.8399622,-8.667306,2.5105553,0.0794451,-0.016018264,0.0206451,0.08293768,0.18310352,-0.2866826"
124,"125,-2.543139,2.7548404,1.1745259,3.8399622,-8.667306,2.5105553,0.0794451,-0.016018264,0.0206451,0.08293768,0.18310352,-0.2866826"
125,"126,-2.543139,2.7548404,1.1745259,3.8399622,-8.667306,2.5105553,0.0794451,-0.016018264,0.0206451,0.08293768,0.18310352,-0.2866826"
126,"127,-2.543139,2.7548404,1.1745259,3.8399622,-8.667306,2.5105553,0.0794451,-0.016018264,0.0206451,0.08293768,0.18310352,-0.2866826"
127,"128,-2.543139,2.7548404,1.1745259,3.8399622,-8.667306,2.5105553,0.0794451,-0.016018264,0.0206451,0.08293768,0.18310352,-0.2866826"
128,"129,-2.543139,2.7548404,1.1745259,3.8399622,-8.667306,2.5105553,0.0794451,-0.016018264,0.0206451,0.08293768,0.18310352,-0.2866826"
129,"130,-2.5489128,2.7522237,1.1718731,3.8513403,-8.627817,2.6264706,0.07534631,-0.01503988,0.016509054,0.02942875,-0.4469314,-0.04984596"
130,"131,-2.5489128,2.7522237,1.1718731,3.8513403,-8.627817,2.6264706,0.07534631,-0.01503988,0.016509054,0.02942875,-0.4469314,-0.04984596"
131,"132,-2.5489128,2.7522237,1.1718731,3.8513403,-8.627817,2.6264706,0.07534631,-0.01503988,0.016509054,0.02942875,-0.4469314,-0.04984596"
132,"133,-2.5489128,2.7522237,1.1718731,3.8513403,-8.627817,2.6264706,0.07534631,-0.01503988,0.016509054,0.02942875,-0.4469314,-0.04984596"
133,"134,-2.5489128,2.7522237,1.1718731,3.8513403,-8.627817,2.6264706,0.07534631,-0.01503988,0.016509054,0.02942875,-0.4469314,-0.04984596"
134,"135,-2.5489128,2.7522237,1.1718731,3.8513403,-8.627817,2.6264706,0.07534631,-0.01503988,0.016509054,0.02942875,-0.4469314,-0.04984596"
135,"136,-2.5533297,2.7491596,1.1703309,3.8690186,-8.587597,2.730248,0.036835834,-0.0006707103,0.009577317,-0.14497842,-0.05526878,0.01442532"
136,"137,-2.5533297,2.7491596,1.1703309,3.8690186,-8.587597,2.730248,0.036835834,-0.0006707103,0.009577317,-0.14497842,-0.05526878,0.01442532"
137,"138,-2.5533297,2.7491596,1.1703309,3.8690186,-8.587597,2.730248,0.036835834,-0.0006707103,0.009577317,-0.14497842,-0.05526878,0.01442532"
138,"139,-2.5533297,2.7491596,1.1703309,3.8690186,-8.587597,2.730248,0.036835834,-0.0006707103,0.009577317,-0.14497842,-0.05526878,0.01442532"
139,"140,-2.5533297,2.7491596,1.1703309,3.8690186,-8.587597,2.730248,0.036835834,-0.0006707103,0.009577317,-0.14497842,-0.05526878,0.01442532"
140,"141,-2.5533297,2.7491596,1.1703309,3.8690186,-8.587597,2.730248,0.036835834,-0.0006707103,0.009577317,-0.14497842,-0.05526878,0.01442532"
141,"142,-2.5583231,2.7469668,1.1698099,3.8787103,-8.551488,2.828081,-0.020032944,0.014352135,-0.010542926,0.17962922,-0.5680128,0.21866755"
142,"143,-2.5583231,2.7469668,1.1698099,3.8787103,-8.551488,2.828081,-0.020032944,0.014352135,-0.010542926,0.17962922,-0.5680128,0.21866755"
143,"144,-2.5583231,2.7469668,1.1698099,3.8787103,-8.551488,2.828081,-0.020032944,0.014352135,-0.010542926,0.17962922,-0.5680128,0.21866755"
144,"145,-2.5583231,2.7469668,1.1698099,3.8787103,-8.551488,2.828081,-0.020032944,0.014352135,-0.010542926,0.17962922,-0.5680128,0.21866755"
145,"146,-2.5583231,2.7469668,1.1698099,3.8787103,-8.551488,2.828081,-0.020032944,0.014352135,-0.010542926,0.17962922,-0.5680128,0.21866755"
146,"147,-2.5583231,2.7469668,1.1698099,3.8787103,-8.551488,2.828081,-0.020032944,0.014352135,-0.010542926,0.17962922,-0.5680128,0.21866755"
147,"148,-2.5583231,2.7469668,1.1698099,3.8801422,-8.535529,2.873955,-0.07027979,0.025354978,-0.03638763,0.010399594,0.91162366,0.011990364"
148,"149,-2.5583231,2.7469668,1.1698099,3.8801422,-8.535529,2.873955,-0.07027979,0.025354978,-0.03638763,0.010399594,0.91162366,0.011990364"
149,"150,-2.5583231,2.7469668,1.1698099,3.8801422,-8.535529,2.873955,-0.07027979,0.025354978,-0.03638763,0.010399594,0.91162366,0.011990364"
150,"151,-2.5583231,2.7469668,1.1698099,3.8801422,-8.535529,2.873955,-0.07027979,0.025354978,-0.03638763,0.010399594,0.91162366,0.011990364"
151,"152,-2.5583231,2.7469668,1.1698099,3.8801422,-8.535529,2.873955,-0.07027979,0.025354978,-0.03638763,0.010399594,0.91162366,0.011990364"
152,"153,-2.5583231,2.7469668,1.1698099,3.8801422,-8.535529,2.873955,-0.07027979,0.025354978,-0.03638763,0.010399594,0.91162366,0.011990364"
153,"154,-2.5583231,2.7469668,1.1698099,3.8776724,-8.531288,2.889837,-0.093246825,0.032254778,-0.050972916,0.41577068,-0.3765654,0.101957984"
154,"155,-2.5583231,2.7469668,1.1698099,3.8776724,-8.531288,2.889837,-0.093246825,0.032254778,-0.050972916,0.41577068,-0.3765654,0.101957984"
155,"156,-2.5583231,2.7469668,1.1698099,3.8776724,-8.531288,2.889837,-0.093246825,0.032254778,-0.050972916,0.41577068,-0.3765654,0.101957984"
156,"157,-2.5583231,2.7469668,1.1698099,3.8776724,-8.531288,2.889837,-0.093246825,0.032254778,-0.050972916,0.41577068,-0.3765654,0.101957984"
157,"158,-2.5583231,2.7469668,1.1698099,3.8776724,-8.531288,2.889837,-0.093246825,0.032254778,-0.050972916,0.41577068,-0.3765654,0.101957984"
158,"159,-2.5583231,2.7469668,1.1698099,3.8678255,-8.535949,2.88927,-0.08586795,0.035359208,-0.04577651,0.16729304,-0.3731355,0.04479083"
159,"160,-2.5583231,2.7469668,1.1698099,3.8678255,-8.535949,2.88927,-0.08586795,0.035359208,-0.04577651,0.16729304,-0.3731355,0.04479083"
160,"161,-2.5583231,2.7469668,1.1698099,3.8678255,-8.535949,2.88927,-0.08586795,0.035359208,-0.04577651,0.16729304,-0.3731355,0.04479083"
161,"162,-2.5586188,2.7505527,1.1884052,3.8558252,-8.539329,2.8953204,-0.060942013,0.03393368,-0.029014075,-0.22637402,0.79311275,0.5325455"
162,"163,-2.5586188,2.7505527,1.1884052,3.8558252,-8.539329,2.8953204,-0.060942013,0.03393368,-0.029014075,-0.22637402,0.79311275,0.5325455"
163,"164,-2.5586188,2.7505527,1.1884052,3.8558252,-8.539329,2.8953204,-0.060942013,0.03393368,-0.029014075,-0.22637402,0.79311275,0.5325455"
164,"165,-2.5586188,2.7505527,1.1884052,3.8558252,-8.539329,2.8953204,-0.060942013,0.03393368,-0.029014075,-0.22637402,0.79311275,0.5325455"
165,"166,-2.5586188,2.7505527,1.1884052,3.8558252,-8.539329,2.8953204,-0.060942013,0.03393368,-0.029014075,-0.22637402,0.79311275,0.5325455"
166,"167,-2.5586188,2.7505527,1.1884052,3.8357575,-8.551333,2.8865275,-0.041794833,0.03230801,-0.014817374,0.04492428,0.026037933,0.13041937"
