,"id,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z"
20,"21,-2.458717,2.755333,-1.2195519,3.9881685,-8.958554,-0.09594821,-0.002999033,-0.00027786568,-0.0021164636,0.11610559,0.57660955,-0.58313245"
21,"22,-2.458717,2.755333,-1.2195519,3.9881685,-8.958554,-0.09594821,-0.002999033,-0.00027786568,-0.0021164636,0.11610559,0.57660955,-0.58313245"
22,"23,-2.458717,2.755333,-1.2195519,3.9881685,-8.958554,-0.09594821,-0.002999033,-0.00027786568,-0.0021164636,0.11610559,0.57660955,-0.58313245"
23,"24,-2.458717,2.755333,-1.2195519,3.9881685,-8.958554,-0.09594821,-0.002999033,-0.00027786568,-0.0021164636,0.11610559,0.57660955,-0.58313245"
24,"25,-2.458717,2.755333,-1.2195519,3.9881685,-8.958554,-0.09594821,-0.002999033,-0.00027786568,-0.0021164636,0.11610559,0.57660955,-0.58313245"
25,"26,-2.4582634,2.7549698,-0.009062019,3.9922001,-8.957248,-0.020884218,0.07037241,-0.018067658,-0.035100505,0.33421546,-0.2198595,-0.12251072"
26,"27,-2.4582634,2.7549698,-0.009062019,3.9922001,-8.957248,-0.020884218,0.07037241,-0.018067658,-0.035100505,0.33421546,-0.2198595,-0.12251072"
27,"28,-2.4582634,2.7549698,-0.009062019,3.9922001,-8.957248,-0.020884218,0.07037241,-0.018067658,-0.035100505,0.33421546,-0.2198595,-0.12251072"
28,"29,-2.4582634,2.7549698,-0.009062019,3.9922001,-8.957248,-0.020884218,0.07037241,-0.018067658,-0.035100505,0.33421546,-0.2198595,-0.12251072"
29,"30,-2.4582634,2.7549698,-0.009062019,3.9922001,-8.957248,-0.020884218,0.07037241,-0.018067658,-0.035100505,0.33421546,-0.2198595,-0.12251072"
30,"31,-2.4582634,2.7549698,-0.009062019,3.9938488,-8.956467,0.035643224,0.10906601,-0.029417565,-0.046301365,0.06592074,-0.18414755,-0.46038085"
31,"32,-2.4582634,2.7549698,-0.009062019,3.9938488,-8.956467,0.035643224,0.10906601,-0.029417565,-0.046301365,0.06592074,-0.18414755,-0.46038085"
32,"33,-2.4582634,2.7549698,-0.009062019,3.9938488,-8.956467,0.035643224,0.10906601,-0.029417565,-0.046301365,0.06592074,-0.18414755,-0.46038085"
33,"34,-2.4582634,2.7549698,-0.009062019,3.9938488,-8.956467,0.035643224,0.10906601,-0.029417565,-0.046301365,0.06592074,-0.18414755,-0.46038085"
34,"35,-2.4589987,2.7553613,1.1334655,3.9874923,-8.958652,0.113358945,0.12537278,-0.03454584,-0.04676767,-0.2100236,0.05871056,0.13279012"
35,"36,-2.4589987,2.7553613,1.1334655,3.9874923,-8.958652,0.113358945,0.12537278,-0.03454584,-0.04676767,-0.2100236,0.05871056,0.13279012"
36,"37,-2.4589987,2.7553613,1.1334655,3.9874923,-8.958652,0.113358945,0.12537278,-0.03454584,-0.04676767,-0.2100236,0.05871056,0.13279012"
37,"38,-2.4589987,2.7553613,1.1334655,3.9874923,-8.958652,0.113358945,0.12537278,-0.03454584,-0.04676767,-0.2100236,0.05871056,0.13279012"
38,"39,-2.4589987,2.7553613,1.1334655,3.9874923,-8.958652,0.113358945,0.12537278,-0.03454584,-0.04676767,-0.2100236,0.05871056,0.13279012"
39,"40,-2.4589987,2.7553613,1.1334655,3.9709814,-8.964979,0.17561343,0.11264526,-0.029429276,-0.029909419,-0.14532317,0.018040193,-0.11858814"
40,"41,-2.4589987,2.7553613,1.1334655,3.9709814,-8.964979,0.17561343,0.11264526,-0.029429276,-0.029909419,-0.14532317,0.018040193,-0.11858814"
41,"42,-2.4589987,2.7553613,1.1334655,3.9709814,-8.964979,0.17561343,0.11264526,-0.029429276,-0.029909419,-0.14532317,0.018040193,-0.11858814"
42,"43,-2.4589987,2.7553613,1.1334655,3.9709814,-8.964979,0.17561343,0.11264526,-0.029429276,-0.029909419,-0.14532317,0.018040193,-0.11858814"
43,"44,-2.4589987,2.7553613,1.1334655,3.9709814,-8.964979,0.17561343,0.11264526,-0.029429276,-0.029909419,-0.14532317,0.018040193,-0.11858814"
44,"45,-2.4611442,2.7566962,1.2889642,3.971996,-8.962704,0.25211227,0.08856676,-0.018422175,-0.0013882638,0.033918187,-0.30632377,-0.1732687"
45,"46,-2.4611442,2.7566962,1.2889642,3.971996,-8.962704,0.25211227,0.08856676,-0.018422175,-0.0013882638,0.033918187,-0.30632377,-0.1732687"
46,"47,-2.4611442,2.7566962,1.2889642,3.971996,-8.962704,0.25211227,0.08856676,-0.018422175,-0.0013882638,0.033918187,-0.30632377,-0.1732687"
47,"48,-2.4611442,2.7566962,1.2889642,3.971996,-8.962704,0.25211227,0.08856676,-0.018422175,-0.0013882638,0.033918187,-0.30632377,-0.1732687"
48,"49,-2.4611442,2.7566962,1.2889642,3.971996,-8.962704,0.25211227,0.08856676,-0.018422175,-0.0013882638,0.033918187,-0.30632377,-0.1732687"
49,"50,-2.4611442,2.7566962,1.2889642,3.96941,-8.9612665,0.33148453,0.080137104,-0.011439336,0.024983425,-0.03956256,0.9839085,-0.4765946"
50,"51,-2.4611442,2.7566962,1.2889642,3.96941,-8.9612665,0.33148453,0.080137104,-0.011439336,0.024983425,-0.03956256,0.9839085,-0.4765946"
51,"52,-2.4611442,2.7566962,1.2889642,3.96941,-8.9612665,0.33148453,0.080137104,-0.011439336,0.024983425,-0.03956256,0.9839085,-0.4765946"
52,"53,-2.4611442,2.7566962,1.2889642,3.96941,-8.9612665,0.33148453,0.080137104,-0.011439336,0.024983425,-0.03956256,0.9839085,-0.4765946"
53,"54,-2.4617224,2.7567346,1.3406243,3.97104,-8.956687,0.42306417,0.09674623,-0.014296775,0.036879484,0.40137067,-0.27349493,-0.121674426"
54,"55,-2.4617224,2.7567346,1.3406243,3.97104,-8.956687,0.42306417,0.09674623,-0.014296775,0.036879484,0.40137067,-0.27349493,-0.121674426"
55,"56,-2.4617224,2.7567346,1.3406243,3.97104,-8.956687,0.42306417,0.09674623,-0.014296775,0.036879484,0.40137067,-0.27349493,-0.121674426"
56,"57,-2.4617224,2.7567346,1.3406243,3.97104,-8.956687,0.42306417,0.09674623,-0.014296775,0.036879484,0.40137067,-0.27349493,-0.121674426"
57,"58,-2.4617224,2.7567346,1.3406243,3.97104,-8.956687,0.42306417,0.09674623,-0.014296775,0.036879484,0.40137067,-0.27349493,-0.121674426"
58,"59,-2.4617224,2.7567346,1.3406243,3.97104,-8.956687,0.42306417,0.09674623,-0.014296775,0.036879484,0.40137067,-0.27349493,-0.121674426"
59,"60,-2.462302,2.7566803,1.34739,3.9709249,-8.949513,0.5552891,0.1255378,-0.024785407,0.0319141,-0.00963318,-0.4318889,-0.42205322"
60,"61,-2.462302,2.7566803,1.34739,3.9709249,-8.949513,0.5552891,0.1255378,-0.024785407,0.0319141,-0.00963318,-0.4318889,-0.42205322"
61,"62,-2.462302,2.7566803,1.34739,3.9709249,-8.949513,0.5552891,0.1255378,-0.024785407,0.0319141,-0.00963318,-0.4318889,-0.42205322"
62,"63,-2.462302,2.7566803,1.34739,3.9709249,-8.949513,0.5552891,0.1255378,-0.024785407,0.0319141,-0.00963318,-0.4318889,-0.42205322"
63,"64,-2.462302,2.7566803,1.34739,3.9709249,-8.949513,0.5552891,0.1255378,-0.024785407,0.0319141,-0.00963318,-0.4318889,-0.42205322"
64,"65,-2.4624517,2.7563608,1.3554869,3.9739537,-8.94072,0.66454047,0.14628936,-0.035387952,0.018461566,-0.30707407,0.92205995,-0.3767485"
65,"66,-2.4624517,2.7563608,1.3554869,3.9739537,-8.94072,0.66454047,0.14628936,-0.035387952,0.018461566,-0.30707407,0.92205995,-0.3767485"
66,"67,-2.4624517,2.7563608,1.3554869,3.9739537,-8.94072,0.66454047,0.14628936,-0.035387952,0.018461566,-0.30707407,0.92205995,-0.3767485"
67,"68,-2.4624517,2.7563608,1.3554869,3.9739537,-8.94072,0.66454047,0.14628936,-0.035387952,0.018461566,-0.30707407,0.92205995,-0.3767485"
68,"69,-2.4624517,2.7563608,1.3554869,3.9739537,-8.94072,0.66454047,0.14628936,-0.035387952,0.018461566,-0.30707407,0.92205995,-0.3767485"
69,"70,-2.4627044,2.755937,1.3594854,3.9778929,-8.928822,0.78923523,0.15115574,-0.040283073,0.006504825,0.0730803,0.09055006,-0.03456047"
70,"71,-2.4627044,2.755937,1.3594854,3.9778929,-8.928822,0.78923523,0.15115574,-0.040283073,0.006504825,0.0730803,0.09055006,-0.03456047"
71,"72,-2.4627044,2.755937,1.3594854,3.9778929,-8.928822,0.78923523,0.15115574,-0.040283073,0.006504825,0.0730803,0.09055006,-0.03456047"
72,"73,-2.4627044,2.755937,1.3594854,3.9778929,-8.928822,0.78923523,0.15115574,-0.040283073,0.006504825,0.0730803,0.09055006,-0.03456047"
73,"74,-2.4644566,2.7564394,1.3616965,3.9710407,-8.919445,0.9190916,0.14468817,-0.038709566,0.00061854394,0.08214409,-0.26188877,-0.13993506"
74,"75,-2.4644566,2.7564394,1.3616965,3.9710407,-8.919445,0.9190916,0.14468817,-0.038709566,0.00061854394,0.08214409,-0.26188877,-0.13993506"
75,"76,-2.4644566,2.7564394,1.3616965,3.9710407,-8.919445,0.9190916,0.14468817,-0.038709566,0.00061854394,0.08214409,-0.26188877,-0.13993506"
76,"77,-2.4644566,2.7564394,1.3616965,3.9710407,-8.919445,0.9190916,0.14468817,-0.038709566,0.00061854394,0.08214409,-0.26188877,-0.13993506"
77,"78,-2.4644566,2.7564394,1.3616965,3.9710407,-8.919445,0.9190916,0.14468817,-0.038709566,0.00061854394,0.08214409,-0.26188877,-0.13993506"
78,"79,-2.464814,2.7558713,1.3634046,3.976299,-8.903263,1.0446728,0.13340534,-0.034269035,-0.001966352,-0.1970093,0.74918085,-0.32384372"
79,"80,-2.464814,2.7558713,1.3634046,3.976299,-8.903263,1.0446728,0.13340534,-0.034269035,-0.001966352,-0.1970093,0.74918085,-0.32384372"
80,"81,-2.464814,2.7558713,1.3634046,3.976299,-8.903263,1.0446728,0.13340534,-0.034269035,-0.001966352,-0.1970093,0.74918085,-0.32384372"
81,"82,-2.464814,2.7558713,1.3634046,3.976299,-8.903263,1.0446728,0.13340534,-0.034269035,-0.001966352,-0.1970093,0.74918085,-0.32384372"
82,"83,-2.464814,2.7558713,1.3634046,3.976299,-8.903263,1.0446728,0.13340534,-0.034269035,-0.001966352,-0.1970093,0.74918085,-0.32384372"
83,"84,-2.4654248,2.7554944,1.3651499,3.9794018,-8.887871,1.1577971,0.121335745,-0.031736307,-0.005880958,0.014660409,-0.17080963,-0.1883312"
84,"85,-2.4654248,2.7554944,1.3651499,3.9794018,-8.887871,1.1577971,0.121335745,-0.031736307,-0.005880958,0.014660409,-0.17080963,-0.1883312"
85,"86,-2.4654248,2.7554944,1.3651499,3.9794018,-8.887871,1.1577971,0.121335745,-0.031736307,-0.005880958,0.014660409,-0.17080963,-0.1883312"
86,"87,-2.4654248,2.7554944,1.3651499,3.9794018,-8.887871,1.1577971,0.121335745,-0.031736307,-0.005880958,0.014660409,-0.17080963,-0.1883312"
87,"88,-2.4654248,2.7554944,1.3651499,3.9794018,-8.887871,1.1577971,0.121335745,-0.031736307,-0.005880958,0.014660409,-0.17080963,-0.1883312"
88,"89,-2.4654248,2.7554944,1.3651499,3.9794018,-8.887871,1.1577971,0.121335745,-0.031736307,-0.005880958,0.014660409,-0.17080963,-0.1883312"
89,"90,-2.4654248,2.7554944,1.3651499,3.9658866,-8.883992,1.2315894,0.104643576,-0.031295553,-0.012563574,0.045986373,-0.5159991,-0.18764265"
90,"91,-2.4654248,2.7554944,1.3651499,3.9658866,-8.883992,1.2315894,0.104643576,-0.031295553,-0.012563574,0.045986373,-0.5159991,-0.18764265"
91,"92,-2.4654248,2.7554944,1.3651499,3.9658866,-8.883992,1.2315894,0.104643576,-0.031295553,-0.012563574,0.045986373,-0.5159991,-0.18764265"
92,"93,-2.4654248,2.7554944,1.3651499,3.9658866,-8.883992,1.2315894,0.104643576,-0.031295553,-0.012563574,0.045986373,-0.5159991,-0.18764265"
93,"94,-2.4654248,2.7554944,1.3651499,3.9658866,-8.883992,1.2315894,0.104643576,-0.031295553,-0.012563574,0.045986373,-0.5159991,-0.18764265"
94,"95,-2.4654248,2.7554944,1.3651499,3.9658866,-8.883992,1.2315894,0.104643576,-0.031295553,-0.012563574,0.045986373,-0.5159991,-0.18764265"
95,"96,-2.4711587,2.7585356,1.3719388,3.9434826,-8.882424,1.3122028,0.074420094,-0.027827024,-0.019439952,-0.01828792,0.52042705,0.4897793"
96,"97,-2.4711587,2.7585356,1.3719388,3.9434826,-8.882424,1.3122028,0.074420094,-0.027827024,-0.019439952,-0.01828792,0.52042705,0.4897793"
97,"98,-2.4711587,2.7585356,1.3719388,3.9434826,-8.882424,1.3122028,0.074420094,-0.027827024,-0.019439952,-0.01828792,0.52042705,0.4897793"
98,"99,-2.4711587,2.7585356,1.3719388,3.9434826,-8.882424,1.3122028,0.074420094,-0.027827024,-0.019439952,-0.01828792,0.52042705,0.4897793"
99,"100,-2.4711587,2.7585356,1.3719388,3.9434826,-8.882424,1.3122028,0.074420094,-0.027827024,-0.019439952,-0.01828792,0.52042705,0.4897793"
100,"101,-2.4711587,2.7585356,1.3719388,3.9434826,-8.882424,1.3122028,0.074420094,-0.027827024,-0.019439952,-0.01828792,0.52042705,0.4897793"
101,"102,-2.4711587,2.7585356,1.3719388,3.918441,-8.883937,1.3754544,0.02584896,-0.0139486445,-0.018744756,0.29057625,-0.0068903696,0.12965326"
102,"103,-2.4711587,2.7585356,1.3719388,3.918441,-8.883937,1.3754544,0.02584896,-0.0139486445,-0.018744756,0.29057625,-0.0068903696,0.12965326"
103,"104,-2.4711587,2.7585356,1.3719388,3.918441,-8.883937,1.3754544,0.02584896,-0.0139486445,-0.018744756,0.29057625,-0.0068903696,0.12965326"
104,"105,-2.4711587,2.7585356,1.3719388,3.918441,-8.883937,1.3754544,0.02584896,-0.0139486445,-0.018744756,0.29057625,-0.0068903696,0.12965326"
105,"106,-2.4711587,2.7585356,1.3719388,3.918441,-8.883937,1.3754544,0.02584896,-0.0139486445,-0.018744756,0.29057625,-0.0068903696,0.12965326"
106,"107,-2.4711587,2.7585356,1.3719388,3.918441,-8.883937,1.3754544,0.02584896,-0.0139486445,-0.018744756,0.29057625,-0.0068903696,0.12965326"
107,"108,-2.4792364,2.7636685,1.3810607,3.8848133,-8.891124,1.4235584,-0.030774955,0.01154154,-0.0030043563,0.29739875,-0.58213335,0.33565986"
108,"109,-2.4792364,2.7636685,1.3810607,3.8848133,-8.891124,1.4235584,-0.030774955,0.01154154,-0.0030043563,0.29739875,-0.58213335,0.33565986"
109,"110,-2.4792364,2.7636685,1.3810607,3.8848133,-8.891124,1.4235584,-0.030774955,0.01154154,-0.0030043563,0.29739875,-0.58213335,0.33565986"
110,"111,-2.4792364,2.7636685,1.3810607,3.8848133,-8.891124,1.4235584,-0.030774955,0.01154154,-0.0030043563,0.29739875,-0.58213335,0.33565986"
111,"112,-2.4792364,2.7636685,1.3810607,3.8848133,-8.891124,1.4235584,-0.030774955,0.01154154,-0.0030043563,0.29739875,-0.58213335,0.33565986"
112,"113,-2.4792364,2.7636685,1.3810607,3.8848133,-8.891124,1.4235584,-0.030774955,0.01154154,-0.0030043563,0.29739875,-0.58213335,0.33565986"
113,"114,-2.4792364,2.7636685,1.3810607,3.828434,-8.908027,1.4698774,-0.068114355,0.035519965,0.021830022,-0.23063052,0.48608983,-0.6397518"
114,"115,-2.4792364,2.7636685,1.3810607,3.828434,-8.908027,1.4698774,-0.068114355,0.035519965,0.021830022,-0.23063052,0.48608983,-0.6397518"
115,"116,-2.4792364,2.7636685,1.3810607,3.828434,-8.908027,1.4698774,-0.068114355,0.035519965,0.021830022,-0.23063052,0.48608983,-0.6397518"
116,"117,-2.4792364,2.7636685,1.3810607,3.828434,-8.908027,1.4698774,-0.068114355,0.035519965,0.021830022,-0.23063052,0.48608983,-0.6397518"
117,"118,-2.4792364,2.7636685,1.3810607,3.828434,-8.908027,1.4698774,-0.068114355,0.035519965,0.021830022,-0.23063052,0.48608983,-0.6397518"
118,"119,-2.4792364,2.7636685,1.3810607,3.828434,-8.908027,1.4698774,-0.068114355,0.035519965,0.021830022,-0.23063052,0.48608983,-0.6397518"
119,"120,-2.4950778,2.7740119,1.3888448,3.7676172,-8.920323,1.5502491,-0.06432963,0.04111667,0.037183966,0.61395293,-0.64173114,-0.08926408"
120,"121,-2.4950778,2.7740119,1.3888448,3.7676172,-8.920323,1.5502491,-0.06432963,0.04111667,0.037183966,0.61395293,-0.64173114,-0.08926408"
121,"122,-2.4950778,2.7740119,1.3888448,3.7676172,-8.920323,1.5502491,-0.06432963,0.04111667,0.037183966,0.61395293,-0.64173114,-0.08926408"
122,"123,-2.4950778,2.7740119,1.3888448,3.7676172,-8.920323,1.5502491,-0.06432963,0.04111667,0.037183966,0.61395293,-0.64173114,-0.08926408"
123,"124,-2.4950778,2.7740119,1.3888448,3.7676172,-8.920323,1.5502491,-0.06432963,0.04111667,0.037183966,0.61395293,-0.64173114,-0.08926408"
124,"125,-2.4950778,2.7740119,1.3888448,3.7676172,-8.920323,1.5502491,-0.06432963,0.04111667,0.037183966,0.61395293,-0.64173114,-0.08926408"
125,"126,-2.4950778,2.7740119,1.3888448,3.7267518,-8.92351,1.6287017,-0.0322601,0.027652426,0.030684462,-0.29273576,0.11647347,-0.7987947"
126,"127,-2.4950778,2.7740119,1.3888448,3.7267518,-8.92351,1.6287017,-0.0322601,0.027652426,0.030684462,-0.29273576,0.11647347,-0.7987947"
127,"128,-2.4950778,2.7740119,1.3888448,3.7267518,-8.92351,1.6287017,-0.0322601,0.027652426,0.030684462,-0.29273576,0.11647347,-0.7987947"
128,"129,-2.4950778,2.7740119,1.3888448,3.7267518,-8.92351,1.6287017,-0.0322601,0.027652426,0.030684462,-0.29273576,0.11647347,-0.7987947"
129,"130,-2.4950778,2.7740119,1.3888448,3.7267518,-8.92351,1.6287017,-0.0322601,0.027652426,0.030684462,-0.29273576,0.11647347,-0.7987947"
130,"131,-2.4950778,2.7740119,1.3888448,3.7267518,-8.92351,1.6287017,-0.0322601,0.027652426,0.030684462,-0.29273576,0.11647347,-0.7987947"
131,"132,-2.5028634,2.7778058,1.3907801,3.7231863,-8.90487,1.7353848,0.0031012367,0.007635451,0.010429013,-0.024636464,0.07297893,0.44700906"
132,"133,-2.5028634,2.7778058,1.3907801,3.7231863,-8.90487,1.7353848,0.0031012367,0.007635451,0.010429013,-0.024636464,0.07297893,0.44700906"
133,"134,-2.5028634,2.7778058,1.3907801,3.7231863,-8.90487,1.7353848,0.0031012367,0.007635451,0.010429013,-0.024636464,0.07297893,0.44700906"
134,"135,-2.5028634,2.7778058,1.3907801,3.7231863,-8.90487,1.7353848,0.0031012367,0.007635451,0.010429013,-0.024636464,0.07297893,0.44700906"
135,"136,-2.508586,2.78024,1.3883505,3.693981,-8.889851,1.8696111,0.03730001,-0.0088352775,-0.0040721693,-0.3336611,-0.40384188,-0.35787576"
136,"137,-2.5160918,2.783725,1.3856438,3.6529174,-8.877772,2.0029325,0.07920449,-0.021034751,-0.0048163384,0.025798032,1.1515448,-0.45850414"
137,"138,-2.5160918,2.783725,1.3856438,3.6529174,-8.877772,2.0029325,0.07920449,-0.021034751,-0.0048163384,0.025798032,1.1515448,-0.45850414"
138,"139,-2.5160918,2.783725,1.3856438,3.6529174,-8.877772,2.0029325,0.07920449,-0.021034751,-0.0048163384,0.025798032,1.1515448,-0.45850414"
139,"140,-2.5160918,2.783725,1.3856438,3.6529174,-8.877772,2.0029325,0.07920449,-0.021034751,-0.0048163384,0.025798032,1.1515448,-0.45850414"
140,"141,-2.5160918,2.783725,1.3856438,3.6529174,-8.877772,2.0029325,0.07920449,-0.021034751,-0.0048163384,0.025798032,1.1515448,-0.45850414"
141,"142,-2.5160918,2.783725,1.3856438,3.6529174,-8.877772,2.0029325,0.07920449,-0.021034751,-0.0048163384,0.025798032,1.1515448,-0.45850414"
142,"143,-2.5188015,2.7836404,1.382756,3.6511962,-8.84553,2.1437747,0.12523225,-0.031431824,0.0010667488,0.6313722,-0.4632669,0.099612035"
143,"144,-2.5188015,2.7836404,1.382756,3.6511962,-8.84553,2.1437747,0.12523225,-0.031431824,0.0010667488,0.6313722,-0.4632669,0.099612035"
144,"145,-2.5188015,2.7836404,1.382756,3.6511962,-8.84553,2.1437747,0.12523225,-0.031431824,0.0010667488,0.6313722,-0.4632669,0.099612035"
145,"146,-2.5188015,2.7836404,1.382756,3.6511962,-8.84553,2.1437747,0.12523225,-0.031431824,0.0010667488,0.6313722,-0.4632669,0.099612035"
146,"147,-2.5188015,2.7836404,1.382756,3.6511962,-8.84553,2.1437747,0.12523225,-0.031431824,0.0010667488,0.6313722,-0.4632669,0.099612035"
147,"148,-2.5188015,2.7836404,1.382756,3.6511962,-8.84553,2.1437747,0.12523225,-0.031431824,0.0010667488,0.6313722,-0.4632669,0.099612035"
148,"149,-2.5190709,2.7829316,1.3841947,3.6580646,-8.822619,2.2249348,0.1437907,-0.03633014,0.0015234705,-0.49742377,-0.13682373,-0.2586885"
149,"150,-2.5190709,2.7829316,1.3841947,3.6580646,-8.822619,2.2249348,0.1437907,-0.03633014,0.0015234705,-0.49742377,-0.13682373,-0.2586885"
150,"151,-2.5190709,2.7829316,1.3841947,3.6580646,-8.822619,2.2249348,0.1437907,-0.03633014,0.0015234705,-0.49742377,-0.13682373,-0.2586885"
151,"152,-2.5190709,2.7829316,1.3841947,3.6580646,-8.822619,2.2249348,0.1437907,-0.03633014,0.0015234705,-0.49742377,-0.13682373,-0.2586885"
152,"153,-2.5190709,2.7829316,1.3841947,3.6580646,-8.822619,2.2249348,0.1437907,-0.03633014,0.0015234705,-0.49742377,-0.13682373,-0.2586885"
153,"154,-2.5190709,2.7829316,1.3841947,3.6580646,-8.822619,2.2249348,0.1437907,-0.03633014,0.0015234705,-0.49742377,-0.13682373,-0.2586885"
154,"155,-2.5171893,2.7798364,1.3828238,3.6900449,-8.777181,2.3484185,0.12196068,-0.037573617,-0.015594546,-0.6010608,-0.14195412,-0.22999321"
155,"156,-2.5171893,2.7798364,1.3828238,3.6900449,-8.777181,2.3484185,0.12196068,-0.037573617,-0.015594546,-0.6010608,-0.14195412,-0.22999321"
156,"157,-2.5171893,2.7798364,1.3828238,3.6900449,-8.777181,2.3484185,0.12196068,-0.037573617,-0.015594546,-0.6010608,-0.14195412,-0.22999321"
157,"158,-2.5171893,2.7798364,1.3828238,3.6900449,-8.777181,2.3484185,0.12196068,-0.037573617,-0.015594546,-0.6010608,-0.14195412,-0.22999321"
158,"159,-2.5171893,2.7798364,1.3828238,3.6900449,-8.777181,2.3484185,0.12196068,-0.037573617,-0.015594546,-0.6010608,-0.14195412,-0.22999321"
159,"160,-2.5171893,2.7798364,1.3828238,3.6900449,-8.777181,2.3484185,0.12196068,-0.037573617,-0.015594546,-0.6010608,-0.14195412,-0.22999321"
160,"161,-2.5204427,2.7807362,1.3834585,3.6784241,-8.754564,2.4489124,0.08402509,-0.041032564,-0.048072893,-0.27081585,1.4301264,-0.37057647"
161,"162,-2.5204427,2.7807362,1.3834585,3.6784241,-8.754564,2.4489124,0.08402509,-0.041032564,-0.048072893,-0.27081585,1.4301264,-0.37057647"
162,"163,-2.5204427,2.7807362,1.3834585,3.6784241,-8.754564,2.4489124,0.08402509,-0.041032564,-0.048072893,-0.27081585,1.4301264,-0.37057647"
163,"164,-2.5204427,2.7807362,1.3834585,3.6784241,-8.754564,2.4489124,0.08402509,-0.041032564,-0.048072893,-0.27081585,1.4301264,-0.37057647"
164,"165,-2.5204427,2.7807362,1.3834585,3.6784241,-8.754564,2.4489124,0.08402509,-0.041032564,-0.048072893,-0.27081585,1.4301264,-0.37057647"
165,"166,-2.5204427,2.7807362,1.3834585,3.6784241,-8.754564,2.4489124,0.08402509,-0.041032564,-0.048072893,-0.27081585,1.4301264,-0.37057647"
